width,element_id,n1,n2,family,mean_tension_per_rope_kn,sigma_per_rope_kn,peak_mean_plus_3p5sigma_kn,capacity_ratio_to_break
L,1302,1302,1303,gantry_rope,550.7599999999975,1.3928071162015593e-12,550.7600000000024,
L,1303,1303,1304,gantry_rope,550.2616666666659,9.76818906602368e-13,550.2616666666693,
L,1304,1304,1305,gantry_rope,549.7583333333374,1.944945514446392e-12,549.7583333333442,
L,1305,1305,1306,gantry_rope,548.289999999994,2.3527617874984878e-12,548.2900000000022,
L,1306,1306,1307,gantry_rope,547.8216666666673,7.442637780645229e-13,547.8216666666699,
L,1307,1307,1308,gantry_rope,547.3483333333357,1.0064830246596405e-12,547.3483333333393,
L,1308,1308,1309,gantry_rope,546.8799999999985,9.889023728453323e-13,546.8800000000019,
L,1309,1309,1310,gantry_rope,546.4049999999987,7.357546655086674e-13,546.4050000000013,
L,1310,1310,1311,gantry_rope,545.0166666666677,6.881751787970674e-13,545.0166666666701,
L,1311,1311,1312,gantry_rope,544.5766666666652,7.20684512225807e-13,544.5766666666677,
L,1312,1312,1313,gantry_rope,544.1316666666669,8.652515727604584e-13,544.13166666667,
L,1313,1313,1314,gantry_rope,543.6900000000013,9.600522387330428e-13,543.6900000000047,
L,1314,1314,1315,gantry_rope,543.2449999999991,5.390637885645089e-13,543.245000000001,
L,1315,1315,1316,gantry_rope,541.7749999999995,6.113329444465607e-13,541.7750000000017,
L,1316,1316,1317,gantry_rope,541.3633333333341,6.909820435674428e-13,541.3633333333365,
L,1317,1317,1318,gantry_rope,540.9483333333325,8.069564178687792e-13,540.9483333333353,
L,1318,1318,1319,gantry_rope,540.5366666666664,8.970548522540845e-13,540.5366666666696,
L,1319,1319,1320,gantry_rope,540.1216666666649,8.041851969656044e-13,540.1216666666677,
L,1320,1320,1321,gantry_rope,538.9016666666679,5.972499159300462e-13,538.9016666666699,
L,1321,1321,1322,gantry_rope,538.518333333334,7.110092030736226e-13,538.5183333333365,
L,1322,1322,1323,gantry_rope,538.1316666666672,7.225836726143379e-13,538.1316666666697,
L,1323,1323,1324,gantry_rope,537.7483333333315,7.5253769620136e-13,537.7483333333341,
L,1324,1324,1325,gantry_rope,537.3616666666676,5.567895560578882e-13,537.3616666666695,
L,1325,1325,1326,gantry_rope,536.2233333333322,6.784031645171293e-13,536.2233333333346,
L,1326,1326,1327,gantry_rope,535.8683333333337,5.173892128722181e-13,535.8683333333355,
L,1327,1327,1328,gantry_rope,535.5083333333345,6.087045205321222e-13,535.5083333333366,
L,1328,1328,1329,gantry_rope,535.1533333333318,9.007721611479505e-13,535.153333333335,
L,1329,1329,1330,gantry_rope,534.7950000000008,7.312254060287329e-13,534.7950000000034,
L,1330,1330,1331,gantry_rope,533.6083333333326,6.326945492506374e-13,533.6083333333347,
L,1331,1331,1332,gantry_rope,533.2816666666671,6.790173502554763e-13,533.2816666666695,
L,1332,1332,1333,gantry_rope,532.9516666666681,9.521180169546898e-13,532.9516666666714,
L,1333,1333,1334,gantry_rope,532.6266666666645,9.636872789720762e-13,532.6266666666679,
L,1334,1334,1335,gantry_rope,532.2983333333348,6.626993286938171e-13,532.298333333337,
L,1335,1335,1336,gantry_rope,531.3299999999977,6.20196335257418e-13,531.3299999999998,
L,1336,1336,1337,gantry_rope,531.0316666666674,5.650663104854558e-13,531.0316666666694,
L,1337,1337,1338,gantry_rope,530.7299999999994,5.729024951464779e-13,530.7300000000015,
L,1338,1338,1339,gantry_rope,530.4316666666663,5.303531010201857e-13,530.4316666666681,
L,1339,1339,1340,gantry_rope,530.1333333333343,7.176158181498379e-13,530.1333333333369,
L,1340,1340,1341,gantry_rope,529.2599999999994,3.9810782016604855e-13,529.2600000000008,
L,1341,1341,1342,gantry_rope,529.023333333333,4.724723742175041e-13,529.0233333333347,
L,1342,1342,1343,gantry_rope,528.7933333333337,4.617513124895433e-13,528.7933333333353,
L,1343,1343,1344,gantry_rope,528.5683333333333,3.8762116684119176e-13,528.5683333333346,
L,1344,1344,1345,gantry_rope,528.3433333333335,4.337516222325362e-13,528.343333333335,
L,1345,1345,1346,gantry_rope,528.1350000000003,4.459841853251255e-13,528.1350000000019,
L,1346,1346,1347,gantry_rope,528.0249999999959,3.789502114160538e-12,528.0250000000092,
L,1347,1347,1348,gantry_rope,534.0533333333282,2.691754696797109e-12,534.0533333333376,
L,1348,1348,1349,gantry_rope,533.9133333333339,4.632992076679276e-13,533.9133333333355,
L,1349,1349,1350,gantry_rope,533.6466666666657,4.3291516275649265e-13,533.6466666666672,
L,1350,1350,1351,gantry_rope,533.3666666666664,3.5442039482015774e-13,533.3666666666677,
L,1351,1351,1352,gantry_rope,533.0916666666664,5.216178094471277e-13,533.0916666666682,
L,1352,1352,1353,gantry_rope,532.8183333333332,3.807227639114153e-13,532.8183333333345,
L,1353,1353,1354,gantry_rope,531.8583333333328,4.4310645682602557e-13,531.8583333333344,
L,1354,1354,1355,gantry_rope,531.558333333334,6.203922134089222e-13,531.5583333333361,
L,1355,1355,1356,gantry_rope,531.2766666666662,4.908414519297841e-13,531.2766666666679,
L,1356,1356,1357,gantry_rope,530.9966666666675,5.775871537687019e-13,530.9966666666695,
L,1357,1357,1358,gantry_rope,530.7083333333326,6.255795379793168e-13,530.7083333333347,
L,1358,1358,1359,gantry_rope,529.8016666666678,6.715962447800424e-13,529.8016666666701,
L,1359,1359,1360,gantry_rope,529.5283333333327,5.170937680673141e-13,529.5283333333346,
L,1360,1360,1361,gantry_rope,529.2699999999985,7.834078790676686e-13,529.2700000000012,
L,1361,1361,1362,gantry_rope,529.0150000000009,6.129261204714982e-13,529.015000000003,
L,1362,1362,1363,gantry_rope,528.7516666666647,5.039896159368048e-13,528.7516666666666,
L,1363,1363,1364,gantry_rope,527.8233333333346,5.561334291614903e-13,527.8233333333366,
L,1364,1364,1365,gantry_rope,527.5766666666674,5.470237149362876e-13,527.5766666666693,
L,1365,1365,1366,gantry_rope,527.345000000001,5.453866766364579e-13,527.345000000003,
L,1366,1366,1367,gantry_rope,527.1149999999982,6.312963426689306e-13,527.1150000000004,
L,1367,1367,1368,gantry_rope,526.8800000000006,5.893096470675945e-13,526.8800000000026,
L,1368,1368,1369,gantry_rope,526.1399999999995,4.497798113767482e-13,526.1400000000011,
L,1369,1369,1370,gantry_rope,525.9183333333333,5.507083888299599e-13,525.9183333333352,
L,1370,1370,1371,gantry_rope,525.7116666666664,4.1381902211726263e-13,525.7116666666678,
L,1371,1371,1372,gantry_rope,525.506666666666,4.379529835801652e-13,525.5066666666675,
L,1372,1372,1373,gantry_rope,525.2966666666666,5.321396683399519e-13,525.2966666666684,
L,1373,1373,1374,gantry_rope,524.6383333333332,4.5418258170688437e-13,524.6383333333348,
L,1374,1374,1375,gantry_rope,524.4433333333332,4.3517702745255827e-13,524.4433333333346,
L,1375,1375,1376,gantry_rope,524.2600000000003,4.0695967442701903e-13,524.2600000000018,
L,1376,1376,1377,gantry_rope,524.0800000000005,5.450663542857026e-13,524.0800000000024,
L,1377,1377,1378,gantry_rope,523.8966666666666,4.1918905380620874e-13,523.8966666666681,
L,1378,1378,1379,gantry_rope,523.248333333333,5.017474593891335e-13,523.2483333333347,
L,1379,1379,1380,gantry_rope,523.0799999999995,5.116471243768583e-13,523.0800000000013,
L,1380,1380,1381,gantry_rope,522.9233333333333,4.789024623159623e-13,522.923333333335,
L,1381,1381,1382,gantry_rope,522.7683333333324,5.469855305103494e-13,522.7683333333343,
L,1382,1382,1383,gantry_rope,522.611666666666,4.570839246411403e-13,522.6116666666676,
L,1383,1383,1384,gantry_rope,522.1216666666664,4.582583482156179e-13,522.121666666668,
L,1384,1384,1385,gantry_rope,521.9799999999996,4.922237810777896e-13,521.9800000000013,
L,1385,1385,1386,gantry_rope,521.8466666666668,4.916377304013446e-13,521.8466666666685,
L,1386,1386,1387,gantry_rope,521.7166666666661,5.17154750999959e-13,521.716666666668,
L,1387,1387,1388,gantry_rope,521.5850000000002,4.539558173216372e-13,521.5850000000017,
L,1388,1388,1389,gantry_rope,521.1833333333328,5.062787322019125e-13,521.1833333333346,
L,1389,1389,1390,gantry_rope,521.0666666666666,4.886737911495625e-13,521.0666666666683,
L,1390,1390,1391,gantry_rope,520.948333333333,4.840142450250355e-13,520.9483333333347,
L,1391,1391,1392,gantry_rope,520.8383333333328,5.022031850340132e-13,520.8383333333345,
L,1392,1392,1393,gantry_rope,520.7816666666656,6.155579714536529e-13,520.7816666666678,
L,1393,1393,1394,gantry_rope,538.8199999999996,8.385705931042943e-13,538.8200000000026,
L,1394,1394,1395,gantry_rope,538.008333333333,5.049963549186635e-13,538.0083333333348,
R,1001,1001,1002,gantry_rope,574.8349999999997,4.565722647366985e-13,574.8350000000013,
R,1002,1002,1003,gantry_rope,576.2566666666669,5.662034371757161e-13,576.2566666666688,
R,1003,1003,1004,gantry_rope,545.298333333333,5.027495903621928e-13,545.2983333333347,
R,1004,1004,1005,gantry_rope,545.471666666667,4.841479982359258e-13,545.4716666666687,
R,1005,1005,1006,gantry_rope,545.8149999999999,5.045668479512085e-13,545.8150000000018,
R,1006,1006,1007,gantry_rope,546.1983333333338,5.013965363366783e-13,546.1983333333355,
R,1007,1007,1008,gantry_rope,546.5833333333334,5.550845454138598e-13,546.5833333333353,
R,1008,1008,1009,gantry_rope,547.971666666667,5.614915152411405e-13,547.971666666669,
R,1009,1009,1010,gantry_rope,548.429999999999,6.899984314649184e-13,548.4300000000014,
R,1010,1010,1011,gantry_rope,548.8716666666671,5.824702888387911e-13,548.8716666666692,
R,1011,1011,1012,gantry_rope,549.3183333333324,5.982095825561567e-13,549.3183333333344,
R,1012,1012,1013,gantry_rope,549.7883333333334,5.142112025469216e-13,549.7883333333352,
R,1013,1013,1014,gantry_rope,551.2899999999994,5.196947776272789e-13,551.2900000000012,
R,1014,1014,1015,gantry_rope,551.7766666666658,6.427567995735324e-13,551.7766666666681,
R,1015,1015,1016,gantry_rope,552.2433333333337,5.915766311669341e-13,552.2433333333357,
R,1016,1016,1017,gantry_rope,552.7149999999995,9.437610201102997e-13,552.7150000000028,
R,1017,1017,1018,gantry_rope,553.209999999999,9.808119381558228e-13,553.2100000000024,
R,1018,1018,1019,gantry_rope,554.9933333333344,5.619463022275445e-13,554.9933333333363,
R,1019,1019,1020,gantry_rope,555.5049999999991,8.045140109907346e-13,555.5050000000019,
R,1020,1020,1021,gantry_rope,555.9999999999995,6.682351809835163e-13,556.0000000000019,
R,1021,1021,1022,gantry_rope,556.4983333333328,7.139718344132961e-13,556.4983333333353,
R,1022,1022,1023,gantry_rope,557.0216666666652,7.985800906125414e-13,557.021666666668,
R,1023,1023,1024,gantry_rope,558.6816666666681,8.248156511320368e-13,558.6816666666709,
R,1024,1024,1025,gantry_rope,559.2216666666673,5.638228468556687e-13,559.2216666666692,
R,1025,1025,1026,gantry_rope,559.7416666666668,7.562711232095663e-13,559.7416666666694,
R,1026,1026,1027,gantry_rope,560.2650000000007,7.801146531632299e-13,560.2650000000034,
R,1027,1027,1028,gantry_rope,560.8166666666671,7.534069358687505e-13,560.8166666666697,
R,1028,1028,1029,gantry_rope,562.5516666666656,8.733046518617082e-13,562.5516666666687,
R,1029,1029,1030,gantry_rope,563.1183333333322,9.356638493282947e-13,563.1183333333355,
R,1030,1030,1031,gantry_rope,563.6633333333332,6.781639138886465e-13,563.6633333333356,
R,1031,1031,1032,gantry_rope,564.2133333333342,1.0988009172711124e-12,564.213333333338,
R,1032,1032,1033,gantry_rope,564.7900000000004,7.211268495679839e-13,564.7900000000029,
R,1033,1033,1034,gantry_rope,566.8299999999989,1.093500849712284e-12,566.8300000000028,
R,1034,1034,1035,gantry_rope,567.4250000000008,9.747163177881517e-13,567.4250000000042,
R,1035,1035,1036,gantry_rope,567.9983333333355,1.3592869078494593e-12,567.9983333333403,
R,1036,1036,1037,gantry_rope,568.5749999999947,2.077581892263501e-12,568.575000000002,
R,1037,1037,1038,gantry_rope,569.1800000000006,7.409373016743521e-13,569.1800000000032,
R,1038,1038,1039,gantry_rope,571.0699999999977,6.698521215087528e-13,571.07,
R,1039,1039,1040,gantry_rope,571.6916666666714,1.695610791005593e-12,571.6916666666773,
R,1040,1040,1041,gantry_rope,572.2899999999945,1.8291779221552993e-12,572.2900000000009,
R,1041,1041,1042,gantry_rope,572.8916666666672,5.985610210578106e-13,572.8916666666693,
R,1042,1042,1043,gantry_rope,573.5250000000007,7.454493643018785e-13,573.5250000000033,
R,1043,1043,1044,gantry_rope,575.4883333333354,1.3049325083963974e-12,575.4883333333399,
R,1044,1044,1045,gantry_rope,576.1366666666656,8.896776345469595e-13,576.1366666666687,
R,1045,1045,1046,gantry_rope,576.7616666666636,1.4926402526470712e-12,576.7616666666688,
R,1046,1046,1047,gantry_rope,577.39,5.555174308525569e-13,577.3900000000019,
R,1047,1047,1048,gantry_rope,578.0500000000036,1.4334981540913575e-12,578.0500000000086,
R,1048,1048,1049,gantry_rope,580.3416666666672,7.778765226762004e-13,580.3416666666699,
R,1049,1049,1050,gantry_rope,581.0183333333351,1.0994105948661146e-12,581.018333333339,
R,1050,1050,1051,gantry_rope,581.6716666666653,1.0013132199025305e-12,581.6716666666688,
R,1051,1051,1052,gantry_rope,582.3266666666669,7.172916363292967e-13,582.3266666666694,
R,1052,1052,1053,gantry_rope,583.0166666666642,8.867619527286332e-13,583.0166666666672,
R,1053,1053,1054,gantry_rope,585.1283333333324,9.720502188133973e-13,585.1283333333358,
R,1054,1054,1055,gantry_rope,585.8333333333323,1.1594446780223823e-12,585.8333333333364,
R,1055,1055,1056,gantry_rope,586.5116666666677,9.019977505293085e-13,586.5116666666709,
R,1056,1056,1057,gantry_rope,587.1933333333336,6.864179492069733e-13,587.193333333336,
R,1057,1057,1058,gantry_rope,587.9100000000002,5.01383336353013e-13,587.9100000000019,
R,1058,1058,1059,gantry_rope,590.0299999999992,9.386856199204396e-13,590.0300000000025,
R,1059,1059,1060,gantry_rope,590.6666666666677,6.476452753276782e-13,590.6666666666699,
R,1060,1060,1061,gantry_rope,591.306666666666,5.902520094493756e-13,591.3066666666681,
R,1061,1061,1062,gantry_rope,591.916666666667,5.331199762415252e-13,591.9166666666688,
R,1062,1062,1063,gantry_rope,592.2499999999997,6.117694294129656e-13,592.2500000000018,
R,1063,1063,1064,gantry_rope,519.1833333333332,4.745919005092661e-13,519.1833333333349,
R,1064,1064,1065,gantry_rope,519.1833333333333,4.859907740608626e-13,519.183333333335,
R,1065,1065,1066,gantry_rope,519.1833333333333,4.773557770167381e-13,519.183333333335,
R,1066,1066,1067,gantry_rope,557.5550947479342,16.445085142924135,615.1128927481686,
R,1067,1067,1068,gantry_rope,557.2782477075737,16.44580145894283,614.8385528138735,
R,1068,1068,1069,gantry_rope,556.7945355008187,16.446883312191176,614.3586270934878,
R,1069,1069,1070,gantry_rope,556.335798828981,16.447745953705528,613.9029096669503,
R,1070,1070,1071,gantry_rope,555.8820295273715,16.448443344977154,613.4515812347915,
R,1071,1071,1072,gantry_rope,555.4299041328873,16.448976372981097,613.0013214383212,
R,1072,1072,1073,gantry_rope,554.9360543304507,16.449379385239144,612.5088821787878,
R,1073,1073,1074,gantry_rope,553.3599724524402,16.369701245492692,610.6539268116646,
R,1074,1074,1075,gantry_rope,552.859477122366,16.369941209220503,610.1542713546378,
R,1075,1075,1076,gantry_rope,552.3840213210074,16.36998149933754,609.6789565686888,
R,1076,1076,1077,gantry_rope,551.9119228300247,16.369837079421977,609.2063526080016,
R,1077,1077,1078,gantry_rope,551.4215053023114,16.369494577155066,608.7147363223542,
R,1078,1078,1079,gantry_rope,549.9098191268642,16.34813427173349,607.1282890779314,
R,1079,1079,1080,gantry_rope,549.4363643549735,16.34738087647248,606.6521974226272,
R,1080,1080,1081,gantry_rope,548.9862797093285,16.346487711811786,606.1989867006698,
R,1081,1081,1082,gantry_rope,548.5395509353388,16.345426741609202,605.748544530971,
R,1082,1082,1083,gantry_rope,548.0761694878107,16.344144016527785,605.2806735456579,
R,1083,1083,1084,gantry_rope,546.4564095184741,16.33884819938713,603.642378216329,
R,1084,1084,1085,gantry_rope,546.0090620839235,16.337135348273097,603.1890358028793,
R,1085,1085,1086,gantry_rope,545.5867583491095,16.335342356718293,602.7604565976235,
R,1086,1086,1087,gantry_rope,545.1661412597155,16.333399067177595,602.333037994837,
R,1087,1087,1088,gantry_rope,544.7305262455278,16.331213057461493,601.889771946643,
R,1088,1088,1089,gantry_rope,543.3758823608714,16.3072372331494,600.4512126768943,
R,1089,1089,1090,gantry_rope,542.9555603359769,16.304788684002002,600.0223207299839,
R,1090,1090,1091,gantry_rope,542.5569571366426,16.302310097121925,599.6150424765693,
R,1091,1091,1092,gantry_rope,542.161722294713,16.299698842444453,599.2106682432685,
R,1092,1092,1093,gantry_rope,541.7531807897711,16.296833211053528,598.7920970284584,
R,1093,1093,1094,gantry_rope,540.4778139746608,16.27223407400453,597.4306332336766,
R,1094,1094,1095,gantry_rope,540.0845405348674,16.269179771203326,597.0266697340791,
R,1095,1095,1096,gantry_rope,539.7112858456078,16.266139442175376,596.6427738932216,
R,1096,1096,1097,gantry_rope,539.3413765902025,16.262983620746596,596.2618192628155,
R,1097,1097,1098,gantry_rope,538.9598109690864,16.259566855472368,595.8682949632397,
R,1098,1098,1099,gantry_rope,537.6085664938333,16.247010904570384,594.4731046598297,
R,1099,1099,1100,gantry_rope,537.2410286742488,16.243438749343504,594.0930642969511,
R,1100,1100,1101,gantry_rope,536.893538567003,16.239919770714224,593.7332577645028,
R,1101,1101,1102,gantry_rope,536.5494002815399,16.236301367662175,593.3764550683575,
R,1102,1102,1103,gantry_rope,536.1935903089282,16.232417835910756,593.0070527346159,
R,1103,1103,1104,gantry_rope,535.079522386987,16.207264639646155,591.8049486257486,
R,1104,1104,1105,gantry_rope,534.7390295350298,16.20333220903059,591.4506922666368,
R,1105,1105,1106,gantry_rope,534.4169398172032,16.199484068498986,591.1151340569497,
R,1106,1106,1107,gantry_rope,534.098230663724,16.19555126681068,590.7826600975615,
R,1107,1107,1108,gantry_rope,533.7678900012424,16.191354395576738,590.437630385761,
R,1108,1108,1109,gantry_rope,532.7352677242847,16.166385368987775,589.3176165157419,
R,1109,1109,1110,gantry_rope,532.4202611468705,16.162199548880594,588.9879595679527,
R,1110,1110,1111,gantry_rope,532.1236247573105,16.158122439108183,588.6770532941891,
R,1111,1111,1112,gantry_rope,531.8303475990555,16.153973368641548,588.3692543893009,
R,1112,1112,1113,gantry_rope,531.5254255828158,16.149563501049368,588.0488978364887,
R,1113,1113,1114,gantry_rope,530.4510734932862,16.133649403481222,586.9188464054705,
R,1114,1114,1115,gantry_rope,530.1635039901041,16.129302818716713,586.6160638556127,
R,1115,1115,1116,gantry_rope,529.890990368208,16.125083276172454,586.3287818348116,
R,1116,1116,1117,gantry_rope,529.621833479625,16.12080257025164,586.0446424755057,
R,1117,1117,1118,gantry_rope,529.3443407529305,16.11626630009274,585.7512728032551,
R,1118,1118,1119,gantry_rope,528.4761843708408,16.092413162835506,584.799630440765,
R,1119,1119,1120,gantry_rope,528.2140110862007,16.087982985334424,584.5219515348712,
R,1120,1120,1121,gantry_rope,527.966907708057,16.083693545451556,584.2598351171374,
R,1121,1121,1122,gantry_rope,527.7231840327173,16.07935268318562,584.000918423867,
R,1122,1122,1123,gantry_rope,527.4728270786595,16.074763823195923,583.7345004598452,
R,1123,1123,1124,gantry_rope,526.686055934399,16.05172288673943,582.867086037987,
R,1124,1124,1125,gantry_rope,526.4493627114283,16.047282565230635,582.6148516897356,
R,1125,1125,1126,gantry_rope,526.2277081721878,16.042993172923953,582.3781842774216,
R,1126,1126,1127,gantry_rope,526.0094150919343,16.03866198494072,582.1447320392268,
R,1127,1127,1128,gantry_rope,525.7844801902337,16.03409362245178,581.903807868815,
R,1128,1128,1129,gantry_rope,525.0155748935332,16.018292150028515,581.079597418633,
R,1129,1129,1130,gantry_rope,524.8331750723322,16.014524033535853,580.8840091897077,
R,1130,1130,1131,gantry_rope,524.6357179315754,16.010342450776378,580.6719165092927,
R,1131,1131,1132,gantry_rope,524.4416236734575,16.006129376409753,580.4630764908916,
R,1132,1132,1133,gantry_rope,524.2676287793207,16.002269505697832,580.2755720492631,
R,1133,1133,1134,gantry_rope,523.6930184781958,15.983408702172403,579.6349489357992,
R,1134,1134,1135,gantry_rope,523.5309751816636,15.979771458794023,579.4601752874427,
R,1135,1135,1136,gantry_rope,523.3556063770462,15.975744205205029,579.2707110952638,
R,1136,1136,1137,gantry_rope,523.1852890689195,15.971696545971074,579.0862269798182,
R,1137,1137,1138,gantry_rope,523.0317085311874,15.967996916119882,578.919697737607,
R,1138,1138,1139,gantry_rope,522.5266473003875,15.950676868917533,578.3540163415988,
R,1139,1139,1140,gantry_rope,522.3916804557243,15.947351259682197,578.207409864612,
R,1140,1140,1141,gantry_rope,522.2484132716918,15.943784066585426,578.0516575047408,
R,1141,1141,1142,gantry_rope,522.1085061485339,15.94020927527203,577.899238611986,
R,1142,1142,1143,gantry_rope,521.9802750246307,15.936857409120346,577.759275956552,
R,1143,1143,1144,gantry_rope,521.4835117586906,15.924059431951777,577.2177197705219,
R,1144,1144,1145,gantry_rope,521.3628646796038,15.920953773186298,577.0862028857558,
R,1145,1145,1146,gantry_rope,521.2338364725085,15.917534254653694,576.9452063637965,
R,1146,1146,1147,gantry_rope,521.1081712981663,15.914118755186635,576.8075869413195,
R,1147,1147,1148,gantry_rope,520.9975964134948,15.911015366061905,576.6861501947114,
R,1148,1148,1149,gantry_rope,520.6341037825151,15.897481331837474,576.2752884439462,
R,1149,1149,1150,gantry_rope,520.5354762279005,15.894725026490226,576.1670138206163,
R,1150,1150,1151,gantry_rope,520.4285307170152,15.891702171808907,576.0494883183463,
R,1151,1151,1152,gantry_rope,520.3266364200339,15.88869617520498,575.9370730332513,
R,1152,1152,1153,gantry_rope,520.2364711451364,15.885976109057191,575.8373875268366,
R,1153,1153,1154,gantry_rope,519.9374599814619,15.87425531251754,575.4973535752732,
R,1154,1154,1155,gantry_rope,519.8509349553856,15.871694301213983,575.4018650096345,
R,1155,1155,1156,gantry_rope,519.7694502754741,15.869160002139242,575.3115102829615,
R,1156,1156,1157,gantry_rope,519.6896653058956,15.866654750386818,575.2229569322494,
R,1157,1157,1158,gantry_rope,519.6149049638542,15.864180979987763,575.1395383938113,
R,1158,1158,1159,gantry_rope,519.3622929863469,15.85600786863678,574.8583205265757,
R,1159,1159,1160,gantry_rope,519.3067858655265,15.854297489730927,574.7968270795848,
R,1160,1160,1161,gantry_rope,519.2479128630471,15.852444001265082,574.7314668674749,
R,1161,1161,1162,gantry_rope,519.1924062901078,15.850630621169266,574.6696134642002,
R,1162,1162,1163,gantry_rope,519.1453121665324,15.849015189306547,574.6168653291054,
R,1163,1163,1164,gantry_rope,519.0032047715462,15.843021415767806,574.4537797267335,
R,1164,1164,1165,gantry_rope,518.9680690762798,15.841869840560642,574.414613518242,
R,1165,1165,1166,gantry_rope,518.9313006879742,15.84064474281224,574.373557287817,
R,1166,1166,1167,gantry_rope,518.8995856483266,15.83946948196867,574.3377288352169,
R,1167,1167,1168,gantry_rope,518.8729178156715,15.838442109853966,574.3074652001603,
R,1168,1168,1169,gantry_rope,518.802029952513,15.835165785348183,574.2251102012316,
R,1169,1169,1170,gantry_rope,518.7889724840279,15.834648731101662,574.2102430428837,
R,1170,1170,1171,gantry_rope,518.7759664067655,15.83414181178571,574.1954627480155,
R,1171,1171,1172,gantry_rope,518.7679889757336,15.833686495086559,574.1858917085366,
R,1172,1172,1173,gantry_rope,518.7616801518761,15.833299888598612,574.1782297619712,
R,1173,1173,1174,gantry_rope,518.761521651403,15.833101421577497,574.1773766269242,
R,1174,1174,1175,gantry_rope,518.7678186863477,15.833357237542625,574.1845690177469,
R,1175,1175,1176,gantry_rope,518.7774404070096,15.833697389459958,574.1953812701195,
R,1176,1176,1177,gantry_rope,518.7904284821602,15.834103352323305,574.2097902152918,
R,1177,1177,1178,gantry_rope,518.8051473588562,15.834526528034052,574.2259902069753,
R,1178,1178,1179,gantry_rope,518.8777286244143,15.83750712805835,574.3090035726185,
R,1179,1179,1180,gantry_rope,518.904405512902,15.838476382919618,574.3390728531207,
R,1180,1180,1181,gantry_rope,518.9377973037521,15.83960481161246,574.3764141443957,
R,1181,1181,1182,gantry_rope,518.9745755188516,15.840803839355429,574.4173889565956,
R,1182,1182,1183,gantry_rope,519.0097195951631,15.841951610135625,574.4565502306378,
R,1183,1183,1184,gantry_rope,519.1534957369076,15.84795541442182,574.621339687384,
R,1184,1184,1185,gantry_rope,519.2005776069346,15.849597194457036,574.6741677875343,
R,1185,1185,1186,gantry_rope,519.252720369584,15.851410534221095,574.7326572393579,
R,1186,1186,1187,gantry_rope,519.3082248417782,15.853286673170714,574.7947281978757,
R,1187,1187,1188,gantry_rope,519.3620453147805,15.855092997566068,574.8548708062617,
R,1188,1188,1189,gantry_rope,519.6059937633704,15.864105863645273,575.1303642861288,
R,1189,1189,1190,gantry_rope,519.6757671015838,15.86666314433252,575.2090881067476,
R,1190,1190,1191,gantry_rope,519.7538702734109,15.869536331696004,575.2972474343469,
R,1191,1191,1192,gantry_rope,519.8353384997929,15.872475993879748,575.389004478372,
R,1192,1192,1193,gantry_rope,519.913522757077,15.875200472949327,575.4767244123996,
R,1193,1193,1194,gantry_rope,520.2007470242298,15.887816233282356,575.8081038407181,
R,1194,1194,1195,gantry_rope,520.2892157124097,15.891064882540904,575.9079428013029,
R,1195,1195,1196,gantry_rope,520.391076653874,15.894690355901112,576.022492899528,
R,1196,1196,1197,gantry_rope,520.4963223517157,15.898373068383147,576.1406280910567,
R,1197,1197,1198,gantry_rope,520.5932538567273,15.901764440956489,576.249429400075,
R,1198,1198,1199,gantry_rope,520.9634582365069,15.917845031009211,576.6759158450391,
R,1199,1199,1200,gantry_rope,521.0857366137386,15.922118806172488,576.8131524353423,
R,1200,1200,1201,gantry_rope,521.2113872076294,15.926439962791973,576.9539270774013,
R,1201,1201,1202,gantry_rope,521.3387356970298,15.930806057701949,577.0965568989867,
R,1202,1202,1203,gantry_rope,521.4711066545206,15.935214503909444,577.2443574182037,
R,1203,1203,1204,gantry_rope,521.9809188270913,15.95244475133869,577.8144754567767,
R,1204,1204,1205,gantry_rope,522.1124778076793,15.957006100127142,577.9619991581243,
R,1205,1205,1206,gantry_rope,522.262377296407,15.962051051984705,578.1295559783534,
R,1206,1206,1207,gantry_rope,522.4139746734238,15.967126805063454,578.2989184911459,
R,1207,1207,1208,gantry_rope,522.5556097513387,15.971761139332466,578.4567737390023,
R,1208,1208,1209,gantry_rope,523.0607296357325,15.992985820479111,579.0361800074094,
R,1209,1209,1210,gantry_rope,523.2143189962236,15.998012260636035,579.2073619084497,
R,1210,1210,1211,gantry_rope,523.3863131990154,16.00355445728093,579.3987537994986,
R,1211,1211,1212,gantry_rope,523.5616923781762,16.00911203070465,579.5935844856425,
R,1212,1212,1213,gantry_rope,523.7237448857288,16.014170575632566,579.7733419004428,
R,1213,1213,1214,gantry_rope,524.3016499016032,16.037476686949567,580.4328183059267,
R,1214,1214,1215,gantry_rope,524.470626413395,16.042687724301356,580.6200334484498,
R,1215,1215,1216,gantry_rope,524.6530103618686,16.048256365476647,580.8219076410369,
R,1216,1216,1217,gantry_rope,524.8387531137377,16.05382303185911,581.0271337252445,
R,1217,1217,1218,gantry_rope,525.0161285091003,16.05902307928252,581.2227092865892,
R,1218,1218,1219,gantry_rope,525.7830267130086,16.08172473836159,582.0690632972742,
R,1219,1219,1220,gantry_rope,526.007957533937,16.088281161151464,582.3169415979671,
R,1220,1220,1221,gantry_rope,526.2262466563453,16.09453491462244,582.5571188575238,
R,1221,1221,1222,gantry_rope,526.4495638554723,16.100764416456922,582.8022393130716,
