mode,frequency_hz,family,span_parity,provisional_label,symmetry_correlation,mass_energy_x_fraction,mass_energy_y_fraction,mass_energy_z_fraction,signal_L,signal_V,signal_T,signal_X,main_span_signal_fraction,half_wave_order,template_mac,sequence_label,half_wave_fingerprint,label
77,0.39026832819172275,EDGE,S,EDGES,0.6548921570228978,0.003852672115601375,0.9770573044039135,0.019090023480485205,4.10764577144491e-16,4.666742959315516e-16,9.63850170425046e-16,9.171835631821675e-17,5.0072657791059817e-14,0,0.0,EDGES16,EDGES16,EDGES16
78,0.3937915710170556,L,A,LA,-0.967171093192628,1.9927258319630143e-12,0.9999999999603952,3.7612010655628585e-11,2.1188015178628888e-08,2.990091644784672e-08,6.1602050741215655e-09,6.324580958316943e-09,0.9999999999999997,8,0.9354534412702712,LA12,LA4,LA12
79,0.3987616180296322,L,S,LS,0.9714152563674815,0.0011242655328814314,0.9698916783197685,0.02898405614735005,0.008118025185533716,2.242398302135428e-12,0.0019743992547262656,4.3814165319076165e-13,1.0,11,0.5955377092989408,LS13,LS6,LS13
80,0.40083783185962674,L,S,LS,0.9681161954837376,0.002309648034466339,0.9423819203097886,0.05530843165574508,0.009860102905858254,6.375174514632306e-12,0.002673193668621778,1.3734105098457289e-12,1.0,11,0.8261787278546538,LS14,LS6,LS14
81,0.4026337645256626,V,S,VS,0.9647159566602996,0.04735723089214793,8.271253970079717e-13,0.952642769107025,7.972962807127249e-11,0.010998397448119184,4.950795153717193e-10,0.0024323526024909916,0.9999999999992145,11,0.9644427864090791,VS6,VS5,VS6
82,0.4027361887597728,T,S,TS,0.9648321431136281,0.043735791552004355,0.09106436518148117,0.8651998432665144,0.0016115299658953468,5.21011441440634e-10,0.010481763886524803,1.1521712806792987e-10,0.9999999999991214,11,0.9607802090102276,TS6,TS5,TS6
83,0.4156692792538183,L,S,LS,0.9792129237346486,1.654430390524197e-12,0.9999999999646488,3.369666891331192e-11,2.0458973123600493e-08,2.798024317452762e-08,6.089520043135561e-09,5.348283686072517e-09,1.0,9,0.9570772685655148,LS15,LS5,LS15
84,0.4175484149783408,L,A,LA,-0.9782058075098269,0.0015600379528737493,0.9731636724904842,0.025276289556642084,0.0066097677844894,2.115823281199042e-12,0.001888282766907121,4.550728382525329e-13,1.0000000000000002,8,0.8748835252757157,LA13,LA4,LA13
85,0.42749052598660825,EDGE,S,EDGES,0.0554481433420192,2.689276870459283e-12,0.999999999971182,2.6128617672815492e-11,3.863339611895312e-16,4.1257232546082616e-16,5.728199686279704e-16,1.0057014712678176e-16,1.3821912107499363e-08,0,0.0,EDGES17,EDGES17,EDGES17
86,0.4334834169387873,EDGE,A,EDGEA,-0.6523543158116026,1.4421690683792972e-12,0.9999999999597303,3.882745309876482e-11,4.114770556122205e-16,2.2578166735018786e-16,8.709812948987893e-17,4.988488661332027e-17,1.353731591061224e-08,0,0.0,EDGEA19,EDGEA19,EDGEA19
87,0.43670844104638107,L,S,LS,0.5822053427290984,0.0012509581718835215,0.9757481287954428,0.023000913032673702,0.007169010507680023,1.9219988517664723e-12,0.0018058694906397455,3.613389019275438e-13,1.0000000000000002,9,0.707428804120781,LS16,LS5,LS16
88,0.4371866043661103,L,A,LA,-0.9056810788262945,0.00015032696002130038,0.9969908031926252,0.0028588698473534613,0.01058106840642917,8.039085581695627e-13,0.000633481873379597,1.5459794805510544e-13,1.0000000000000002,12,0.9199945428845003,LA14,LA6,LA14
89,0.43931996224883946,T,A,TA,-0.9595736319440329,0.04010571414422311,0.03314602987614935,0.9267482559796275,0.001085738557011107,9.130084624604145e-10,0.010916963848093184,1.8978413476082414e-10,0.9999999999999647,12,0.9378767368395335,TA6,TA6,TA6
90,0.4393772978402023,V,A,VA,-0.9593170725462842,0.041571988280910376,3.115328769782437e-12,0.9584280117159744,9.011400365225758e-11,0.01110137010913713,8.977402825722067e-10,0.0023079917907362344,0.9999999999999658,12,0.9381348711414347,VA6,VA6,VA6
91,0.4398465654373091,EDGE,A,EDGEA,-0.7920795937536234,0.002018316264102539,0.9771155318257342,0.020866151910163368,4.458151350025926e-16,8.643471248047935e-16,9.990876695617204e-16,1.777085026374731e-16,5.533019752388457e-14,0,0.0,EDGEA20,EDGEA20,EDGEA20
92,0.44399087803736365,L,A,LA,-0.9649262088407354,1.4578535920915303e-12,0.9999999999647249,3.381719452236522e-11,1.927526618616394e-08,3.183778029143701e-08,7.98418615956604e-09,5.85262305595204e-09,0.9999999999999998,10,0.9110684931447495,LA15,LA5,LA15
93,0.45150610318126283,EDGE,S,EDGES,0.010299250349190289,0.0007989503157837,0.9777859002111505,0.021415149473065765,1.3914409986252953e-16,2.1389069742262708e-16,8.855269074405777e-17,4.99693264623718e-17,1.6871541492264545e-14,0,0.0,EDGES18,EDGES18,EDGES18
94,0.46286533296724214,L,A,LA,-0.9665899283020304,0.0016478383970029728,0.9727214208854388,0.025630740717558217,0.0065470060744950865,1.938268784482542e-12,0.0018896303190857082,3.8117164177444336e-13,1.0,10,0.8031061577107182,LA16,LA5,LA16
95,0.46465679282720707,L,S,LS,0.9587146481842999,2.9125816921346884e-12,0.9999999999768622,2.022526435649085e-11,1.543735715989975e-08,2.0799274493798637e-08,5.196733023997428e-09,3.876231507711767e-09,1.0,11,0.9499550667754482,LS17,LS6,LS17
96,0.46530977496670173,EDGE,A,EDGEA,-0.6915961972774239,6.441861582035875e-12,0.9999999999606051,3.2953053411330466e-11,1.1355220225624953e-15,2.4616716048962623e-16,3.8930762201115847e-16,6.74983490675549e-17,4.181690973617799e-08,0,0.0,EDGEA21,EDGEA21,EDGEA21
97,0.47449010957290355,L,S,LS,0.9577197062193187,0.00019707810002457253,0.9782637013013508,0.02153922059862462,0.0062873795184266775,9.356728292824407e-13,0.0017066658445862076,1.752094811580454e-13,1.0,11,0.36839077845159024,LS18,LS6,LS18
98,0.47620810866849395,EDGE,S,EDGES,0.9135631267800921,4.33047789070585e-14,0.9999999999997856,1.7111609613083785e-13,2.311414957282363e-16,8.203776534590324e-17,2.6626549382373347e-17,1.5394621149018663e-17,2.3305314293255383e-08,0,0.0,EDGES19,EDGES19,EDGES19
99,0.47622695195233183,EDGE,S,EDGES,0.91599889639758,1.1251833030559678e-05,0.9998294543606351,0.00015929380633440175,6.535075415093977e-16,3.805357836252009e-16,3.136238077925816e-16,6.981258270454564e-17,1.0148012710528432e-12,0,0.0,EDGES20,EDGES20,EDGES20
