local_element_index,n1_local,n2_local,section_key,member,source_member_id,length_mm
417,116,156,passage_chord152,主弦杆,M3:MID-M01-01,170.000000000000
418,156,119,passage_chord152,主弦杆,M3:MID-M01-01,100.000000000000
419,96,102,passage_chord152,主弦杆,M3:MID-M01-02,270.000000000000
420,102,105,passage_chord152,主弦杆,M3:MID-M01-02,1125.000000000000
421,105,108,passage_chord152,主弦杆,M3:MID-M01-02,2250.000000000000
422,108,111,passage_chord152,主弦杆,M3:MID-M01-02,2250.000000000000
423,111,114,passage_chord152,主弦杆,M3:MID-M01-02,2250.000000000000
424,114,115,passage_chord152,主弦杆,M3:MID-M01-02,1125.000000000000
425,115,151,passage_chord152,主弦杆,M3:MID-M01-02,170.000000000000
426,151,118,passage_chord152,主弦杆,M3:MID-M01-02,100.000000000000
427,101,104,passage_chord152,主弦杆,M3:MID-M01-03,270.000000000000
428,104,107,passage_chord152,主弦杆,M3:MID-M01-03,2250.000000000000
429,107,110,passage_chord152,主弦杆,M3:MID-M01-03,2250.000000000000
430,110,113,passage_chord152,主弦杆,M3:MID-M01-03,2250.000000000000
431,113,117,passage_chord152,主弦杆,M3:MID-M01-03,2250.000000000000
432,117,152,passage_chord152,主弦杆,M3:MID-M01-03,170.000000000000
433,152,123,passage_chord152,主弦杆,M3:MID-M01-03,100.000000000000
434,103,102,passage_frame102,端部横架,M3:MID-M02-01,1858.090417606205
435,104,102,passage_frame102,端部横架,M3:MID-M02-02,1858.090417606205
436,116,115,passage_frame102,端部横架,M3:MID-M02-03,1858.090417606205
437,117,115,passage_frame102,端部横架,M3:MID-M02-04,1858.090417606205
438,103,303,passage_frame102,端部横架,M3:MID-M03-01,375.000000000000
439,303,304,passage_frame102,端部横架,M3:MID-M03-01,375.000000000000
440,304,305,passage_frame102,端部横架,M3:MID-M03-01,375.000000000000
441,305,104,passage_frame102,端部横架,M3:MID-M03-01,375.000000000000
442,116,306,passage_frame102,端部横架,M3:MID-M03-02,375.000000000000
443,306,307,passage_frame102,端部横架,M3:MID-M03-02,375.000000000000
444,307,308,passage_frame102,端部横架,M3:MID-M03-02,375.000000000000
445,308,117,passage_frame102,端部横架,M3:MID-M03-02,375.000000000000
446,103,105,passage_brace51,侧面腹杆,M3:MID-M04-01,2172.124536024581
447,104,105,passage_brace51,侧面腹杆,M3:MID-M04-02,2172.124536024581
448,105,106,passage_brace51,侧面腹杆,M3:MID-M04-03,2172.124536024581
449,105,107,passage_brace51,侧面腹杆,M3:MID-M04-04,2172.124536024581
450,106,108,passage_brace51,侧面腹杆,M3:MID-M04-05,2172.124536024581
451,107,108,passage_brace51,侧面腹杆,M3:MID-M04-06,2172.124536024581
452,108,109,passage_brace51,侧面腹杆,M3:MID-M04-07,2172.124536024581
453,108,110,passage_brace51,侧面腹杆,M3:MID-M04-08,2172.124536024581
454,109,111,passage_brace51,侧面腹杆,M3:MID-M04-09,2172.124536024581
455,110,111,passage_brace51,侧面腹杆,M3:MID-M04-10,2172.124536024581
456,111,112,passage_brace51,侧面腹杆,M3:MID-M04-11,2172.124536024581
457,111,113,passage_brace51,侧面腹杆,M3:MID-M04-12,2172.124536024581
458,112,114,passage_brace51,侧面腹杆,M3:MID-M04-13,2172.124536024581
459,113,114,passage_brace51,侧面腹杆,M3:MID-M04-14,2172.124536024581
460,114,116,passage_brace51,侧面腹杆,M3:MID-M04-15,2172.124536024581
461,114,117,passage_brace51,侧面腹杆,M3:MID-M04-16,2172.124536024581
462,103,309,passage_brace51,平面斜撑,M3:MID-M05-01,676.040864149498
463,309,310,passage_brace51,平面斜撑,M3:MID-M05-01,676.040864149498
464,310,311,passage_brace51,平面斜撑,M3:MID-M05-01,676.040864149498
465,311,107,passage_brace51,平面斜撑,M3:MID-M05-01,676.040864149498
466,107,314,passage_brace51,平面斜撑,M3:MID-M05-02,676.040864149498
467,314,313,passage_brace51,平面斜撑,M3:MID-M05-02,676.040864149498
468,313,312,passage_brace51,平面斜撑,M3:MID-M05-02,676.040864149498
469,312,109,passage_brace51,平面斜撑,M3:MID-M05-02,676.040864149498
470,109,315,passage_brace51,平面斜撑,M3:MID-M05-03,676.040864149498
471,315,316,passage_brace51,平面斜撑,M3:MID-M05-03,676.040864149498
472,316,317,passage_brace51,平面斜撑,M3:MID-M05-03,676.040864149498
473,317,113,passage_brace51,平面斜撑,M3:MID-M05-03,676.040864149498
474,113,320,passage_brace51,平面斜撑,M3:MID-M05-04,676.040864149498
475,320,319,passage_brace51,平面斜撑,M3:MID-M05-04,676.040864149498
476,319,318,passage_brace51,平面斜撑,M3:MID-M05-04,676.040864149498
477,318,116,passage_brace51,平面斜撑,M3:MID-M05-04,676.040864149498
478,106,321,passage_brace51,内部横梁,M3:MID-M06-01,375.000000000000
479,321,322,passage_brace51,内部横梁,M3:MID-M06-01,375.000000000000
480,322,323,passage_brace51,内部横梁,M3:MID-M06-01,375.000000000000
481,323,107,passage_brace51,内部横梁,M3:MID-M06-01,375.000000000000
482,109,324,passage_brace51,内部横梁,M3:MID-M06-02,375.000000000000
483,324,325,passage_brace51,内部横梁,M3:MID-M06-02,375.000000000000
484,325,326,passage_brace51,内部横梁,M3:MID-M06-02,375.000000000000
485,326,110,passage_brace51,内部横梁,M3:MID-M06-02,375.000000000000
486,112,327,passage_brace51,内部横梁,M3:MID-M06-03,375.000000000000
487,327,328,passage_brace51,内部横梁,M3:MID-M06-03,375.000000000000
488,328,329,passage_brace51,内部横梁,M3:MID-M06-03,375.000000000000
489,329,113,passage_brace51,内部横梁,M3:MID-M06-03,375.000000000000
490,98,303,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,270.000000000000
491,303,309,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,562.500000000000
492,309,321,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,1687.500000000000
493,321,312,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,1687.500000000000
494,312,324,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,562.500000000000
495,324,315,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,562.500000000000
496,315,327,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,1687.500000000000
497,327,318,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,1687.500000000000
498,318,306,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,562.500000000000
499,306,155,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,170.000000000000
500,155,120,passage_rhs50x30,纵向方矩管,M3:MID-M07-01,100.000000000000
501,99,304,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,270.000000000000
502,304,310,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
503,310,322,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
504,322,313,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
505,313,325,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
506,325,316,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
507,316,328,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
508,328,319,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
509,319,307,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,1125.000000000000
510,307,154,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,170.000000000000
511,154,121,passage_rhs50x30,纵向方矩管,M3:MID-M07-02,100.000000000000
512,100,305,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,270.000000000000
513,305,311,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,1687.500000000000
514,311,323,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,562.500000000000
515,323,314,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,562.500000000000
516,314,326,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,1687.500000000000
517,326,317,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,1687.500000000000
518,317,329,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,562.500000000000
519,329,320,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,562.500000000000
520,320,308,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,1687.500000000000
521,308,153,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,170.000000000000
522,153,122,passage_rhs50x30,纵向方矩管,M3:MID-M07-03,100.000000000000
523,125,127,passage_chord152,主弦杆,RT:TAIL-M01-01,150.000000000000
524,127,130,passage_chord152,主弦杆,RT:TAIL-M01-01,450.000000000000
525,130,220,passage_chord152,主弦杆,RT:TAIL-M01-01,140.000000000000
526,220,218,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
527,218,216,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
528,216,133,passage_chord152,主弦杆,RT:TAIL-M01-01,100.000000000000
529,133,214,passage_chord152,主弦杆,RT:TAIL-M01-01,160.000000000000
530,214,212,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
531,212,210,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
532,210,208,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
533,208,135,passage_chord152,主弦杆,RT:TAIL-M01-01,135.000000000000
534,135,206,passage_chord152,主弦杆,RT:TAIL-M01-01,125.000000000000
535,206,138,passage_chord152,主弦杆,RT:TAIL-M01-01,950.000000000000
536,138,204,passage_chord152,主弦杆,RT:TAIL-M01-01,750.000000000000
537,204,202,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
538,202,140,passage_chord152,主弦杆,RT:TAIL-M01-01,65.000000000000
539,140,200,passage_chord152,主弦杆,RT:TAIL-M01-01,195.000000000000
540,200,198,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
541,198,196,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
542,196,194,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
543,194,143,passage_chord152,主弦杆,RT:TAIL-M01-01,100.000000000000
544,143,192,passage_chord152,主弦杆,RT:TAIL-M01-01,160.000000000000
545,192,190,passage_chord152,主弦杆,RT:TAIL-M01-01,260.000000000000
546,190,149,passage_chord152,主弦杆,RT:TAIL-M01-01,350.000000000000
547,149,123,passage_chord152,主弦杆,RT:TAIL-M01-01,170.000000000000
548,124,129,passage_chord152,主弦杆,RT:TAIL-M01-02,600.000000000000
549,129,132,passage_chord152,主弦杆,RT:TAIL-M01-02,760.000000000000
550,132,137,passage_chord152,主弦杆,RT:TAIL-M01-02,2150.000000000000
551,137,142,passage_chord152,主弦杆,RT:TAIL-M01-02,2150.000000000000
552,142,148,passage_chord152,主弦杆,RT:TAIL-M01-02,770.000000000000
553,148,118,passage_chord152,主弦杆,RT:TAIL-M01-02,170.000000000000
554,126,128,passage_chord152,主弦杆,RT:TAIL-M01-03,150.000000000000
555,128,131,passage_chord152,主弦杆,RT:TAIL-M01-03,450.000000000000
556,131,219,passage_chord152,主弦杆,RT:TAIL-M01-03,140.000000000000
557,219,217,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
558,217,215,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
559,215,134,passage_chord152,主弦杆,RT:TAIL-M01-03,100.000000000000
560,134,213,passage_chord152,主弦杆,RT:TAIL-M01-03,160.000000000000
561,213,211,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
562,211,209,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
563,209,207,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
564,207,136,passage_chord152,主弦杆,RT:TAIL-M01-03,135.000000000000
565,136,205,passage_chord152,主弦杆,RT:TAIL-M01-03,125.000000000000
566,205,139,passage_chord152,主弦杆,RT:TAIL-M01-03,950.000000000000
567,139,203,passage_chord152,主弦杆,RT:TAIL-M01-03,750.000000000000
568,203,201,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
569,201,141,passage_chord152,主弦杆,RT:TAIL-M01-03,65.000000000000
570,141,199,passage_chord152,主弦杆,RT:TAIL-M01-03,195.000000000000
571,199,197,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
572,197,195,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
573,195,193,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
574,193,147,passage_chord152,主弦杆,RT:TAIL-M01-03,100.000000000000
575,147,191,passage_chord152,主弦杆,RT:TAIL-M01-03,160.000000000000
576,191,189,passage_chord152,主弦杆,RT:TAIL-M01-03,260.000000000000
577,189,150,passage_chord152,主弦杆,RT:TAIL-M01-03,350.000000000000
578,150,119,passage_chord152,主弦杆,RT:TAIL-M01-03,170.000000000000
579,130,129,passage_frame102,端部横架,RT:TAIL-M02-01,1858.090417606205
580,131,129,passage_frame102,端部横架,RT:TAIL-M02-02,1858.090417606205
581,133,132,passage_frame102,端部横架,RT:TAIL-M02-03,1858.090417606205
582,134,132,passage_frame102,端部横架,RT:TAIL-M02-04,1858.090417606205
583,143,142,passage_frame102,端部横架,RT:TAIL-M02-05,1858.090417606205
584,147,142,passage_frame102,端部横架,RT:TAIL-M02-06,1858.090417606205
585,149,148,passage_frame102,端部横架,RT:TAIL-M02-07,1858.090417606205
586,150,148,passage_frame102,端部横架,RT:TAIL-M02-08,1858.090417606205
587,130,131,passage_frame102,端部横架,RT:TAIL-M03-01,1500.000000000000
588,133,134,passage_frame102,端部横架,RT:TAIL-M03-02,1500.000000000000
589,143,144,passage_frame102,端部横架,RT:TAIL-M03-03,375.000000000000
590,144,145,passage_frame102,端部横架,RT:TAIL-M03-03,375.000000000000
591,145,146,passage_frame102,端部横架,RT:TAIL-M03-03,375.000000000000
592,146,147,passage_frame102,端部横架,RT:TAIL-M03-03,375.000000000000
593,149,330,passage_frame102,端部横架,RT:TAIL-M03-04,375.000000000000
594,330,331,passage_frame102,端部横架,RT:TAIL-M03-04,375.000000000000
595,331,332,passage_frame102,端部横架,RT:TAIL-M03-04,375.000000000000
596,332,150,passage_frame102,端部横架,RT:TAIL-M03-04,375.000000000000
597,127,129,passage_brace51,侧面腹杆,RT:TAIL-M04-01,1911.805429430516
598,128,129,passage_brace51,侧面腹杆,RT:TAIL-M04-02,1911.805429430516
599,130,132,passage_brace51,侧面腹杆,RT:TAIL-M05-01,2007.510896608036
600,131,132,passage_brace51,侧面腹杆,RT:TAIL-M05-02,2007.510896608036
601,132,135,passage_brace51,侧面腹杆,RT:TAIL-M06-01,2146.654373670806
602,132,136,passage_brace51,侧面腹杆,RT:TAIL-M06-02,2146.654373670806
603,135,137,passage_brace51,侧面腹杆,RT:TAIL-M06-03,2146.654373670806
604,136,137,passage_brace51,侧面腹杆,RT:TAIL-M06-04,2146.654373670806
605,137,140,passage_brace51,侧面腹杆,RT:TAIL-M06-05,2146.654373670806
606,137,141,passage_brace51,侧面腹杆,RT:TAIL-M06-06,2146.654373670806
607,140,142,passage_brace51,侧面腹杆,RT:TAIL-M06-07,2146.654373670806
608,141,142,passage_brace51,侧面腹杆,RT:TAIL-M06-08,2146.654373670806
609,142,149,passage_brace51,侧面腹杆,RT:TAIL-M07-01,2011.317975855633
610,142,150,passage_brace51,侧面腹杆,RT:TAIL-M07-02,2011.317975855633
611,127,131,passage_brace51,平面斜撑,RT:TAIL-M08-01,1566.045976336582
612,131,133,passage_brace51,平面斜撑,RT:TAIL-M09-01,1681.546906868791
613,133,136,passage_brace51,平面斜撑,RT:TAIL-M10-01,1845.433553396058
614,140,147,passage_brace51,平面斜撑,RT:TAIL-M10-02,1845.433553396058
615,136,333,passage_brace51,平面斜撑,RT:TAIL-M11-01,1310.772672891833
616,333,140,passage_brace51,平面斜撑,RT:TAIL-M11-01,1310.772672891833
617,147,336,passage_brace51,平面斜撑,RT:TAIL-M12-01,421.522537950226
618,336,335,passage_brace51,平面斜撑,RT:TAIL-M12-01,421.522537950226
619,335,334,passage_brace51,平面斜撑,RT:TAIL-M12-01,421.522537950226
620,334,149,passage_brace51,平面斜撑,RT:TAIL-M12-01,421.522537950226
621,135,136,passage_brace51,内部横梁,RT:TAIL-M13-01,1500.000000000000
622,138,333,passage_brace51,内部横梁,RT:TAIL-M13-02,750.000000000000
623,333,139,passage_brace51,内部横梁,RT:TAIL-M13-02,750.000000000000
624,140,141,passage_brace51,内部横梁,RT:TAIL-M13-03,1500.000000000000
625,144,334,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-01,577.500000000000
626,334,330,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-01,192.500000000000
627,330,122,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-01,170.000000000000
628,145,335,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-02,385.000000000000
629,335,331,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-02,385.000000000000
630,331,121,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-02,170.000000000000
631,146,336,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-03,192.500000000000
632,336,332,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-03,577.500000000000
633,332,120,passage_rhs50x30,纵向方矩管,RT:TAIL-M14-03,170.000000000000
