local_node_index,q_mm,r_mm,z_mm,role
194,44160.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=19300.000:R=1500
195,44420.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=19560.000:R=0
196,44420.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=19560.000:R=1500
197,44680.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=19820.000:R=0
198,44680.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=19820.000:R=1500
199,44940.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=20080.000:R=0
200,44940.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=20080.000:R=1500
201,45200.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=20340.000:R=0
202,45200.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=20340.000:R=1500
203,45460.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=20600.000:R=0
204,45460.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=20600.000:R=1500
205,47160.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=22300.000:R=0
206,47160.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=22300.000:R=1500
207,47420.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=22560.000:R=0
208,47420.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=22560.000:R=1500
209,47680.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=22820.000:R=0
210,47680.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=22820.000:R=1500
211,47940.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23080.000:R=0
212,47940.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23080.000:R=1500
213,48200.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23340.000:R=0
214,48200.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23340.000:R=1500
215,48460.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23600.000:R=0
216,48460.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23600.000:R=1500
217,48720.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23860.000:R=0
218,48720.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=23860.000:R=1500
219,48980.000000000000,0.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=24120.000:R=0
220,48980.000000000000,1500.000000000000,1700.000000000000,DEDICATED_GATE_TOP_CHORD_INTERFACE:CAD_X=24120.000:R=1500
221,6430.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:LT:TAIL-M03-04|LT:TAIL-M14-01
222,6430.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:LT:TAIL-M03-04|LT:TAIL-M14-02
223,6430.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:LT:TAIL-M03-04|LT:TAIL-M14-03
224,3510.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:LT:TAIL-M11-01|LT:TAIL-M13-02
225,6237.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:LT:TAIL-M12-01|LT:TAIL-M14-01
226,6045.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:LT:TAIL-M12-01|LT:TAIL-M14-02
227,5852.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:LT:TAIL-M12-01|LT:TAIL-M14-03
228,6870.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M03-01|M1:MID-M07-01
229,6870.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M03-01|M1:MID-M07-02
230,6870.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M03-01|M1:MID-M07-03
231,15870.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M03-02|M1:MID-M07-01
232,15870.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M03-02|M1:MID-M07-02
233,15870.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M03-02|M1:MID-M07-03
234,7432.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-01|M1:MID-M07-01
235,7995.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-01|M1:MID-M07-02
236,8557.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-01|M1:MID-M07-03
237,10807.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-02|M1:MID-M07-01
238,10245.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-02|M1:MID-M07-02
239,9682.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-02|M1:MID-M07-03
240,11932.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-03|M1:MID-M07-01
241,12495.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-03|M1:MID-M07-02
242,13057.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-03|M1:MID-M07-03
243,15307.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-04|M1:MID-M07-01
244,14745.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-04|M1:MID-M07-02
245,14182.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M05-04|M1:MID-M07-03
246,9120.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-01|M1:MID-M07-01
247,9120.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-01|M1:MID-M07-02
248,9120.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-01|M1:MID-M07-03
249,11370.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-02|M1:MID-M07-01
250,11370.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-02|M1:MID-M07-02
251,11370.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-02|M1:MID-M07-03
252,13620.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-03|M1:MID-M07-01
253,13620.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-03|M1:MID-M07-02
254,13620.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M1:MID-M06-03|M1:MID-M07-03
255,16410.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M03-01|M2:MID-M07-01
256,16410.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M03-01|M2:MID-M07-02
257,16410.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M03-01|M2:MID-M07-03
258,25410.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M03-02|M2:MID-M07-01
259,25410.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M03-02|M2:MID-M07-02
260,25410.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M03-02|M2:MID-M07-03
261,16972.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-01|M2:MID-M07-01
262,17535.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-01|M2:MID-M07-02
263,18097.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-01|M2:MID-M07-03
264,20347.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-02|M2:MID-M07-01
265,19785.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-02|M2:MID-M07-02
266,19222.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-02|M2:MID-M07-03
267,21472.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-03|M2:MID-M07-01
268,22035.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-03|M2:MID-M07-02
269,22597.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-03|M2:MID-M07-03
270,24847.500000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-04|M2:MID-M07-01
271,24285.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-04|M2:MID-M07-02
272,23722.500000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M05-04|M2:MID-M07-03
273,18660.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-01|M2:MID-M07-01
274,18660.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-01|M2:MID-M07-02
275,18660.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-01|M2:MID-M07-03
276,20910.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-02|M2:MID-M07-01
277,20910.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-02|M2:MID-M07-02
278,20910.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-02|M2:MID-M07-03
279,23160.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-03|M2:MID-M07-01
280,23160.000000000000,750.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-03|M2:MID-M07-02
281,23160.000000000000,1125.000000000000,1700.000000000000,AUTO_INTERSECTION:M2:MID-M06-03|M2:MID-M07-03
282,25950.000000000000,375.000000000000,1700.000000000000,AUTO_INTERSECTION:AD:ADJ-M03-01|AD:ADJ-M09-01
