
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set OBS and time  0.1000000E+01

         1  4.556203E-05 -2.127099E-07  2.494320E-03
         2  4.814132E-05 -2.464892E-07  2.615535E-03
         3  4.685167E-05 -2.297337E-07  2.554938E-03
         4  5.115688E-05 -2.741990E-07  2.755383E-03
         5  4.968321E-05 -2.613035E-07  2.686822E-03
         6  5.382966E-05 -2.855612E-07  2.880585E-03
         7  5.252881E-05 -2.811585E-07  2.820123E-03
         8  5.620452E-05 -2.807094E-07  2.986831E-03
         9  5.506607E-05 -2.843800E-07  2.936189E-03
        10  5.817202E-05 -2.618637E-07  3.072732E-03
        11  5.723065E-05 -2.723140E-07  3.032299E-03
        12  5.981816E-05 -2.321278E-07  3.138901E-03
        13  5.903968E-05 -2.477479E-07  3.108173E-03
        14  6.112147E-05 -1.945792E-07  3.187166E-03
        15  6.050395E-05 -2.138440E-07  3.165114E-03
        16  6.218995E-05 -1.519241E-07  3.220005E-03
        17  6.168605E-05 -1.735191E-07  3.205338E-03
        18  6.461935E-05  1.499763E-07  3.219923E-03
        19  6.427320E-05 -9.729612E-10  3.262416E-03
        20  6.441909E-05  1.926209E-07  3.187050E-03
        21  6.454506E-05  1.715665E-07  3.205240E-03
        22  6.393853E-05  2.301688E-07  3.138739E-03
        23  6.421705E-05  2.118862E-07  3.164977E-03
        24  6.316368E-05  2.598655E-07  3.072505E-03
        25  6.359181E-05  2.457705E-07  3.107981E-03
        26  6.199521E-05  2.786924E-07  2.986518E-03
        27  6.262809E-05  2.703083E-07  3.032033E-03
        28  6.051294E-05  2.834544E-07  2.880160E-03
        29  6.129024E-05  2.823204E-07  2.935823E-03
        30  5.871785E-05  2.720372E-07  2.754826E-03
        31  5.964168E-05  2.790267E-07  2.819635E-03
        32  5.691501E-05  2.441658E-07  2.614819E-03
        33  5.780489E-05  2.590624E-07  2.686188E-03
        34  5.545832E-05  2.103199E-07  2.493468E-03
        35  5.618666E-05  2.273766E-07  2.554154E-03
        36  4.716621E-05  4.116417E-05  2.614588E-03
        37  5.544658E-04  1.278308E-05 -1.193760E-05
        38  4.814132E-05 -2.464892E-07  2.615535E-03
        39  0.000000E+00  0.000000E+00  0.000000E+00
        40  0.000000E+00  0.000000E+00  0.000000E+00
        41  4.947887E-05  3.823766E-05  2.757103E-03
        42  5.122687E-04  2.280636E-05 -1.088576E-05
        43  5.115688E-05 -2.741990E-07  2.755383E-03
        44  0.000000E+00  0.000000E+00  0.000000E+00
        45  0.000000E+00  0.000000E+00  0.000000E+00
        46  5.191865E-05  3.302514E-05  2.878713E-03
        47  4.461955E-04  2.504778E-05 -9.792273E-06
        48  5.382966E-05 -2.855612E-07  2.880585E-03
        49  0.000000E+00  0.000000E+00  0.000000E+00
        50  0.000000E+00  0.000000E+00  0.000000E+00
        51  5.374842E-05  2.753775E-05  2.989339E-03
        52  3.696020E-04  3.337928E-05 -8.284563E-06
        53  5.620452E-05 -2.807094E-07  2.986831E-03
        54  0.000000E+00  0.000000E+00  0.000000E+00
        55  0.000000E+00  0.000000E+00  0.000000E+00
        56  5.533610E-05  2.148455E-05  3.069948E-03
        57  2.918690E-04  3.716833E-05 -6.981116E-06
        58  5.817202E-05 -2.618637E-07  3.072732E-03
        59  0.000000E+00  0.000000E+00  0.000000E+00
        60  0.000000E+00  0.000000E+00  0.000000E+00
        61  5.655835E-05  1.631207E-05  3.142225E-03
        62  2.191152E-04  4.430080E-05 -5.609597E-06
        63  5.981816E-05 -2.321278E-07  3.138901E-03
        64  0.000000E+00  0.000000E+00  0.000000E+00
        65  0.000000E+00  0.000000E+00  0.000000E+00
        66  5.738030E-05  1.127895E-05  3.183490E-03
        67  1.548527E-04  4.903164E-05 -4.560251E-06
        68  6.112147E-05 -1.945792E-07  3.187166E-03
        69  0.000000E+00  0.000000E+00  0.000000E+00
        70  0.000000E+00  0.000000E+00  0.000000E+00
        71  5.811200E-05  7.527324E-06  3.224162E-03
        72  1.006626E-04  5.541905E-05 -3.627719E-06
        73  6.218995E-05 -1.519241E-07  3.220005E-03
        74  0.000000E+00  0.000000E+00  0.000000E+00
        75  0.000000E+00  0.000000E+00  0.000000E+00
        76  5.792272E-05 -7.505641E-06  3.213341E-03
        77 -1.007761E-04  8.776340E-05  4.523484E-07
        78  6.461935E-05  1.499763E-07  3.219923E-03
        79  0.000000E+00  0.000000E+00  0.000000E+00
        80  0.000000E+00  0.000000E+00  0.000000E+00
