      1.,  0.2935322434904172E-05,  0.1707798412349021E-05,  0.7164943195413093E-07,  0.1042305977954000E-05,  0.3984090728230322E-06,  0.5133968726106689E-06,  0.1042305977954000E-05,  0.5818094775692928E+00,  0.2440939063529831E-01,  0.3550907953279168E+00,  0.1357292364496369E+00,  0.1749030588618894E+00,  0.3550907953279167E+00
      2.,  0.1284245853459405E-03,  0.1134264511358761E-03,  0.5293432434628834E-05,  0.9628685506194893E-05,  0.8582998150481826E-06,  0.3857418310713177E-05,  0.9628685506194891E-05,  0.8832144626384149E+00,  0.4121821705999504E-01,  0.7497540661905089E-01,  0.6683298316565780E-02,  0.3003644746309558E-01,  0.7497540661905087E-01
      3.,  0.2547513247999852E-04,  0.6743954951916972E-05,  0.3382391022470198E-06,  0.1460864348066822E-04,  0.2338354230101119E-05,  0.6023537506350331E-05,  0.1460864348066823E-04,  0.2647269825667012E+00,  0.1327722642905131E-01,  0.5734472035479310E+00,  0.9178967889321275E-01,  0.2364477402062437E+00,  0.5734472035479313E+00
      4.,  0.3321611662385898E-01,  0.4315571905913076E-02,  0.1205848366024796E-03,  0.1771504168437556E-01,  0.5271019185312128E-03,  0.1133980479656860E-03,  0.1771504168437556E-01,  0.1299240352140750E+00,  0.3630311091690474E-02,  0.5333266945375225E+00,  0.1586886042399664E-01,  0.3413946586526394E-02,  0.5333266945375226E+00
      5.,  0.2775157566913650E-01,  0.2770534753493226E-01,  0.1408681176338750E-04,  0.3197131288469999E-04,  0.1584004773741011E-05,  0.8959742115895772E-05,  0.3197131288469999E-04,  0.9983342158746086E+00,  0.5076040341397242E-03,  0.1152053968606057E-02,  0.5707801216860769E-04,  0.3228552577596599E-03,  0.1152053968606057E-02
      6.,  0.4199551133262256E-01,  0.3125034293955556E-01,  0.5575884141507389E-04,  0.6409677548981754E-02,  0.2646640288227069E-03,  0.1996552542665471E-03,  0.6409677548981753E-02,  0.7441353122727656E+00,  0.1327733361154715E-02,  0.1526276819971150E+00,  0.6302198030795569E-02,  0.4754204626422842E-02,  0.1526276819971150E+00
      7.,  0.2609359061966475E-03,  0.1771169905174941E-03,  0.8253773996943994E-06,  0.6487088085233342E-04,  0.7858814317032701E-05,  0.3597233923373029E-04,  0.6487088085233342E-04,  0.6787758461421347E+00,  0.3163142289326695E-02,  0.2486084870337668E+00,  0.3011779571305956E-01,  0.1378589085651581E+00,  0.2486084870337668E+00
      8.,  0.1744643945261871E-03,  0.3104967442556382E-04,  0.1231143004441044E-06,  0.1404042824616979E-03,  0.1326645996716998E-04,  0.1224926910605198E-03,  0.1404042824616979E-03,  0.1779714107849282E+00,  0.7056700639603852E-03,  0.8047732767652098E+00,  0.7604107418708106E-01,  0.7021071055397129E+00,  0.8047732767652094E+00
      9.,  0.2307854656802657E-03,  0.3221431913802620E-04,  0.2414889239105911E-06,  0.1953286973482902E-03,  0.1853663886237669E-04,  0.1718721486820971E-03,  0.1953286973482902E-03,  0.1395855629082660E+00,  0.1046378389552287E-02,  0.8463648123270555E+00,  0.8031978447055969E-01,  0.7447269184629322E+00,  0.8463648123270555E+00
     10.,  0.4852798446549231E-01,  0.4845638161627597E-01,  0.2582443470298203E-06,  0.7090729679053101E-04,  0.1323261580621805E-05,  0.9713928470664237E-05,  0.7090729679053101E-04,  0.9985245039536464E+00,  0.5321555178403400E-05,  0.1461163029364065E-02,  0.2726801030780006E-04,  0.2001716860417250E-03,  0.1461163029364065E-02
     11.,  0.5734934282221745E-01,  0.5177095281125077E-01,  0.1729640783095954E-04,  0.3358080479976139E-02,  0.1553871460090874E-03,  0.1799077979280742E-03,  0.3358080479976139E-02,  0.9027296611181814E+00,  0.3015973153271918E-03,  0.5855482059116465E-01,  0.2709484335169914E-02,  0.3137050732835545E-02,  0.5855482059116464E-01
     12.,  0.2914730050640587E+00,  0.2913481264200222E+00,  0.1433116719250149E-04,  0.1100841138006953E-03,  0.1443970138812251E-05,  0.1937351832157171E-04,  0.1100841138006952E-03,  0.9995715601724110E+00,  0.4916807712382093E-04,  0.3776820216215271E-03,  0.4954044160950349E-05,  0.6646762473702799E-04,  0.3776820216215269E-03
     13.,  0.2935462564905520E+00,  0.2901633286690242E+00,  0.2010302343437374E-04,  0.2860747826944458E-02,  0.2909813597128125E-03,  0.2011911450065821E-02,  0.2860747826944458E-02,  0.9884756567432610E+00,  0.6848332414356907E-04,  0.9745475418919309E-02,  0.9912623761297325E-03,  0.6853814026174018E-02,  0.9745475418919309E-02
     14.,  0.4064701301214360E-03,  0.2668325541422376E-03,  0.2126849681184850E-04,  0.1176839965280588E-03,  0.4389851316084353E-05,  0.2168307020874458E-04,  0.1176839965280589E-03,  0.6564628846467006E+00,  0.5232487023214814E-01,  0.2895268011277971E+00,  0.1079993581514305E-01,  0.5334480593264405E-01,  0.2895268011277973E+00
     15.,  0.1846283415701352E-03,  0.2061507016783375E-04,  0.1580434631626647E-05,  0.1348556131259653E-03,  0.1486377624740097E-04,  0.7410232079228647E-04,  0.1348556131259654E-03,  0.1116571269205852E+00,  0.8560086811083030E-02,  0.7304166412323938E+00,  0.8050647111377875E-01,  0.4013594021486513E+00,  0.7304166412323945E+00
     16.,  0.8714228305985533E-02,  0.6921182286886119E-03,  0.5096369888439332E-04,  0.4781497965316401E-02,  0.2146426995480445E-03,  0.8695643572832668E-04,  0.4781497965316402E-02,  0.7942392652407528E-01,  0.5848331842463656E-02,  0.5487001025704293E+00,  0.2463129172328582E-01,  0.9978673116539648E-02,  0.5487001025704296E+00
     17.,  0.2340096444762506E+00,  0.2338379221444740E+00,  0.1331709330073613E-05,  0.1696062735227506E-03,  0.6471337754790759E-05,  0.2545224332078900E-04,  0.1696062735227506E-03,  0.9992661741264514E+00,  0.5690830961493840E-05,  0.7247832622555171E-03,  0.2765414976495779E-04,  0.1087657877424455E-03,  0.7247832622555170E-03
     18.,  0.7762016515176534E-03,  0.1874380296503435E-03,  0.2884409583312826E-06,  0.5788002505231519E-03,  0.5555254149972398E-04,  0.5067152328204047E-03,  0.5788002505231518E-03,  0.2414811013141481E+00,  0.3716057003580371E-03,  0.7456828382050770E+00,  0.7156972855070062E-01,  0.6528139070944509E+00,  0.7456828382050769E+00
     19.,  0.2340914059981031E+00,  0.2328899253440646E+00,  0.3827445294309636E-05,  0.1016846087415233E-02,  0.1086128448392322E-03,  0.7173210626987567E-03,  0.1016846087415233E-02,  0.9948674721785891E+00,  0.1635021703590713E-04,  0.4343799308136381E-02,  0.4639762163678589E-03,  0.3064277646760639E-02,  0.4343799308136381E-02
     20.,  0.5250669952732248E-03,  0.2749447345334840E-03,  0.1809547439328356E-05,  0.2387608003363260E-03,  0.2834548077167464E-04,  0.1949784936126136E-03,  0.2387608003363259E-03,  0.5236374348580284E+00,  0.3446317242596321E-02,  0.4547244494239902E+00,  0.5398450298123335E-01,  0.3713402201392495E+00,  0.4547244494239900E+00
     21.,  0.5705291834260309E-01,  0.5673150742834943E-01,  0.1881129982908564E-04,  0.3011917511945806E-03,  0.7671673668571497E-05,  0.4244247232359194E-04,  0.3011917511945806E-03,  0.9943664421805105E+00,  0.3297166976827317E-03,  0.5279164676308449E-02,  0.1344659290258047E-03,  0.7439141336946982E-03,  0.5279164676308448E-02
     22.,  0.5262031918446391E-01,  0.4903619917757809E-01,  0.3044646392118871E-04,  0.2514145372739684E-02,  0.2177114917159717E-03,  0.9844119169076799E-03,  0.2514145372739683E-02,  0.9318871481124724E+00,  0.5786065989918585E-03,  0.4777898370259188E-01,  0.4137403480065754E-02,  0.1870782868984053E-01,  0.4777898370259187E-01
     23.,  0.2599369355622063E+00,  0.2595958994136320E+00,  0.2796465278001768E-06,  0.3392505977571832E-03,  0.1587812576929844E-05,  0.4116698521946740E-04,  0.3392505977571832E-03,  0.9986880042736648E+00,  0.1075824515647772E-05,  0.1305126557037509E-02,  0.6108453088806455E-05,  0.1583729727767588E-03,  0.1305126557037509E-02
     24.,  0.2547033059564955E+00,  0.2508133366715217E+00,  0.6998459945705644E-05,  0.3403927110735798E-02,  0.3230613087591463E-03,  0.2509072734299802E-02,  0.3403927110735797E-02,  0.9847274487845155E+00,  0.2747691051525264E-04,  0.1336428319197869E-01,  0.1268382864313220E-02,  0.9850962573404379E-02,  0.1336428319197868E-01
     25.,  0.5573017764313417E+00,  0.1165883949689258E-01,  0.3342016036827495E-03,  0.5361631536986999E+00,  0.5043884318446484E-01,  0.4454707267111898E+00,  0.5361631536987004E+00,  0.2092015491418216E-01,  0.5996779802547827E-03,  0.9620697015035515E+00,  0.9050544124845220E-01,  0.7993348407459647E+00,  0.9620697015035523E+00
     26.,  0.6558549820778149E-03,  0.5373173870271077E-04,  0.3272128556987857E-05,  0.5705531664018455E-03,  0.5964459222534022E-04,  0.4620258486431036E-03,  0.5705531664018458E-03,  0.8192624920296129E-01,  0.4989103759830294E-02,  0.8699379923809917E+00,  0.9094173842574180E-01,  0.7044634275390559E+00,  0.8699379923809920E+00
     27.,  0.1182554002585854E-02,  0.5599374897647586E-03,  0.4750697797613326E-04,  0.5720693296537757E-03,  0.1407318936399940E-04,  0.7670222773997567E-04,  0.5720693296537758E-03,  0.4734984521132741E+00,  0.4017319959363482E-01,  0.4837574676529355E+00,  0.1190067373940302E-01,  0.6486150110037536E-01,  0.4837574676529356E+00
     28.,  0.5572344888700289E+00,  0.9731431061144352E-02,  0.2619239914186124E-03,  0.5380129987781368E+00,  0.5101056228483448E-01,  0.4463638038803387E+00,  0.5380129987781358E+00,  0.1746379891323299E-01,  0.4700426779931497E-03,  0.9655055627822502E+00,  0.9154236376911039E-01,  0.8010340580057851E+00,  0.9655055627822484E+00
