global_index,width,mct_node,x_m,y_m,z_m
116,L,117,533.909,-21.45,255.347910248324
117,L,118,536.909,-21.45,256.829824196167
118,L,119,539.909,-21.45,258.3148692109
119,L,120,545.909,-21.45,261.29404646219604
120,L,121,551.909,-21.45,264.326433142772
121,L,122,554.909,-21.45,265.84719967906
122,L,123,557.909,-21.45,267.371111628117
123,L,124,563.909,-21.45,270.428067636635
124,L,125,569.909,-21.45,273.497685543949
125,L,126,572.909,-21.45,275.03707774211904
126,L,127,575.909,-21.45,276.579622337275
127,L,128,581.909,-21.45,279.673865408244
128,L,129,587.909,-21.45,282.78079846253
129,L,130,590.909,-21.45,284.33885842704
130,L,131,593.909,-21.45,285.90007785202096
131,L,132,599.909,-21.45,289.031692569251
132,L,133,602.9182999999999,-21.45,290.607337273829
133,L,134,605.909,-21.45,292.176987532352
134,L,135,608.909,-21.45,293.75471325002303
135,L,136,611.909,-21.45,295.335605944517
136,L,137,617.909,-21.45,298.506590538326
137,L,138,623.909,-21.45,301.690323753477
138,L,139,626.909,-21.45,303.286805145977
139,L,140,629.909,-21.45,304.88646075007597
140,L,141,635.909,-21.45,308.094993586673
141,L,142,641.909,-21.45,311.316304143594
142,L,143,644.909,-21.45,312.931584832544
143,L,144,647.909,-21.45,314.55004705306203
144,L,145,653.909,-21.45,317.796215761456
145,L,146,659.909,-21.45,321.055191620762
146,L,147,662.909,-21.45,322.690270760228
147,L,148,665.909,-21.45,324.328539209872
148,L,149,671.909,-21.45,327.614344396072
149,L,150,677.909,-21.45,330.912988014558
150,L,151,683.909,-21.45,334.223753318428
151,L,152,688.909,-21.45,337.025419986681
152,L,153,693.909,-21.45,339.834988463188
153,L,154,695.2679999999999,-21.45,340.6
154,L,155,696.909,-21.45,340.596402534349
155,L,156,709.909,-21.45,340.59632878822697
156,L,157,711.5880000000001,-21.45,340.6
157,L,158,712.909,-21.45,339.857229118039
158,L,159,716.909,-21.45,337.61178216165797
159,L,160,722.209,-21.45,334.645
160,L,161,729.909,-21.45,331.649211634696
161,L,162,738.909,-21.45,328.17152049311403
162,L,163,747.909,-21.45,324.719368890838
163,L,164,756.909,-21.45,321.292734810443
164,L,165,765.909,-21.45,317.891596393349
165,L,166,768.909,-21.45,316.763772632318
166,L,167,774.909,-21.45,314.517762669699
167,L,168,783.909,-21.45,311.17033946523696
168,L,169,792.909,-21.45,307.848344985038
169,L,170,801.909,-21.45,304.551758030068
170,L,171,810.909,-21.45,301.280557563417
171,L,172,819.909,-21.45,298.034722710196
172,L,173,825.909,-21.45,295.88515017530995
173,L,174,828.909,-21.45,294.81516402993395
174,L,175,837.909,-21.45,291.622788073063
175,L,176,846.909,-21.45,288.455713826501
176,L,177,855.909,-21.45,285.313921072831
177,L,178,864.909,-21.45,282.197389752972
178,L,179,873.909,-21.45,279.10609996911
179,L,180,882.909,-21.45,276.040031984883
180,L,181,891.909,-21.45,273.058476807789
181,L,182,900.909,-21.45,270.102059305593
182,L,183,909.909,-21.45,267.170760595437
183,L,184,918.909,-21.45,264.264561956419
184,L,185,927.909,-21.45,261.38344482157197
185,L,186,936.909,-21.45,258.527390785858
186,L,187,939.9182999999999,-21.45,257.578271455322
187,L,188,945.909,-21.45,255.698239967586
188,L,189,954.909,-21.45,252.89504674621702
189,L,190,963.909,-21.45,250.116860373101
190,L,191,972.909,-21.45,247.363663096842
191,L,192,981.909,-21.45,244.635437322384
192,L,193,990.909,-21.45,241.932165618156
193,L,194,996.9182999999999,-21.45,240.141307444786
194,L,195,999.909,-21.45,239.254759083599
195,L,196,1008.909,-21.45,236.60413380559902
196,L,197,1017.909,-21.45,233.978409353393
197,L,198,1026.909,-21.45,231.377568944796
198,L,199,1035.909,-21.45,228.801595957204
199,L,200,1044.909,-21.45,226.25047392254098
200,L,201,1053.909,-21.45,223.724186533411
201,L,202,1062.909,-21.45,221.282032345469
202,L,203,1071.909,-21.45,218.864643039003
203,L,204,1080.909,-21.45,216.472003158228
204,L,205,1089.909,-21.45,214.104097402757
205,L,206,1098.909,-21.45,211.760910632134
206,L,207,1107.909,-21.45,209.44242786322
207,L,208,1110.9182999999998,-21.45,208.67297794171998
208,L,209,1116.909,-21.45,207.150492741023
209,L,210,1125.909,-21.45,204.88416329314398
210,L,211,1134.909,-21.45,202.642492207489
211,L,212,1143.909,-21.45,200.425465148285
212,L,213,1152.909,-21.45,198.233067936031
213,L,214,1161.909,-21.45,196.065286547285
214,L,215,1167.9182999999998,-21.45,194.63178611687698
215,L,216,1170.909,-21.45,193.923035434345
216,L,217,1179.909,-21.45,191.80723454421
217,L,218,1188.909,-21.45,189.71600682630898
218,L,219,1197.909,-21.45,187.649338901957
219,L,220,1206.909,-21.45,185.607217552096
220,L,221,1215.909,-21.45,183.589629713495
221,L,222,1224.909,-21.45,181.596562478559
222,L,223,1233.909,-21.45,179.68732248106298
223,L,224,1242.909,-21.45,177.802547884092
224,L,225,1251.909,-21.45,175.942226628468
225,L,226,1260.909,-21.45,174.10634681385102
226,L,227,1269.909,-21.45,172.29489669181902
227,L,228,1278.909,-21.45,170.507864673509
228,L,229,1281.9182999999998,-21.45,169.91605177373702
229,L,230,1287.909,-21.45,168.747097914345
230,L,231,1296.909,-21.45,167.011658070565
231,L,232,1305.909,-21.45,165.30060123517998
232,L,233,1314.909,-21.45,163.613916458543
233,L,234,1323.909,-21.45,161.95159294918
234,L,235,1332.909,-21.45,160.313620069063
235,L,236,1338.9182999999998,-21.45,159.233726769656
236,L,237,1341.909,-21.45,158.700915532548
237,L,238,1350.909,-21.45,157.114403270935
238,L,239,1359.909,-21.45,155.552209506412
239,L,240,1368.909,-21.45,154.01432424200502
240,L,241,1377.909,-21.45,152.50073763625
241,L,242,1386.909,-21.45,151.011440004474
242,L,243,1395.909,-21.45,149.54642181595798
243,L,244,1404.909,-21.45,148.164998132911
244,L,245,1413.909,-21.45,146.80781340106202
245,L,246,1422.909,-21.45,145.474858935447
246,L,247,1431.909,-21.45,144.166126205508
247,L,248,1440.909,-21.45,142.88160683629798
248,L,249,1446.9182999999998,-21.45,142.037640853869
249,L,250,1449.909,-21.45,141.62222068316
250,L,251,1458.909,-21.45,140.38889442045
251,L,252,1467.909,-21.45,139.179756418625
252,L,253,1476.909,-21.45,137.99479893993998
253,L,254,1485.909,-21.45,136.83401440083298
254,L,255,1494.909,-21.45,135.697395372943
255,L,256,1497.9182999999998,-21.45,135.32299997790201
256,L,257,1503.909,-21.45,134.58679326336798
257,L,258,1512.909,-21.45,133.501274311575
258,L,259,1521.909,-21.45,132.439898717104
259,L,260,1530.909,-21.45,131.402659687235
260,L,261,1539.909,-21.45,130.38955058465402
261,L,262,1546.9182999999998,-21.45,129.61742236002002
262,L,263,1548.909,-21.45,129.413688898777
263,L,264,1557.909,-21.45,128.50814611543498
264,L,265,1566.909,-21.45,127.626699731646
265,L,266,1575.909,-21.45,126.769344105367
266,L,267,1584.909,-21.45,125.936073750371
267,L,268,1593.909,-21.45,125.126883333747
268,L,269,1597.9182999999998,-21.45,124.7744142237
269,L,270,1602.909,-21.45,124.343282187155
270,L,271,1611.909,-21.45,123.58502736701999
271,L,272,1620.909,-21.45,122.850836856638
272,L,273,1629.909,-21.45,122.140705957211
273,L,274,1638.909,-21.45,121.454630123925
274,L,275,1647.909,-21.45,120.792604965932
275,L,276,1648.9182999999998,-21.45,120.71997604922
276,L,277,1656.909,-21.45,120.157104835515
277,L,278,1665.909,-21.45,119.545959531631
278,L,279,1674.909,-21.45,118.958852208116
279,L,280,1683.909,-21.45,118.39577910724901
280,L,281,1692.909,-21.45,117.856736625433
281,L,282,1701.909,-21.45,117.341721313104
282,L,283,1703.9175,-21.45,117.230263832353
283,L,284,1710.909,-21.45,116.896823602893
284,L,285,1719.909,-21.45,116.48918096477999
285,L,286,1728.909,-21.45,116.105549345345
286,L,287,1737.909,-21.45,115.745926289398
287,L,288,1746.909,-21.45,115.41030949555599
288,L,289,1754.9175,-21.45,115.13195690269599
289,L,290,1755.909,-21.45,115.09900433916701
290,L,291,1764.909,-21.45,114.814185372393
291,L,292,1773.909,-21.45,114.553366480535
292,L,293,1782.909,-21.45,114.316545994648
293,L,294,1791.909,-21.45,114.103722399106
294,L,295,1800.909,-21.45,113.914894331858
295,L,296,1805.9175,-21.45,113.820474028094
296,L,297,1809.909,-21.45,113.751291215332
297,L,298,1818.909,-21.45,113.613242357065
298,L,299,1827.909,-21.45,113.499185767424
299,L,300,1836.909,-21.45,113.409120716565
300,L,301,1845.909,-21.45,113.343046628001
301,L,302,1854.909,-21.45,113.3
302,L,303,1863.909,-21.45,113.34220732946
303,L,304,1872.909,-21.45,113.407442108218
304,L,305,1881.909,-21.45,113.496667831894
305,L,306,1890.909,-21.45,113.609885071544
306,L,307,1899.909,-21.45,113.74709455174501
307,L,308,1905.9175,-21.45,113.852301910323
308,L,309,1908.909,-21.45,113.909232733606
309,L,310,1917.909,-21.45,114.097221322337
310,L,311,1926.909,-21.45,114.30920539448901
311,L,312,1935.909,-21.45,114.545186306736
312,L,313,1944.909,-21.45,114.805165569334
313,L,314,1953.909,-21.45,115.089144845852
314,L,315,1956.9175,-21.45,115.18968150040601
315,L,316,1962.909,-21.45,115.398998394956
316,L,317,1971.909,-21.45,115.733775310037
317,L,318,1980.909,-21.45,116.092558409487
318,L,319,1989.909,-21.45,116.475349989314
319,L,320,1998.909,-21.45,116.882152499329
320,L,321,2005.9175,-21.45,117.215765178323
321,L,322,2007.909,-21.45,117.326097910101
322,L,323,2016.909,-21.45,117.840272878298
323,L,324,2025.909,-21.45,118.37847489782399
324,L,325,2034.909,-21.45,118.940707413364
325,L,326,2043.909,-21.45,119.52697402317101
326,L,327,2052.909,-21.45,120.137278479321
327,L,328,2056.9175,-21.45,120.41712920194999
328,L,329,2061.909,-21.45,120.773200924408
329,L,330,2070.909,-21.45,121.43438516571
330,L,331,2079.909,-21.45,122.11961993154401
331,L,332,2088.909,-21.45,122.828909607375
332,L,333,2097.909,-21.45,123.56225873263
333,L,334,2106.909,-21.45,124.319672000723
334,L,335,2107.9175,-21.45,124.40615054395
335,L,336,2115.909,-21.45,125.103633321124
336,L,337,2124.909,-21.45,125.911982085001
337,L,338,2133.909,-21.45,126.744410603605
338,L,339,2142.909,-21.45,127.600924204446
339,L,340,2151.909,-21.45,128.481528369198
340,L,341,2160.909,-21.45,129.38622873286602
341,L,342,2162.9183,-21.45,129.591682718469
342,L,343,2169.909,-21.45,130.36112514048
343,L,344,2178.909,-21.45,131.373391361714
344,L,345,2187.909,-21.45,132.409787281103
345,L,346,2196.909,-21.45,133.470319530577
346,L,347,2205.909,-21.45,134.55499489745202
347,L,348,2213.9183,-21.45,135.540693850972
348,L,349,2214.909,-21.45,135.664127463352
349,L,350,2223.909,-21.45,136.79990222399502
350,L,351,2232.909,-21.45,137.959842239053
351,L,352,2241.909,-21.45,139.14395493147902
352,L,353,2250.909,-21.45,140.35224787944102
353,L,354,2259.909,-21.45,141.584728815834
354,L,355,2264.9183,-21.45,142.281489822688
355,L,356,2268.909,-21.45,142.84264258030902
356,L,357,2277.909,-21.45,144.12631585125598
357,L,358,2286.909,-21.45,145.434202192384
358,L,359,2295.909,-21.45,146.766309974462
359,L,360,2304.909,-21.45,148.122647721386
360,L,361,2313.909,-21.45,149.503224113289
361,L,362,2322.909,-21.45,150.96739469510098
362,L,363,2331.909,-21.45,152.45584439018
363,L,364,2340.909,-21.45,153.968582723821
364,L,365,2349.909,-21.45,155.50561937526598
365,L,366,2358.909,-21.45,157.066964180552
366,L,367,2367.909,-21.45,158.652627131225
367,L,368,2370.9183,-21.45,159.188475651693
368,L,369,2376.909,-21.45,160.264476223878
369,L,370,2385.909,-21.45,161.90159907012102
370,L,371,2394.909,-21.45,163.56307217774298
371,L,372,2403.909,-21.45,165.2489061786
372,L,373,2412.909,-21.45,166.95911185872401
373,L,374,2421.909,-21.45,168.693700161532
374,L,375,2427.9183,-21.45,169.865729749216
375,L,376,2430.909,-21.45,170.45360922528698
376,L,377,2439.909,-21.45,172.23978891310898
377,L,378,2448.909,-21.45,174.050386302758
378,L,379,2457.909,-21.45,175.885412979371
379,L,380,2466.909,-21.45,177.74488068252302
380,L,381,2475.909,-21.45,179.62880130965198
381,L,382,2484.909,-21.45,181.53718691264402
382,L,383,2493.909,-21.45,183.52939932029798
383,L,384,2502.909,-21.45,185.54613188432398
384,L,385,2511.909,-21.45,187.58739750685302
385,L,386,2520.909,-21.45,189.65320924564801
386,L,387,2529.909,-21.45,191.743580314301
387,L,388,2538.909,-21.45,193.858524086025
388,L,389,2541.9183,-21.45,194.571403716927
389,L,390,2547.909,-21.45,195.99991182882798
390,L,391,2556.909,-21.45,198.166835140403
391,L,392,2565.909,-21.45,200.358373790272
392,L,393,2574.909,-21.45,202.574541795445
393,L,394,2583.909,-21.45,204.815353330003
394,L,395,2592.909,-21.45,207.08082272517697
395,L,396,2598.9183,-21.45,208.607475756678
396,L,397,2601.909,-21.45,209.371891519884
397,L,398,2610.909,-21.45,211.68951320921698
398,L,399,2619.909,-21.45,214.031838379628
399,L,400,2628.909,-21.45,216.398882009626
400,L,401,2637.909,-21.45,218.79065923648102
401,L,402,2646.909,-21.45,221.207185352809
402,L,403,2655.909,-21.45,223.648475809119
403,L,404,2664.909,-21.45,226.17389891349802
404,L,405,2673.909,-21.45,228.724156098425
405,L,406,2682.909,-21.45,231.299263667
406,L,407,2691.909,-21.45,233.899238079472
407,L,408,2700.909,-21.45,236.52409595517898
408,L,409,2709.909,-21.45,239.17385407091498
409,L,410,2712.9183,-21.45,240.065633879823
410,L,411,2718.909,-21.45,241.85038706956698
411,L,412,2727.909,-21.45,244.552790416087
412,L,413,2736.909,-21.45,247.280147226369
413,L,414,2745.909,-21.45,250.03247492983
414,L,415,2754.909,-21.45,252.80979111376
415,L,416,2763.909,-21.45,255.612113525303
416,L,417,2769.9183,-21.45,257.497415985753
417,L,418,2772.909,-21.45,258.440387143227
418,L,419,2781.909,-21.45,261.295569108736
419,L,420,2790.909,-21.45,264.175813535483
420,L,421,2799.909,-21.45,267.081138822971
421,L,422,2808.909,-21.45,270.01156353123605
422,L,423,2817.909,-21.45,272.967106378373
423,L,424,2826.909,-21.45,275.947786240305
424,L,425,2835.909,-21.45,279.01297823734
425,L,426,2844.909,-21.45,282.103391351096
426,L,427,2853.909,-21.45,285.219045313671
427,L,428,2862.909,-21.45,288.359960017206
428,L,429,2871.909,-21.45,291.52615551098904
429,L,430,2880.909,-21.45,294.71765201008
430,L,431,2883.9183,-21.45,295.79066487809604
431,L,432,2889.909,-21.45,297.93632763430804
432,L,433,2898.909,-21.45,301.181281599123
433,L,434,2907.909,-21.45,304.451600454786
434,L,435,2916.909,-21.45,307.747305072158
435,L,436,2925.909,-21.45,311.06841648257904
436,L,437,2934.909,-21.45,314.414955877812
437,L,438,2940.9183,-21.45,316.663864598678
438,L,439,2943.909,-21.45,317.787902179205
439,L,440,2952.909,-21.45,321.188155288669
440,L,441,2961.909,-21.45,324.613903304828
441,L,442,2970.909,-21.45,328.065168080663
442,L,443,2979.909,-21.45,331.54197162963504
443,L,444,2987.609,-21.45,334.537
444,L,445,2991.909,-21.45,336.98694935132903
445,L,446,2996.909,-21.45,339.843772103649
446,L,447,2998.23,-21.45,340.6
447,L,448,2998.909,-21.45,340.598391737771
448,L,449,3013.909,-21.45,340.59826312871803
449,L,450,3014.645,-21.45,340.6
450,L,451,3014.909,-21.45,340.485141165298
451,L,452,3020.909,-21.45,337.880319974911
452,L,453,3026.909,-21.45,335.286283293275
453,L,454,3030.409,-21.45,333.80180279624506
454,L,455,3033.409,-21.45,332.532660170694
455,L,456,3039.409,-21.45,330.003247076805
456,L,457,3045.409,-21.45,327.486084230759
457,L,458,3048.409,-21.45,326.231908129102
458,L,459,3051.409,-21.45,324.980775162896
459,L,460,3057.409,-21.45,322.487365465906
460,L,461,3063.409,-21.45,320.006183228697
461,L,462,3066.409,-21.45,318.770940137747
462,L,463,3069.409,-21.45,317.538734225795
463,L,464,3075.409,-21.45,315.083162158288
464,L,465,3081.409,-21.45,312.639793899616
465,L,466,3084.409,-21.45,311.422496446765
466,L,467,3087.409,-21.45,310.208230599258
467,L,468,3093.409,-21.45,307.788523279717
468,L,469,3099.409,-21.45,305.380997642105
469,L,470,3102.409,-21.45,304.181612586312
470,L,471,3105.409,-21.45,302.98525364154
471,L,472,3111.409,-21.45,300.601345008647
472,L,473,3117.409,-21.45,298.22959624970304
473,L,474,3120.409,-21.45,297.04809083223904
474,L,475,3123.409,-21.45,295.869606114635
475,L,476,3129.409,-21.45,293.523334552584
476,L,477,3135.409,-21.45,291.189200244101
477,L,478,3138.409,-21.45,290.02649290457003
478,L,479,3141.409,-21.45,288.866835170552
479,L,480,3147.409,-21.45,286.556229650039
480,L,481,3153.409,-21.45,284.257740235611
481,L,482,3156.409,-21.45,283.112882422148
482,L,483,3159.409,-21.45,281.97103466651504
483,L,484,3165.409,-21.45,279.69603204818
484,L,485,3171.409,-21.45,277.433124706569
485,L,486,3174.409,-21.45,276.306050840727
486,L,487,3177.409,-21.45,275.181981866552
487,L,488,3183.409,-21.45,272.942519985505
488,L,489,3189.409,-21.45,270.755591475051
489,L,490,3192.409,-21.45,269.666492255685
490,L,491,3195.409,-21.45,268.58038713395797
491,L,492,3201.409,-21.45,266.416817731618
492,L,493,3207.409,-21.45,264.265280267045
493,L,494,3210.409,-21.45,263.19386986080497
494,L,495,3213.409,-21.45,262.125448635681
495,L,496,3219.409,-21.45,259.997230952483
496,L,497,3225.409,-21.45,257.881025704268
497,L,498,3228.409,-21.45,256.827274812652
498,L,499,3231.409,-21.45,255.776508265674
499,L,500,3237.409,-21.45,253.683584110309
500,L,501,3243.409,-21.45,251.602653203904
501,L,502,3246.409,-21.45,250.567484940527
502,L,503,3249.409,-21.45,249.535296009142
503,L,504,3255.409,-21.45,247.479510671527
504,L,505,3261.409,-21.45,245.435698707599
505,L,506,3264.409,-21.45,244.418131273167
506,L,507,3267.409,-21.45,243.403538497236
507,L,508,3273.409,-21.45,241.38293015646698
508,L,509,3279.409,-21.45,239.374276658735
509,L,510,3282.409,-21.45,238.374282208397
510,L,511,3285.409,-21.45,237.37725782177
511,L,512,3291.409,-21.45,235.391771204162
512,L,513,3297.409,-21.45,233.418221215992
513,L,514,3300.409,-21.45,232.435772380077
514,L,515,3303.409,-21.45,231.456289092242
515,L,516,3309.409,-21.45,229.50777344855098
516,L,517,3315.409,-21.45,227.571175576738
517,L,518,3318.409,-21.45,226.60719644015
518,L,519,3321.409,-21.45,225.646178176657
519,L,520,3327.409,-21.45,223.73267369459901
520,L,521,3333.409,-21.45,221.831069424391
521,L,522,3336.409,-21.45,220.884581164759
522,L,523,3339.409,-21.45,219.941049424958
523,L,524,3345.409,-21.45,218.062503740652
524,L,525,3351.409,-21.45,216.195841025347
525,L,526,3354.409,-21.45,215.26681772046197
526,L,527,3357.409,-21.45,214.340746662019
527,L,528,3363.409,-21.45,212.497108361869
528,L,529,3369.409,-21.45,210.705796813043
529,L,530,3372.409,-21.45,209.814436845929
530,L,531,3375.409,-21.45,208.926020154864
531,L,532,3381.409,-21.45,207.157661327279
532,L,533,3387.409,-21.45,205.40113303852402
533,L,534,3390.409,-21.45,204.52715918726702
534,L,535,3393.409,-21.45,203.656124587645
535,L,536,3399.409,-21.45,201.92251685197598
536,L,537,3405.409,-21.45,200.200723728263
537,L,538,3408.409,-21.45,199.34411203842402
538,L,539,3411.409,-21.45,198.490435653094
539,L,540,3417.409,-21.45,196.791531542476
540,L,541,3423.409,-21.45,195.10442643440598
541,L,542,3426.409,-21.45,194.266105380243
542,L,543,3429.409,-21.45,193.430715552065
543,L,544,3435.409,-21.45,191.768371366826
544,L,545,3441.409,-21.45,190.117810056558
545,L,546,3444.409,-21.45,189.296803416739
546,L,547,3447.409,-21.45,188.478724217594
547,L,548,3453.409,-21.45,186.85098909215398
548,L,549,3459.409,-21.45,185.235021878455
549,L,550,3462.409,-21.45,184.431307137016
550,L,551,3465.409,-21.45,183.63051612936601
551,L,552,3471.409,-21.45,182.03734548848698
552,L,553,3477.409,-21.45,180.455928110982
553,L,554,3480.409,-21.45,179.669483222328
554,L,555,3483.409,-21.45,178.885958438551
555,L,556,3489.409,-21.45,177.32921234320298
556,L,557,3495.409,-21.45,175.78420439659
557,L,558,3498.409,-21.45,175.01595896754998
558,L,559,3501.409,-21.45,174.25062989979
559,L,560,3507.409,-21.45,172.72835964222102
560,L,561,3513.409,-21.45,171.217813531197
561,L,562,3516.409,-21.45,170.466794121613
562,L,563,3519.409,-21.45,169.718687605655
563,L,564,3525.409,-21.45,168.230851492018
564,L,565,3531.409,-21.45,166.75472583673601
565,L,566,3534.409,-21.45,166.020911835829
566,L,567,3537.409,-21.45,165.290007338713
567,L,568,3543.409,-21.45,163.836628224247
568,L,569,3549.409,-21.45,162.435410318755
569,L,570,3552.409,-21.45,161.739007820678
570,L,571,3555.409,-21.45,161.045507712877
571,L,572,3561.409,-21.45,159.666916150105
572,L,573,3567.409,-21.45,158.299993695491
573,L,574,3570.409,-21.45,157.620734184836
574,L,575,3573.409,-21.45,156.94437392312398
575,L,576,3579.409,-21.45,155.600052680631
576,L,577,3585.409,-21.45,154.267388136568
577,L,578,3588.409,-21.45,153.605252959154
578,L,579,3591.409,-21.45,152.946013967618
579,L,580,3597.409,-21.45,151.63592612611498
580,L,581,3603.409,-21.45,150.337482885063
581,L,582,3606.409,-21.45,149.693405836098
582,L,583,3609.409,-21.45,149.05222182315
583,L,584,3615.409,-21.45,147.778234545841
584,L,585,3621.409,-21.45,146.51587943487502
585,L,586,3624.409,-21.45,145.88888984173602
586,L,587,3627.409,-21.45,145.264790381018
587,L,588,3633.409,-21.45,144.0249635503
588,L,589,3639.409,-21.45,142.796757428114
589,L,590,3642.409,-21.45,142.186838064607
590,L,591,3645.409,-21.45,141.579806008043
591,L,592,3651.409,-21.45,140.374105559958
592,L,593,3657.409,-21.45,139.18001467374
593,L,594,3660.409,-21.45,138.587148780723
594,L,595,3663.409,-21.45,137.997167446922
595,L,596,3669.409,-21.45,136.82746407857297
596,L,597,3675.409,-21.45,135.669358839674
597,L,598,3678.409,-21.45,135.094481517482
598,L,599,3681.409,-21.45,134.522485937218
599,L,600,3687.409,-21.45,133.38684185434602
600,L,601,3693.409,-21.45,132.262785392766
601,L,602,3696.409,-21.45,131.70492855106698
602,L,603,3699.409,-21.45,131.14995086329
603,L,604,3705.409,-21.45,130.048334852692
604,L,605,3711.409,-21.45,128.958296266367
605,L,606,3718.909,-21.45,127.65639511661199
606,L,607,3722.909,-21.45,126.968499573574
607,L,608,3724.185,-21.45,126.75
608,L,609,3724.909,-21.45,126.56639202872401
609,L,610,3729.909,-21.45,125.30243980366099
610,L,611,3734.909,-21.45,124.045576381629
611,L,612,3737.909,-21.45,123.313454395012
612,L,613,3743.909,-21.45,121.857641010479
613,L,614,3749.909,-21.45,120.413525786247
614,L,615,3752.909,-21.45,119.695680712384
615,L,616,3755.909,-21.45,118.98074206291601
616,L,617,3761.909,-21.45,117.559285453573
617,L,618,3767.909,-21.45,116.14951389362601
618,L,619,3770.909,-21.45,115.448835767324
619,L,620,3773.909,-21.45,114.751060826624
620,L,621,3779.909,-21.45,113.365825744106
621,L,622,3785.909,-21.45,111.992262210374
622,L,623,3788.909,-21.45,111.309683068311
623,L,624,3791.909,-21.45,110.630003777782
624,L,625,3797.909,-21.45,109.279046275013
625,L,626,3803.909,-21.45,107.939747850888
626,L,627,3806.909,-21.45,107.274296619597
627,L,628,3809.909,-21.45,106.61174216168901
628,L,629,3815.909,-21.45,105.295025139498
629,L,630,3821.909,-21.45,103.989955037577
630,L,631,3824.909,-21.45,103.341613440581
631,L,632,3827.909,-21.45,102.696165615757
632,L,633,3830.9183,-21.45,102.051656111062
633,L,634,3833.909,-21.45,101.414601938357
634,L,635,3839.909,-21.45,100.145627782911
635,L,636,3842.909,-21.45,99.5153295067947
636,L,637,3845.909,-21.45,98.88792191982961
637,L,638,3851.909,-21.45,97.6414804943052
638,L,639,3857.909,-21.45,96.40666197293129
639,L,640,3860.909,-21.45,95.79343722709399
640,L,641,3863.909,-21.45,95.1831003292546
641,L,642,3869.909,-21.45,93.97079181291589
642,L,643,3875.909,-21.45,92.77009499319409
643,L,644,3878.909,-21.45,92.173926927796
644,L,645,3881.909,-21.45,91.5806439476177
645,L,646,3887.909,-21.45,90.4024350296035
646,L,647,3893.909,-21.45,89.27629232300819
647,L,648,3896.909,-21.45,88.71739259495929
648,L,649,3899.909,-21.45,88.1613721771422
649,L,650,3905.909,-21.45,87.0576711724035
650,L,651,3911.909,-21.45,85.9655482082138
651,L,652,3914.909,-21.45,85.4236545525219
652,L,653,3917.909,-21.45,84.8846376916627
653,L,654,3923.909,-21.45,83.8149363072563
654,L,655,3929.909,-21.45,82.75680305775711
655,L,656,3932.909,-21.45,82.2319005764551
656,L,657,3935.909,-21.45,81.70987245268789
657,L,658,3941.909,-21.45,80.6741412810935
658,L,659,3944.9183,-21.45,80.1592122563677
659,L,660,3947.909,-21.45,79.65091769267029
660,L,661,3950.909,-21.45,79.14394382078379
661,L,662,3953.909,-21.45,78.6398418162253
662,L,663,3959.909,-21.45,77.63995546672331
663,L,664,3965.909,-21.45,76.65161785893069
664,L,665,3968.909,-21.45,76.16160599286471
665,L,666,3971.909,-21.45,75.6744637154886
666,L,667,3977.909,-21.45,74.7084290773426
667,L,668,3983.909,-21.45,73.7539345553844
668,L,669,3986.909,-21.45,73.2808712339503
669,L,670,3989.909,-21.45,72.8106753005121
670,L,671,3995.909,-21.45,71.8785277660531
671,L,672,4001.909,-21.45,70.9579117341668
672,L,673,4004.909,-21.45,70.50273594939209
673,L,674,4007.909,-21.45,70.0504253121508
674,L,675,4013.909,-21.45,69.15404283832241
675,L,676,4019.909,-21.45,68.2691831051975
676,L,677,4022.909,-21.45,67.8309296135824
677,L,678,4025.909,-21.45,67.3955392277675
678,L,679,4031.909,-21.45,66.5329923646539
679,L,680,4037.909,-21.45,65.6819602651137
680,L,681,4040.909,-21.45,65.2606170093081
681,L,682,4043.909,-21.45,64.8421348949434
682,L,683,4049.909,-21.45,64.013400018417
683,L,684,4055.909,-21.45,63.1961722365037
684,L,685,4058.909,-21.45,62.7917276232776
685,L,686,4061.909,-21.45,62.410377017765995
686,L,687,4067.909,-21.45,61.6558963126254
687,L,688,4073.909,-21.45,60.9129069294832
688,L,689,4076.909,-21.45,60.5455740157776
689,L,690,4079.909,-21.45,60.1810964802633
690,L,691,4085.909,-21.45,59.460358419519
691,L,692,4091.909,-21.45,58.751104998686
692,L,693,4094.909,-21.45,58.400636761725295
693,L,694,4097.909,-21.45,58.0530222630793
694,L,695,4103.909,-21.45,57.3660071081254
695,L,696,4109.909,-21.45,56.6904702197948
696,L,697,4112.909,-21.45,56.356857013114
697,L,698,4115.909,-21.45,56.0260959819279
698,L,699,4121.909,-21.45,55.374688979332106
699,L,700,4127.909,-21.45,54.7347538441399
700,L,701,4130.909,-21.45,54.41893817076701
701,L,702,4133.909,-21.45,54.1059731060335
702,L,703,4139.909,-21.45,53.48825132158
703,L,704,4145.909,-21.45,52.8819956639507
704,L,705,4148.909,-21.45,52.5830166380132
705,L,706,4151.909,-21.45,52.2868868167737
706,L,707,4157.909,-21.45,51.702833335242595
707,L,708,4163.909,-21.45,51.130240547780296
708,L,709,4166.909,-21.45,50.848089938069
709,L,710,4169.909,-21.45,50.5687872062572
710,L,711,4172.918299999999,-21.45,50.291512022627906
711,L,712,4175.909,-21.45,50.019377198564
712,L,713,4181.909,-21.45,49.4823355543556
713,L,714,4184.909,-21.45,49.217957407293
714,L,715,4187.909,-21.45,48.95642582011
715,L,716,4193.909,-21.45,48.4415653029811
