mode,frequency_hz,family,span_parity,provisional_label,symmetry_correlation,mass_energy_x_fraction,mass_energy_y_fraction,mass_energy_z_fraction,signal_L,signal_V,signal_T,signal_X,main_span_signal_fraction,half_wave_order,template_mac,sequence_label,half_wave_fingerprint,label
59,0.34578133083842416,EDGE,A,EDGEA,-0.9068778595000471,0.017588701538048725,0.8073025192711536,0.17510877919079773,4.0934851551055175e-15,3.8186024566922173e-16,1.308215211027587e-15,7.518804654078049e-17,2.9078988794671363e-13,0,0.0,EDGEA10,EDGEA10,EDGEA10
60,0.3461515987668287,L,A,LA,-0.991384671481254,0.0013916770088661472,0.9751592072086934,0.0234491157824405,0.006525938493271168,2.4974097957867986e-12,0.0018221084426776888,5.998272843729194e-13,1.0,4,0.8478144145085499,LA8,LA2,LA8
61,0.3465988268242617,L,A,LA,-0.9870349870348628,2.5155390009290267e-12,0.9999999999556611,4.182339311673233e-11,2.2703623618565574e-08,3.2898737684035e-08,6.004453774998497e-09,7.337247065873505e-09,0.9999999999999916,6,0.9674430396426688,LA9,LA3,LA9
62,0.3472043732307652,EDGE,S,EDGES,0.7310070323671672,0.09065224833141283,4.730977909104722e-12,0.9093477516638561,2.0128847206185597e-15,5.511287037464547e-16,9.911316105581087e-16,1.1052304110441104e-16,6.1118474876713605e-06,0,0.0,EDGES15,EDGES15,EDGES15
63,0.34751881917534116,EDGE,S,EDGES,0.5867893995130286,0.06641115781337369,0.2680094770135035,0.6655793651731229,7.653612258861052e-16,2.363768365418981e-16,4.270381495712203e-16,4.56382004789482e-17,3.469667278265017e-14,0,0.0,EDGES16,EDGES16,EDGES16
64,0.3486682474679417,EDGE,A,EDGEA,-0.35869119067377453,1.21131073739618e-11,0.9999999998768379,1.1104912278943083e-10,3.754470788712044e-16,1.0659325907349067e-16,1.8584577768381423e-16,2.3233601190675172e-17,7.570660022082809e-09,0,0.0,EDGEA11,EDGEA11,EDGEA11
65,0.35057139533655785,EDGE,A,EDGEA,-0.15528647590764386,0.005063562163056613,0.9201985020360289,0.07473793580091452,9.287766966051768e-16,3.385220515258665e-16,4.901800997042573e-16,6.712673032903917e-17,1.1259962112171392e-13,0,0.0,EDGEA12,EDGEA12,EDGEA12
66,0.35968291227289045,L,S,LS,0.9880947326566673,0.0015382197789819618,0.9742417735994016,0.024220006621616455,0.0064958193891034,2.352599106611442e-12,0.0018422794406766005,5.29785718956667e-13,1.0,5,0.8751657106490315,LS11,LS3,LS11
67,0.3646777362315774,L,A,LA,-0.9727365634812695,3.387218571795892e-05,0.9991201227505286,0.0008460050637533413,0.01116169438578081,6.163003984231564e-13,0.0003363233986174485,1.3466899161444233e-13,1.0000000000000002,10,0.9829479876248886,LA10,LA5,LA10
68,0.36684268023323474,T,A,TA,-0.9721431454210088,0.04918054475139993,0.031321429092967534,0.9194980261556326,0.0014829703623998635,6.573505742392622e-10,0.01096721313928918,1.4983592569820515e-10,0.9999999999999997,10,0.977629198455758,TA5,TA5,TA5
69,0.3669280862880753,V,A,VA,-0.9720963772176375,0.05104373502902726,4.618892249326213e-13,0.9489562649705109,8.728694768659251e-11,0.011141104813846598,6.470432055068053e-10,0.002539491192850894,0.9999999999999997,10,0.9774836521036635,VA5,VA5,VA5
70,0.3670626226719295,EDGE,A,EDGEA,-0.9019123353883447,9.27340993428252e-12,0.9999999999443936,4.6332992988122706e-11,1.026133290736632e-15,1.6952574516960702e-15,2.914760890283859e-15,3.8669336464491627e-16,3.385444195630814e-08,0,0.0,EDGEA13,EDGEA13,EDGEA13
71,0.3692776469020165,EDGE,A,EDGEA,-0.6851254765896918,0.022089626639620073,0.8649048415708438,0.11300553178953622,2.5852307967504617e-15,1.7944587032911094e-15,1.1971194500689126e-15,4.091901126885392e-16,1.80350251845357e-13,0,0.0,EDGEA14,EDGEA14,EDGEA14
72,0.37101980588107425,EDGE,A,EDGEA,-0.5816612970394381,0.0021463964729682866,0.9771223866051819,0.020731216921849833,1.1986900207024743e-15,6.005735243315133e-16,6.135521028698191e-16,1.3643257776050838e-16,1.4615211597117433e-13,0,0.0,EDGEA15,EDGEA15,EDGEA15
73,0.37134912976018336,EDGE,A,EDGEA,-0.9503171220649547,0.1623927315847968,1.6092420205322758e-12,0.8376072684135939,1.2451004746727534e-15,7.815938749924774e-16,5.233216987417233e-16,1.7829767629652853e-16,5.740455900769437e-14,0,0.0,EDGEA16,EDGEA16,EDGEA16
74,0.3717690964908011,L,S,LS,0.9825851268935242,2.559425499495115e-12,0.9999999999554975,4.1943172704901865e-11,2.1805192165487445e-08,3.190327111804571e-08,7.471277694110306e-09,6.52220547682638e-09,0.9999999999996508,7,0.9495347422286327,LS12,LS4,LS12
75,0.3718699924838596,EDGE,A,EDGEA,-0.9282317639065536,0.1364138361656074,0.15842883512527078,0.7051573287091218,1.5012922070229768e-15,8.107220772594402e-16,4.869462794771538e-16,1.8300672507409893e-16,6.125708168558789e-06,0,0.0,EDGEA17,EDGEA17,EDGEA17
76,0.3760774593645846,L,A,LA,-0.986385907915333,0.0016599141032512504,0.9728353037559159,0.02550478214083289,0.006575699187330818,2.4420005829729514e-12,0.0018969090943623309,5.318726358015415e-13,1.0,6,0.898599927107205,LA11,LA3,LA11
77,0.3902683281917235,EDGE,S,EDGES,0.9697389602725717,0.0038526721156011026,0.9770573044039139,0.019090023480484965,5.28460933934594e-16,6.837037607237548e-17,1.1391935478549817e-16,1.456106546758297e-17,6.441997429477101e-14,0,0.0,EDGES17,EDGES17,EDGES17
78,0.3937915710170557,L,A,LA,-0.9671711109234846,1.992725832315496e-12,0.9999999999603952,3.7612010650591915e-11,2.1188015090810878e-08,2.9900916431395234e-08,6.160204954603579e-09,6.32458094604584e-09,0.9999999999999997,8,0.9354534491840757,LA12,LA4,LA12
79,0.3987616180296337,L,S,LS,0.9714152563674724,0.0011242655328811042,0.9698916783197781,0.02898405614734086,0.008118025185533657,2.2428281449904583e-12,0.0019743992547259755,4.3823082495398754e-13,0.9999999999999998,11,0.5955377092989143,LS13,LS6,LS13
80,0.4008378318596273,L,S,LS,0.9681161954837407,0.0023096480344662576,0.9423819203097907,0.055308431655743104,0.009860102905858332,6.3763268500641525e-12,0.002673193668621731,1.373655285579853e-12,1.0,11,0.8261787278546571,LS14,LS6,LS14
