passage_index,passage_id,span,gate_index,catwalk,subsystem,mct_node,component_id,component_name,authority_category,authority,quantity_at_station_per_catwalk,unit_weight_kn,weight_kn_per_catwalk_station,mass_tonne_per_catwalk_station,original_distribution_node_count,original_weight_kn_per_node,original_mass_tonne_per_node,original_ansys_nodes,original_mass21_elements,relocation_note
5,H05,main_span,17,1,bottom,201,pws_roller,PWS滚筒组,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.21,1.21,0.12339384050581277,16,0.075625,0.007712115031613298,201;929;1657;2385;3113;3841;4569;5297;6025;6753;7481;8209;8937;9665;10393;11121,500185;500878;501571;502264;502957;503650;504343;505036;505729;506422;507115;507808;508501;509194;509887;510580,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,1,bottom,201,large_crossbeam,大横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.32,1.32,0.1346114623699776,16,0.0825,0.0084132163981236,201;929;1657;2385;3113;3841;4569;5297;6025;6753;7481;8209;8937;9665;10393;11121,500185;500878;501571;502264;502957;503650;504343;505036;505729;506422;507115;507808;508501;509194;509887;510580,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,1,gate,1098,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,11746;12141;12536;12931;13326;13721,511104;511175;511246;511317;511388;511459,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,1,gate,1098,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,11746;12141;12536;12931;13326;13721,511104;511175;511246;511317;511388;511459,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,2,bottom,201,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,14219;14947;15675;16403;17131;17859;18587;19315;20043;20771;21499;22227;22955;23683;24411;25139,511699;512392;513085;513778;514471;515164;515857;516550;517243;517936;518629;519322;520015;520708;521401;522094,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,2,bottom,201,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,14219;14947;15675;16403;17131;17859;18587;19315;20043;20771;21499;22227;22955;23683;24411;25139,511699;512392;513085;513778;514471;515164;515857;516550;517243;517936;518629;519322;520015;520708;521401;522094,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,2,bottom,201,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,14219;14947;15675;16403;17131;17859;18587;19315;20043;20771;21499;22227;22955;23683;24411;25139,511699;512392;513085;513778;514471;515164;515857;516550;517243;517936;518629;519322;520015;520708;521401;522094,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,2,bottom,201,pws_roller,PWS滚筒组,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.21,1.21,0.12339384050581277,16,0.075625,0.007712115031613298,14219;14947;15675;16403;17131;17859;18587;19315;20043;20771;21499;22227;22955;23683;24411;25139,511699;512392;513085;513778;514471;515164;515857;516550;517243;517936;518629;519322;520015;520708;521401;522094,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,2,bottom,201,large_crossbeam,大横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.32,1.32,0.1346114623699776,16,0.0825,0.0084132163981236,14219;14947;15675;16403;17131;17859;18587;19315;20043;20771;21499;22227;22955;23683;24411;25139,511699;512392;513085;513778;514471;515164;515857;516550;517243;517936;518629;519322;520015;520708;521401;522094,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,2,gate,1098,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,25764;26159;26554;26949;27344;27739,522618;522689;522760;522831;522902;522973,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
5,H05,main_span,17,2,gate,1098,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,25764;26159;26554;26949;27344;27739,522618;522689;522760;522831;522902;522973,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,1,bottom,222,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,222;950;1678;2406;3134;3862;4590;5318;6046;6774;7502;8230;8958;9686;10414;11142,500206;500899;501592;502285;502978;503671;504364;505057;505750;506443;507136;507829;508522;509215;509908;510601,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,1,bottom,222,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,222;950;1678;2406;3134;3862;4590;5318;6046;6774;7502;8230;8958;9686;10414;11142,500206;500899;501592;502285;502978;503671;504364;505057;505750;506443;507136;507829;508522;509215;509908;510601,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,1,bottom,222,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,222;950;1678;2406;3134;3862;4590;5318;6046;6774;7502;8230;8958;9686;10414;11142,500206;500899;501592;502285;502978;503671;504364;505057;505750;506443;507136;507829;508522;509215;509908;510601,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,1,bottom,222,pws_roller,PWS滚筒组,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.21,1.21,0.12339384050581277,16,0.075625,0.007712115031613298,222;950;1678;2406;3134;3862;4590;5318;6046;6774;7502;8230;8958;9686;10414;11142,500206;500899;501592;502285;502978;503671;504364;505057;505750;506443;507136;507829;508522;509215;509908;510601,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,1,bottom,222,large_crossbeam,大横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.32,1.32,0.1346114623699776,16,0.0825,0.0084132163981236,222;950;1678;2406;3134;3862;4590;5318;6046;6774;7502;8230;8958;9686;10414;11142,500206;500899;501592;502285;502978;503671;504364;505057;505750;506443;507136;507829;508522;509215;509908;510601,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,1,gate,1113,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,11761;12156;12551;12946;13341;13736,511107;511178;511249;511320;511391;511462,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,1,gate,1113,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,11761;12156;12551;12946;13341;13736,511107;511178;511249;511320;511391;511462,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,2,bottom,222,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,14240;14968;15696;16424;17152;17880;18608;19336;20064;20792;21520;22248;22976;23704;24432;25160,511720;512413;513106;513799;514492;515185;515878;516571;517264;517957;518650;519343;520036;520729;521422;522115,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,2,bottom,222,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,14240;14968;15696;16424;17152;17880;18608;19336;20064;20792;21520;22248;22976;23704;24432;25160,511720;512413;513106;513799;514492;515185;515878;516571;517264;517957;518650;519343;520036;520729;521422;522115,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,2,bottom,222,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,14240;14968;15696;16424;17152;17880;18608;19336;20064;20792;21520;22248;22976;23704;24432;25160,511720;512413;513106;513799;514492;515185;515878;516571;517264;517957;518650;519343;520036;520729;521422;522115,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,2,bottom,222,pws_roller,PWS滚筒组,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.21,1.21,0.12339384050581277,16,0.075625,0.007712115031613298,14240;14968;15696;16424;17152;17880;18608;19336;20064;20792;21520;22248;22976;23704;24432;25160,511720;512413;513106;513799;514492;515185;515878;516571;517264;517957;518650;519343;520036;520729;521422;522115,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,2,bottom,222,large_crossbeam,大横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.32,1.32,0.1346114623699776,16,0.0825,0.0084132163981236,14240;14968;15696;16424;17152;17880;18608;19336;20064;20792;21520;22248;22976;23704;24432;25160,511720;512413;513106;513799;514492;515185;515878;516571;517264;517957;518650;519343;520036;520729;521422;522115,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,2,gate,1113,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,25779;26174;26569;26964;27359;27754,522621;522692;522763;522834;522905;522976,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
6,H06,main_span,20,2,gate,1113,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,25779;26174;26569;26964;27359;27754,522621;522692;522763;522834;522905;522976,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,1,bottom,243,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,243;971;1699;2427;3155;3883;4611;5339;6067;6795;7523;8251;8979;9707;10435;11163,500227;500920;501613;502306;502999;503692;504385;505078;505771;506464;507157;507850;508543;509236;509929;510622,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,1,bottom,243,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,243;971;1699;2427;3155;3883;4611;5339;6067;6795;7523;8251;8979;9707;10435;11163,500227;500920;501613;502306;502999;503692;504385;505078;505771;506464;507157;507850;508543;509236;509929;510622,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,1,bottom,243,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,243;971;1699;2427;3155;3883;4611;5339;6067;6795;7523;8251;8979;9707;10435;11163,500227;500920;501613;502306;502999;503692;504385;505078;505771;506464;507157;507850;508543;509236;509929;510622,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,1,bottom,243,pws_roller,PWS滚筒组,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.21,1.21,0.12339384050581277,16,0.075625,0.007712115031613298,243;971;1699;2427;3155;3883;4611;5339;6067;6795;7523;8251;8979;9707;10435;11163,500227;500920;501613;502306;502999;503692;504385;505078;505771;506464;507157;507850;508543;509236;509929;510622,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,1,bottom,243,large_crossbeam,大横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.32,1.32,0.1346114623699776,16,0.0825,0.0084132163981236,243;971;1699;2427;3155;3883;4611;5339;6067;6795;7523;8251;8979;9707;10435;11163,500227;500920;501613;502306;502999;503692;504385;505078;505771;506464;507157;507850;508543;509236;509929;510622,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,1,gate,1128,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,11776;12171;12566;12961;13356;13751,511110;511181;511252;511323;511394;511465,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,1,gate,1128,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,11776;12171;12566;12961;13356;13751,511110;511181;511252;511323;511394;511465,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,2,bottom,243,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,14261;14989;15717;16445;17173;17901;18629;19357;20085;20813;21541;22269;22997;23725;24453;25181,511741;512434;513127;513820;514513;515206;515899;516592;517285;517978;518671;519364;520057;520750;521443;522136,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,2,bottom,243,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,14261;14989;15717;16445;17173;17901;18629;19357;20085;20813;21541;22269;22997;23725;24453;25181,511741;512434;513127;513820;514513;515206;515899;516592;517285;517978;518671;519364;520057;520750;521443;522136,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,2,bottom,243,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,14261;14989;15717;16445;17173;17901;18629;19357;20085;20813;21541;22269;22997;23725;24453;25181,511741;512434;513127;513820;514513;515206;515899;516592;517285;517978;518671;519364;520057;520750;521443;522136,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,2,bottom,243,pws_roller,PWS滚筒组,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.21,1.21,0.12339384050581277,16,0.075625,0.007712115031613298,14261;14989;15717;16445;17173;17901;18629;19357;20085;20813;21541;22269;22997;23725;24453;25181,511741;512434;513127;513820;514513;515206;515899;516592;517285;517978;518671;519364;520057;520750;521443;522136,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,2,bottom,243,large_crossbeam,大横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,1.32,1.32,0.1346114623699776,16,0.0825,0.0084132163981236,14261;14989;15717;16445;17173;17901;18629;19357;20085;20813;21541;22269;22997;23725;24453;25181,511741;512434;513127;513820;514513;515206;515899;516592;517285;517978;518671;519364;520057;520750;521443;522136,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,2,gate,1128,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,25794;26189;26584;26979;27374;27769,522624;522695;522766;522837;522908;522979,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
7,H07,main_span,23,2,gate,1128,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,25794;26189;26584;26979;27374;27769,522624;522695;522766;522837;522908;522979,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,1,bottom,262,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,262;990;1718;2446;3174;3902;4630;5358;6086;6814;7542;8270;8998;9726;10454;11182,500246;500939;501632;502325;503018;503711;504404;505097;505790;506483;507176;507869;508562;509255;509948;510641,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,1,bottom,262,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,262;990;1718;2446;3174;3902;4630;5358;6086;6814;7542;8270;8998;9726;10454;11182,500246;500939;501632;502325;503018;503711;504404;505097;505790;506483;507176;507869;508562;509255;509948;510641,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,1,bottom,262,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,262;990;1718;2446;3174;3902;4630;5358;6086;6814;7542;8270;8998;9726;10454;11182,500246;500939;501632;502325;503018;503711;504404;505097;505790;506483;507176;507869;508562;509255;509948;510641,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,1,gate,1143,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,11791;12186;12581;12976;13371;13766,511113;511184;511255;511326;511397;511468,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,1,gate,1143,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,11791;12186;12581;12976;13371;13766,511113;511184;511255;511326;511397;511468,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,2,bottom,262,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,14280;15008;15736;16464;17192;17920;18648;19376;20104;20832;21560;22288;23016;23744;24472;25200,511760;512453;513146;513839;514532;515225;515918;516611;517304;517997;518690;519383;520076;520769;521462;522155,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,2,bottom,262,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,14280;15008;15736;16464;17192;17920;18648;19376;20104;20832;21560;22288;23016;23744;24472;25200,511760;512453;513146;513839;514532;515225;515918;516611;517304;517997;518690;519383;520076;520769;521462;522155,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,2,bottom,262,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,14280;15008;15736;16464;17192;17920;18648;19376;20104;20832;21560;22288;23016;23744;24472;25200,511760;512453;513146;513839;514532;515225;515918;516611;517304;517997;518690;519383;520076;520769;521462;522155,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,2,gate,1143,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,25809;26204;26599;26994;27389;27784,522627;522698;522769;522840;522911;522982,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
8,H08,main_span,26,2,gate,1143,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,25809;26204;26599;26994;27389;27784,522627;522698;522769;522840;522911;522982,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,1,bottom,283,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,283;1011;1739;2467;3195;3923;4651;5379;6107;6835;7563;8291;9019;9747;10475;11203,500267;500960;501653;502346;503039;503732;504425;505118;505811;506504;507197;507890;508583;509276;509969;510662,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,1,bottom,283,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,283;1011;1739;2467;3195;3923;4651;5379;6107;6835;7563;8291;9019;9747;10475;11203,500267;500960;501653;502346;503039;503732;504425;505118;505811;506504;507197;507890;508583;509276;509969;510662,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,1,bottom,283,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,283;1011;1739;2467;3195;3923;4651;5379;6107;6835;7563;8291;9019;9747;10475;11203,500267;500960;501653;502346;503039;503732;504425;505118;505811;506504;507197;507890;508583;509276;509969;510662,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,1,gate,1158,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,11806;12201;12596;12991;13386;13781,511116;511187;511258;511329;511400;511471,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,1,gate,1158,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,11806;12201;12596;12991;13386;13781,511116;511187;511258;511329;511400;511471,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,2,bottom,283,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,14301;15029;15757;16485;17213;17941;18669;19397;20125;20853;21581;22309;23037;23765;24493;25221,511781;512474;513167;513860;514553;515246;515939;516632;517325;518018;518711;519404;520097;520790;521483;522176,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,2,bottom,283,main_cable_restrainer,主缆抑位器,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,14.72,14.72,1.5011217621864166,16,0.92,0.09382011013665104,14301;15029;15757;16485;17213;17941;18669;19397;20125;20853;21581;22309;23037;23765;24493;25221,511781;512474;513167;513860;514553;515246;515939;516632;517325;518018;518711;519404;520097;520790;521483;522176,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,2,bottom,283,gate_bottom_beam,猫道门架下横梁,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,3.18,3.18,0.324291250254946,16,0.19875,0.020268203140934124,14301;15029;15757;16485;17213;17941;18669;19397;20125;20853;21581;22309;23037;23765;24493;25221,511781;512474;513167;513860;514553;515246;515939;516632;517325;518018;518711;519404;520097;520790;521483;522176,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,2,gate,1158,cross_passage_tri_gate,横通道三角门架,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,12.36,12.36,1.2604527840097899,6,2.06,0.21007546400163166,25824;26219;26614;27009;27404;27799,522630;522701;522772;522843;522914;522985,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
9,H09,main_span,29,2,gate,1158,guide_roller,门架导轮组,table_1_3_conload,复核报告表1-3 + 原MCT二期CONLOAD,1,9.196,9.196,0.9377931878441771,6,1.5326666666666666,0.15629886464069617,25824;26219;26614;27009;27404;27799,522630;522701;522772;522843;522914;522985,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
10,H10,main_span,32,1,bottom,302,cross_passage_half,横向通道（每幅计1/2）,table_1_2_conload,复核报告表1-2 + 原MCT二期CONLOAD,1,49.69,49.69,5.067305731184989,16,3.105625,0.3167066081990618,302;1030;1758;2486;3214;3942;4670;5398;6126;6854;7582;8310;9038;9766;10494;11222,500286;500979;501672;502365;503058;503751;504444;505137;505830;506523;507216;507909;508602;509295;509988;510681,迁移到精细杆系时只移除此组件份额；同一原MASS21还含本组合其他组件，不能整单元删除后遗漏。
