passage_index,passage_id,span,gate_index,catwalk,gate_name,centerline_node_id,role,x_mm,y_mm,z_mm
17,H17,south_side,55,2,CW2_GATE_55,878,left_post_top,18540.0,3183413.65,281702.671990902
17,H17,south_side,55,2,CW2_GATE_55,879,right_post_bottom,24360.0,3183413.65,273142.519985505
17,H17,south_side,55,2,CW2_GATE_55,880,right_post_top,24360.0,3183413.65,281702.671990902
18,H18,south_side,58,1,CW1_GATE_58,913,bottom_beam_left,-24525.0,3363413.6500000004,212609.608361869
18,H18,south_side,58,1,CW1_GATE_58,914,bottom_beam_right,-18375.0,3363413.6500000004,212609.608361869
18,H18,south_side,58,1,CW1_GATE_58,915,top_beam_left,-25140.0,3363413.6500000004,221710.525991369
18,H18,south_side,58,1,CW1_GATE_58,916,top_beam_right,-17760.0,3363413.6500000004,221710.525991369
18,H18,south_side,58,1,CW1_GATE_58,917,left_post_bottom,-24360.0,3363413.6500000004,212697.108361869
18,H18,south_side,58,1,CW1_GATE_58,918,left_post_top,-24360.0,3363413.6500000004,221630.525991369
18,H18,south_side,58,1,CW1_GATE_58,919,right_post_bottom,-18540.0,3363413.6500000004,212697.108361869
18,H18,south_side,58,1,CW1_GATE_58,920,right_post_top,-18540.0,3363413.6500000004,221630.525991369
18,H18,south_side,58,2,CW2_GATE_58,921,bottom_beam_left,18375.0,3363413.6500000004,212609.608361869
18,H18,south_side,58,2,CW2_GATE_58,922,bottom_beam_right,24525.0,3363413.6500000004,212609.608361869
18,H18,south_side,58,2,CW2_GATE_58,923,top_beam_left,17760.0,3363413.6500000004,221710.525991369
18,H18,south_side,58,2,CW2_GATE_58,924,top_beam_right,25140.0,3363413.6500000004,221710.525991369
18,H18,south_side,58,2,CW2_GATE_58,925,left_post_bottom,18540.0,3363413.6500000004,212697.108361869
18,H18,south_side,58,2,CW2_GATE_58,926,left_post_top,18540.0,3363413.6500000004,221630.525991369
18,H18,south_side,58,2,CW2_GATE_58,927,right_post_bottom,24360.0,3363413.6500000004,212697.108361869
18,H18,south_side,58,2,CW2_GATE_58,928,right_post_top,24360.0,3363413.6500000004,221630.525991369
19,H19,south_side,61,1,CW1_GATE_61,961,bottom_beam_left,-24525.0,3543413.6500000004,163949.128224247
19,H19,south_side,61,1,CW1_GATE_61,962,bottom_beam_right,-18375.0,3543413.6500000004,163949.128224247
19,H19,south_side,61,1,CW1_GATE_61,963,top_beam_left,-25140.0,3543413.6500000004,172656.260273798
19,H19,south_side,61,1,CW1_GATE_61,964,top_beam_right,-17760.0,3543413.6500000004,172656.260273798
19,H19,south_side,61,1,CW1_GATE_61,965,left_post_bottom,-24360.0,3543413.6500000004,164036.628224247
19,H19,south_side,61,1,CW1_GATE_61,966,left_post_top,-24360.0,3543413.6500000004,172576.260273798
19,H19,south_side,61,1,CW1_GATE_61,967,right_post_bottom,-18540.0,3543413.6500000004,164036.628224247
19,H19,south_side,61,1,CW1_GATE_61,968,right_post_top,-18540.0,3543413.6500000004,172576.260273798
19,H19,south_side,61,2,CW2_GATE_61,969,bottom_beam_left,18375.0,3543413.6500000004,163949.128224247
19,H19,south_side,61,2,CW2_GATE_61,970,bottom_beam_right,24525.0,3543413.6500000004,163949.128224247
19,H19,south_side,61,2,CW2_GATE_61,971,top_beam_left,17760.0,3543413.6500000004,172656.260273798
19,H19,south_side,61,2,CW2_GATE_61,972,top_beam_right,25140.0,3543413.6500000004,172656.260273798
19,H19,south_side,61,2,CW2_GATE_61,973,left_post_bottom,18540.0,3543413.6500000004,164036.628224247
19,H19,south_side,61,2,CW2_GATE_61,974,left_post_top,18540.0,3543413.6500000004,172576.260273798
19,H19,south_side,61,2,CW2_GATE_61,975,right_post_bottom,24360.0,3543413.6500000004,164036.628224247
19,H19,south_side,61,2,CW2_GATE_61,976,right_post_top,24360.0,3543413.6500000004,172576.260273798
20,H20,south_aux,66,1,CW1_GATE_66,1041,bottom_beam_left,-24525.0,3887913.6500000004,90514.9350296035
20,H20,south_aux,66,1,CW1_GATE_66,1042,bottom_beam_right,-18375.0,3887913.6500000004,90514.9350296035
20,H20,south_aux,66,1,CW1_GATE_66,1043,top_beam_left,-25140.0,3887913.6500000004,98981.2549728832
20,H20,south_aux,66,1,CW1_GATE_66,1044,top_beam_right,-17760.0,3887913.6500000004,98981.2549728832
20,H20,south_aux,66,1,CW1_GATE_66,1045,left_post_bottom,-24360.0,3887913.6500000004,90602.4350296035
20,H20,south_aux,66,1,CW1_GATE_66,1046,left_post_top,-24360.0,3887913.6500000004,98901.2549728832
20,H20,south_aux,66,1,CW1_GATE_66,1047,right_post_bottom,-18540.0,3887913.6500000004,90602.4350296035
20,H20,south_aux,66,1,CW1_GATE_66,1048,right_post_top,-18540.0,3887913.6500000004,98901.2549728832
20,H20,south_aux,66,2,CW2_GATE_66,1049,bottom_beam_left,18375.0,3887913.6500000004,90514.9350296035
20,H20,south_aux,66,2,CW2_GATE_66,1050,bottom_beam_right,24525.0,3887913.6500000004,90514.9350296035
20,H20,south_aux,66,2,CW2_GATE_66,1051,top_beam_left,17760.0,3887913.6500000004,98981.2549728832
20,H20,south_aux,66,2,CW2_GATE_66,1052,top_beam_right,25140.0,3887913.6500000004,98981.2549728832
20,H20,south_aux,66,2,CW2_GATE_66,1053,left_post_bottom,18540.0,3887913.6500000004,90602.4350296035
20,H20,south_aux,66,2,CW2_GATE_66,1054,left_post_top,18540.0,3887913.6500000004,98901.2549728832
20,H20,south_aux,66,2,CW2_GATE_66,1055,right_post_bottom,24360.0,3887913.6500000004,90602.4350296035
20,H20,south_aux,66,2,CW2_GATE_66,1056,right_post_top,24360.0,3887913.6500000004,98901.2549728832
21,H21,south_aux,69,1,CW1_GATE_69,1089,bottom_beam_left,-24525.0,4058913.6500000004,62904.2276232776
21,H21,south_aux,69,1,CW1_GATE_69,1090,bottom_beam_right,-18375.0,4058913.6500000004,62904.2276232776
21,H21,south_aux,69,1,CW1_GATE_69,1091,top_beam_left,-25140.0,4058913.6500000004,71778.8794209623
21,H21,south_aux,69,1,CW1_GATE_69,1092,top_beam_right,-17760.0,4058913.6500000004,71778.8794209623
21,H21,south_aux,69,1,CW1_GATE_69,1093,left_post_bottom,-24360.0,4058913.6500000004,62991.7276232776
21,H21,south_aux,69,1,CW1_GATE_69,1094,left_post_top,-24360.0,4058913.6500000004,71698.8794209623
21,H21,south_aux,69,1,CW1_GATE_69,1095,right_post_bottom,-18540.0,4058913.6500000004,62991.7276232776
21,H21,south_aux,69,1,CW1_GATE_69,1096,right_post_top,-18540.0,4058913.6500000004,71698.8794209623
21,H21,south_aux,69,2,CW2_GATE_69,1097,bottom_beam_left,18375.0,4058913.6500000004,62904.2276232776
21,H21,south_aux,69,2,CW2_GATE_69,1098,bottom_beam_right,24525.0,4058913.6500000004,62904.2276232776
21,H21,south_aux,69,2,CW2_GATE_69,1099,top_beam_left,17760.0,4058913.6500000004,71778.8794209623
21,H21,south_aux,69,2,CW2_GATE_69,1100,top_beam_right,25140.0,4058913.6500000004,71778.8794209623
21,H21,south_aux,69,2,CW2_GATE_69,1101,left_post_bottom,18540.0,4058913.6500000004,62991.7276232776
21,H21,south_aux,69,2,CW2_GATE_69,1102,left_post_top,18540.0,4058913.6500000004,71698.8794209623
21,H21,south_aux,69,2,CW2_GATE_69,1103,right_post_bottom,24360.0,4058913.6500000004,62991.7276232776
21,H21,south_aux,69,2,CW2_GATE_69,1104,right_post_top,24360.0,4058913.6500000004,71698.8794209623
