          1.,  0.9853363125000000E+06
          2.,  0.9877296250000000E+06
          3.,  0.7667101250000000E+06
          4.,  0.7668608750000000E+06
          5.,  0.7670430000000000E+06
          6.,  0.7671913125000000E+06
          7.,  0.6571349375000000E+06
          8.,  0.6571648125000000E+06
          9.,  0.6572426875000000E+06
         10.,  0.6573700625000000E+06
         11.,  0.6574553750000000E+06
         12.,  0.6587132500000000E+06
         13.,  0.6588511875000000E+06
         14.,  0.6589792500000000E+06
         15.,  0.6590737500000000E+06
         16.,  0.6592258125000000E+06
         17.,  0.6593314375000000E+06
         18.,  0.6594150625000000E+06
         19.,  0.6595188750000000E+06
         20.,  0.6596026250000000E+06
         21.,  0.6597088125000000E+06
         22.,  0.6597920625000000E+06
         23.,  0.6599541250000000E+06
         24.,  0.6600397500000000E+06
         25.,  0.6601700625000000E+06
         26.,  0.6603288125000000E+06
         27.,  0.6604215000000000E+06
         28.,  0.6605289375000000E+06
         29.,  0.6606141250000000E+06
         30.,  0.6607196875000000E+06
         31.,  0.6608057500000000E+06
         32.,  0.6609776875000000E+06
         33.,  0.6611251875000000E+06
         34.,  0.6612325625000000E+06
         35.,  0.6613650625000000E+06
         36.,  0.6615065625000000E+06
         37.,  0.6616214375000000E+06
         38.,  0.6617306875000000E+06
         39.,  0.6618175000000000E+06
         40.,  0.6619248750000000E+06
         41.,  0.6620126250000000E+06
         42.,  0.6621224375000000E+06
         43.,  0.6622513750000000E+06
         44.,  0.6623820000000000E+06
         45.,  0.6625165625000000E+06
         46.,  0.6626389375000000E+06
         47.,  0.6627777500000000E+06
         48.,  0.6628886875000000E+06
         49.,  0.6629770625000000E+06
         50.,  0.6630860625000000E+06
         51.,  0.6631758750000000E+06
         52.,  0.6632873750000000E+06
         53.,  0.6633961250000000E+06
         54.,  0.6635516250000000E+06
         55.,  0.6636883125000000E+06
         56.,  0.6637899375000000E+06
         57.,  0.6639538125000000E+06
         58.,  0.6640664375000000E+06
         59.,  0.6641561875000000E+06
         60.,  0.6642668750000000E+06
         61.,  0.6643568750000000E+06
         62.,  0.6644700625000000E+06
         63.,  0.6645564375000000E+06
         64.,  0.6646397500000000E+06
         65.,  0.6648441875000000E+06
         66.,  0.6649343750000000E+06
         67.,  0.6650733750000000E+06
         68.,  0.6652404375000000E+06
         69.,  0.6653434375000000E+06
         70.,  0.6654579375000000E+06
         71.,  0.6655523750000000E+06
         72.,  0.6656648750000000E+06
         73.,  0.6657568750000000E+06
         74.,  0.6658720000000000E+06
         75.,  0.6660266250000000E+06
         76.,  0.6661476875000000E+06
         77.,  0.6662886875000000E+06
         78.,  0.6664348750000000E+06
         79.,  0.6665650625000000E+06
         80.,  0.6666812500000000E+06
         81.,  0.6667750000000000E+06
         82.,  0.6668891875000000E+06
         83.,  0.6669821250000000E+06
         84.,  0.6670988750000000E+06
         85.,  0.6672220625000000E+06
         86.,  0.6673703125000000E+06
         87.,  0.6675133125000000E+06
         88.,  0.6676197500000000E+06
         89.,  0.6677766875000000E+06
         90.,  0.6678945000000000E+06
         91.,  0.6679630000000000E+06
         92.,  0.6680788125000000E+06
         93.,  0.6681695625000000E+06
         94.,  0.6682880000000000E+06
         95.,  0.6683445625000000E+06
         96.,  0.6685225000000000E+06
         97.,  0.6682468125000000E+06
         98.,  0.6683427500000000E+06
         99.,  0.6685251250000000E+06
        100.,  0.6685815000000000E+06
        101.,  0.6687030000000000E+06
        102.,  0.6687968125000000E+06
        103.,  0.6689161875000000E+06
        104.,  0.6689880625000000E+06
        105.,  0.6691101875000000E+06
        106.,  0.6692745625000000E+06
        107.,  0.6693855000000000E+06
        108.,  0.6695350000000000E+06
        109.,  0.6696906875000000E+06
        110.,  0.6698212500000000E+06
        111.,  0.6699443750000000E+06
        112.,  0.6700433750000000E+06
        113.,  0.6701643750000000E+06
        114.,  0.6702643125000000E+06
        115.,  0.6703880000000000E+06
        116.,  0.6705242500000000E+06
        117.,  0.6706846250000000E+06
        118.,  0.6708361250000000E+06
        119.,  0.6709618750000000E+06
        120.,  0.6711346875000000E+06
        121.,  0.6712594375000000E+06
        122.,  0.6713604375000000E+06
        123.,  0.6714830000000000E+06
        124.,  0.6715858125000000E+06
        125.,  0.6717111875000000E+06
        126.,  0.6718148125000000E+06
        127.,  0.6720045625000000E+06
        128.,  0.6721028750000000E+06
        129.,  0.6722565000000000E+06
        130.,  0.6723441875000000E+06
        131.,  0.6725882500000000E+06
        132.,  0.6726891875000000E+06
        133.,  0.6728158125000000E+06
        134.,  0.6729153125000000E+06
        135.,  0.6730396875000000E+06
        136.,  0.6731422500000000E+06
        137.,  0.6732693750000000E+06
        138.,  0.6734355000000000E+06
        139.,  0.6735726875000000E+06
        140.,  0.6737284375000000E+06
        141.,  0.6738838125000000E+06
        142.,  0.6740341250000000E+06
        143.,  0.6741623750000000E+06
        144.,  0.6742676875000000E+06
        145.,  0.6743936250000000E+06
        146.,  0.6744980000000000E+06
        147.,  0.6746268125000000E+06
        148.,  0.6747584375000000E+06
        149.,  0.6749356875000000E+06
        150.,  0.6750933750000000E+06
        151.,  0.6752125000000000E+06
        152.,  0.6754035625000000E+06
        153.,  0.6755333750000000E+06
        154.,  0.6756395000000000E+06
        155.,  0.6757388125000000E+06
        156.,  0.6758664375000000E+06
        157.,  0.6759723125000000E+06
        158.,  0.6761028750000000E+06
        159.,  0.6762945625000000E+06
        160.,  0.6764120625000000E+06
        161.,  0.6765718125000000E+06
        162.,  0.6767499375000000E+06
        163.,  0.6768703750000000E+06
        164.,  0.6771544375000000E+06
        165.,  0.6772596250000000E+06
        166.,  0.6773888750000000E+06
        167.,  0.6774920000000000E+06
        168.,  0.6776241875000000E+06
        169.,  0.6777767500000000E+06
        170.,  0.6779411250000000E+06
        171.,  0.6781029375000000E+06
        172.,  0.6782422500000000E+06
        173.,  0.6784232500000000E+06
        174.,  0.6785565000000000E+06
        175.,  0.6786654375000000E+06
        176.,  0.6787962500000000E+06
        177.,  0.6789075625000000E+06
        178.,  0.6790413125000000E+06
        179.,  0.6791525625000000E+06
        180.,  0.6793573750000000E+06
        181.,  0.6794649375000000E+06
        182.,  0.6796288125000000E+06
        183.,  0.6798251250000000E+06
        184.,  0.6799475000000000E+06
        185.,  0.6800824375000000E+06
        186.,  0.6801826875000000E+06
        187.,  0.6803151875000000E+06
        188.,  0.6804239375000000E+06
        189.,  0.6805593750000000E+06
        190.,  0.6807069375000000E+06
        191.,  0.6808581875000000E+06
        192.,  0.6810240000000000E+06
        193.,  0.6811364375000000E+06
        194.,  0.6813020625000000E+06
        195.,  0.6814385625000000E+06
        196.,  0.6814914375000000E+06
        197.,  0.6815151250000000E+06
        198.,  0.6816317500000000E+06
        199.,  0.6817705625000000E+06
        200.,  0.6818385625000000E+06
        201.,  0.6820415000000000E+06
        202.,  0.6822113750000000E+06
        203.,  0.6822840625000000E+06
        204.,  0.6824933750000000E+06
        205.,  0.6825945625000000E+06
        206.,  0.6827345000000000E+06
        207.,  0.6828481875000000E+06
        208.,  0.6829856250000000E+06
        209.,  0.6830932500000000E+06
        210.,  0.6832337500000000E+06
        211.,  0.6834159375000000E+06
        212.,  0.6835703125000000E+06
        213.,  0.6837421875000000E+06
        214.,  0.6839079375000000E+06
        215.,  0.6840838750000000E+06
        216.,  0.6842253750000000E+06
        217.,  0.6843423125000000E+06
        218.,  0.6844812500000000E+06
        219.,  0.6846009375000000E+06
        220.,  0.6847429375000000E+06
        221.,  0.6848739375000000E+06
        222.,  0.6850886250000000E+06
        223.,  0.6852624375000000E+06
        224.,  0.6853753750000000E+06
        225.,  0.6855934375000000E+06
        226.,  0.6857163125000000E+06
        227.,  0.6858595000000000E+06
        228.,  0.6859728750000000E+06
        229.,  0.6861133750000000E+06
        230.,  0.6862295000000000E+06
        231.,  0.6865100625000000E+06
        232.,  0.6866866250000000E+06
        233.,  0.6868483125000000E+06
        234.,  0.6870241875000000E+06
        235.,  0.6871901250000000E+06
        236.,  0.6873723750000000E+06
        237.,  0.6875171250000000E+06
        238.,  0.6876381250000000E+06
        239.,  0.6877801875000000E+06
        240.,  0.6879006250000000E+06
        241.,  0.6880458750000000E+06
        242.,  0.6881763750000000E+06
        243.,  0.6883980625000000E+06
        244.,  0.6885126250000000E+06
        245.,  0.6886905000000000E+06
        246.,  0.6889112500000000E+06
        247.,  0.6890466250000000E+06
        248.,  0.6891930000000000E+06
        249.,  0.6893148750000000E+06
        250.,  0.6894586250000000E+06
        251.,  0.6895827500000000E+06
        252.,  0.6897296250000000E+06
        253.,  0.6899109375000000E+06
        254.,  0.6900884375000000E+06
        255.,  0.6902681250000000E+06
        256.,  0.6904292500000000E+06
        257.,  0.6906275000000000E+06
        258.,  0.6907754375000000E+06
        259.,  0.6908985625000000E+06
        260.,  0.6910437500000000E+06
        261.,  0.6911655000000000E+06
        262.,  0.6913138750000000E+06
        263.,  0.6914323125000000E+06
        264.,  0.6915330625000000E+06
        265.,  0.6918143750000000E+06
        266.,  0.6919368750000000E+06
        267.,  0.6921186250000000E+06
        268.,  0.6923304375000000E+06
        269.,  0.6924811875000000E+06
        270.,  0.6926308125000000E+06
        271.,  0.6927601875000000E+06
        272.,  0.6929070000000000E+06
        273.,  0.6930327500000000E+06
        274.,  0.6931828125000000E+06
        275.,  0.6933584375000000E+06
        276.,  0.6935553125000000E+06
        277.,  0.6937388750000000E+06
        278.,  0.6938929375000000E+06
        279.,  0.6941130625000000E+06
        280.,  0.6942641250000000E+06
        281.,  0.6943945000000000E+06
        282.,  0.6945112500000000E+06
        283.,  0.6946596875000000E+06
        284.,  0.6947877500000000E+06
        285.,  0.6949394375000000E+06
        286.,  0.6951570625000000E+06
        287.,  0.6953020625000000E+06
        288.,  0.6954875625000000E+06
        289.,  0.6956813750000000E+06
        290.,  0.6958363750000000E+06
        291.,  0.6959890000000000E+06
        292.,  0.6961135625000000E+06
        293.,  0.6962633750000000E+06
        294.,  0.6963495000000000E+06
        295.,  0.6965026250000000E+06
        296.,  0.6966462500000000E+06
        297.,  0.6968142500000000E+06
        298.,  0.6959224375000000E+06
        299.,  0.6960588750000000E+06
        300.,  0.6962375625000000E+06
        301.,  0.6963675000000000E+06
        302.,  0.6965233125000000E+06
        303.,  0.6966141875000000E+06
        304.,  0.6967671875000000E+06
        305.,  0.6968955000000000E+06
        306.,  0.6970518125000000E+06
        307.,  0.6972276875000000E+06
        308.,  0.6974141250000000E+06
        309.,  0.6976053125000000E+06
        310.,  0.6977695625000000E+06
        311.,  0.6979841250000000E+06
        312.,  0.6981414375000000E+06
        313.,  0.6982769375000000E+06
        314.,  0.6984313125000000E+06
        315.,  0.6985626875000000E+06
        316.,  0.6986917500000000E+06
        317.,  0.6988496250000000E+06
        318.,  0.6990885000000000E+06
        319.,  0.6992466875000000E+06
        320.,  0.6994398125000000E+06
        321.,  0.6996525625000000E+06
        322.,  0.6998388750000000E+06
        323.,  0.6999976875000000E+06
        324.,  0.7001332500000000E+06
        325.,  0.7002891875000000E+06
        326.,  0.7004327500000000E+06
        327.,  0.7005921250000000E+06
        328.,  0.7007510625000000E+06
        329.,  0.7009930000000000E+06
        330.,  0.7011878750000000E+06
        331.,  0.7013192500000000E+06
        332.,  0.7014527500000000E+06
        333.,  0.7016365625000000E+06
        334.,  0.7017728750000000E+06
        335.,  0.7019333125000000E+06
        336.,  0.7020761250000000E+06
        337.,  0.7022335625000000E+06
        338.,  0.7023708750000000E+06
        339.,  0.7025318125000000E+06
        340.,  0.7027345000000000E+06
        341.,  0.7029345625000000E+06
        342.,  0.7031313750000000E+06
        343.,  0.7033050000000000E+06
        344.,  0.7035348125000000E+06
        345.,  0.7036966875000000E+06
        346.,  0.7038390000000000E+06
        347.,  0.7039978750000000E+06
        348.,  0.7041237500000000E+06
        349.,  0.7042640000000000E+06
        350.,  0.7044264375000000E+06
        351.,  0.7046615000000000E+06
        352.,  0.7048318750000000E+06
        353.,  0.7050305000000000E+06
        354.,  0.7052362500000000E+06
        355.,  0.7054375000000000E+06
        356.,  0.7056008750000000E+06
        357.,  0.7057409375000000E+06
        358.,  0.7059013125000000E+06
        359.,  0.7060458750000000E+06
        360.,  0.7062097500000000E+06
        361.,  0.7063558750000000E+06
        362.,  0.7066123750000000E+06
        363.,  0.7067486250000000E+06
        364.,  0.7069491250000000E+06
        365.,  0.7072035000000000E+06
        366.,  0.7073743125000000E+06
        367.,  0.7074975000000000E+06
        368.,  0.7076581250000000E+06
        369.,  0.7078200000000000E+06
        370.,  0.7079631250000000E+06
