      1.,  0.3682163214586436E-01,  0.1078381281987770E+04,  0.6172425570639670E-06,  0.4187759433277964E+02, -0.4811189961281478E-06, -0.6617315928213001E+07,  0.1298286031492580E+01,  0.7767849396387249E+08,  0.3809883742508645E-12,  0.1753732907100857E+04,  0.2314754884353568E-12,  0.4378887009378149E+14,  0.1685546619568753E+01,  0.6033948424495375E+16
      2.,  0.7153640915078732E-01,  0.1224060099590897E+04, -0.1547203004007700E+02,  0.5606006839683520E-06, -0.1324764393455663E-03, -0.2900819486207411E+01, -0.2487387894770445E+08, -0.2595056585651582E+02,  0.2393837135610451E+03,  0.3142731268657841E-12,  0.1755000698167951E-07,  0.8414753691560625E+01,  0.6187098539050544E+15,  0.6734318682733648E+03
      3.,  0.7335932302549691E-01,  0.1631453884787689E+04,  0.1038805612331162E-03, -0.2401347252067587E-03,  0.1101210175920297E-04, -0.6503508627804204E+03,  0.1617997393880505E+03, -0.1640517259797647E+08,  0.1079117100210720E-07,  0.5766468625012552E-07,  0.1212663851550412E-09,  0.4229562447192371E+06,  0.2617915566604106E+05,  0.2691296879693981E+15
      4.,  0.7379958386290050E-01,  0.1229739403240763E+04,  0.7554542738580361E-04,  0.6366764228953048E-04,  0.1146430226884113E-04,  0.6598035250916309E+03,  0.1141842132780002E+03,  0.1758441992306179E+08,  0.5707111598903726E-08,  0.4053568674707610E-08,  0.1314302265113558E-09,  0.4353406917233425E+06,  0.1303803456191585E+05,  0.3092118240305723E+15
      5.,  0.1012865183194058E+00,  0.5892257537674622E+03,  0.4539652605214210E-03,  0.1351219942328420E-04,  0.1181531329158105E+02, -0.1632632934547109E+02, -0.2191599011768786E+08,  0.2365709099480779E+02,  0.2060844577602817E-06,  0.1825795332546018E-09,  0.1396016281782117E+03,  0.2665490298967906E+03,  0.4803106228385921E+15,  0.5596579543366157E+03
      6.,  0.1034122743796122E+00,  0.4303614603904634E+03, -0.5405296774772111E-04, -0.5904459218895544E+00,  0.2476768180286193E-03,  0.4450919399971507E+06, -0.5301606390895322E+03, -0.1095442109799184E+07,  0.2921723322336179E-08,  0.3486263866760057E+00,  0.6134380618878180E-07,  0.1981068350504272E+12,  0.2810703032398212E+06,  0.1199993415921288E+13
      7.,  0.1102736493202195E+00,  0.1053112895226669E+04, -0.1409910355899564E-05, -0.1405247948004572E+02,  0.3047242794752131E-05,  0.4492917466966838E+07, -0.3450630837338394E+01, -0.2606690740857238E+08,  0.1987847211672834E-11,  0.1974721795371059E+03,  0.9285688650168777E-11,  0.2018630736497570E+14,  0.1190685317559067E+02,  0.6794836618470858E+15
      8.,  0.1162482984750979E+00,  0.3350003957006986E+03,  0.7919718791351421E-05,  0.2351985446512170E+02,  0.1455549528871225E-05, -0.5119324759931370E+07, -0.2336053594684927E+01,  0.7916393593978092E+08,  0.6272194573408482E-10,  0.5531835540605051E+03,  0.2118624430997245E-11,  0.2620748599764638E+14,  0.5457146397240368E+01,  0.6266928753477737E+16
      9.,  0.1248877975355373E+00,  0.3182414549721012E+03,  0.1008543001079863E-04,  0.2294545082384408E+02, -0.6742497407525444E-05, -0.4293807333310397E+07,  0.4460435463764952E+01,  0.8628662569801934E+07,  0.1017158985027176E-09,  0.5264937135094468E+03,  0.4546127129048734E-10,  0.1843678141559014E+14,  0.1989548452641206E+02,  0.7445381774350092E+14
     10.,  0.1354859267753305E+00,  0.4541655228360485E+03,  0.7602553173918992E+01, -0.9737280349188043E-05,  0.1150229825222785E+02,  0.3964427707334835E+01, -0.3204051692690973E+08, -0.3307896949393034E+02,  0.5779881476226574E+02,  0.9481462859868362E-10,  0.1323028650832039E+03,  0.1571668704668413E+02,  0.1026594724943589E+16,  0.1094218222780374E+04
