          1.,          1.,  0.5000000000000000E-01,  0.2353977048725340E+08,  0.1364682034378037E-24,  0.5797346389239444E-32
          1.,          2.,  0.1000000000000000E+00,  0.4731448210539183E+08,  0.1364682034378037E-24,  0.2884279767319955E-32
          1.,          3.,  0.1500000000000000E+00,  0.7131165890437816E+08,  0.1364682034378037E-24,  0.1913687124019846E-32
          1.,          4.,  0.2000000000000000E+00,  0.9552421711459592E+08,  0.1364682034378037E-24,  0.1428624149560830E-32
          1.,          5.,  0.2500000000000000E+00,  0.1199513671206682E+09,  0.1364682034378037E-24,  0.1137696107294217E-32
          1.,          6.,  0.3000000000000000E+00,  0.1445917216612518E+09,  0.1364682034378037E-24,  0.9438175427326342E-33
          1.,          7.,  0.3500000000000000E+00,  0.1694444814169982E+09,  0.1364682034378037E-24,  0.8053859429151854E-33
          1.,          8.,  0.4000000000000000E+00,  0.1945090913660290E+09,  0.1364682034378037E-24,  0.7016032128852866E-33
          1.,          9.,  0.4500000000000000E+00,  0.2197851355407685E+09,  0.1364682034378037E-24,  0.6209164377838005E-33
          1.,         10.,  0.4999999999999999E+00,  0.2452722824833566E+09,  0.1364682034378037E-24,  0.5563947220455454E-33
          1.,         11.,  0.5499999999999999E+00,  0.2709702552931998E+09,  0.1364682034378037E-24,  0.5036279841495522E-33
          1.,         12.,  0.6000000000000000E+00,  0.2968788158936798E+09,  0.1364682034378037E-24,  0.4596764610064890E-33
          1.,         13.,  0.6500000000000000E+00,  0.3229977535166363E+09,  0.1364682034378037E-24,  0.4225051163731230E-33
          1.,         14.,  0.7000000000000001E+00,  0.3493268784702214E+09,  0.1364682034378037E-24,  0.3906604726078558E-33
          1.,         15.,  0.7500000000000001E+00,  0.3758660174354069E+09,  0.1364682034378037E-24,  0.3630767270979904E-33
          1.,         16.,  0.8000000000000002E+00,  0.4026150105554242E+09,  0.1364682034378037E-24,  0.3389545840567150E-33
          1.,         17.,  0.8500000000000002E+00,  0.4295737085743992E+09,  0.1364682034378037E-24,  0.3176828579446648E-33
          1.,         18.,  0.9000000000000002E+00,  0.4567419712815795E+09,  0.1364682034378037E-24,  0.2987862119500107E-33
          1.,         19.,  0.9500000000000003E+00,  0.4841196667639943E+09,  0.1364682034378037E-24,  0.2818894021595930E-33
          1.,         20.,  0.1000000000000000E+01,  0.5117066694641780E+09,  0.1364682034378037E-24,  0.2666922508176477E-33
