1.,  0.3682159224683284E-01,  0.1078371229319723E+04,  0.5185480761335912E-06,  0.4187760477333288E+02, -0.4762285596622041E-06, -0.6617319258439966E+07,  0.1204050281210471E+01,  0.7767851315755641E+08,  0.2688921072618487E-12,  0.1753733781551472E+04,  0.2267936410379375E-12,  0.4378891416812047E+14,  0.1449737079683013E+01,  0.6033951406368665E+16
2.,  0.7153606440408997E-01,  0.1224062489624681E+04, -0.1547211165504241E+02,  0.3275514508415178E-06, -0.1323452715419338E-03, -0.1421318279954789E+01, -0.2487404954125035E+08, -0.2536105009796847E+02,  0.2393862390660993E+03,  0.1072899529483833E-12,  0.1751527089950818E-07,  0.2020145652933641E+01,  0.6187183405805766E+15,  0.6431828620716667E+03
3.,  0.7344138774698290E-01,  0.1350588269552906E+04, -0.8320558590180216E-04,  0.2723636192916018E-03,  0.7130824457048796E-05,  0.7650874086129861E+03, -0.1586853747260757E+03,  0.1963451510958481E+08,  0.6923169525262178E-08,  0.7418194111362061E-07,  0.5084865743724525E-10,  0.5853587428181344E+06,  0.2518104815195506E+05,  0.3855141835885143E+15
4.,  0.7390100276125482E-01,  0.1370036361763541E+04,  0.9172162239801107E-04, -0.2031005720833090E-04, -0.1017052917654318E-04,  0.5224106313686843E+03,  0.1826096511703217E+03,  0.1388624789083474E+08,  0.8412856015323327E-08,  0.4124984238056740E-09,  0.1034396637309161E-09,  0.2729128677670274E+06,  0.3334628470054659E+05,  0.1928278804857123E+15
5.,  0.1012860319014813E+00,  0.5892328363602180E+03,  0.4542579913838357E-03,  0.1343365331699984E-04,  0.1181522569428529E+02, -0.1629655697148519E+02, -0.2191582775800873E+08,  0.2422307293774185E+02,  0.2063503227360770E-06,  0.1804630414413408E-09,  0.1395995582068992E+03,  0.2655777691248625E+03,  0.4803035063187059E+15,  0.5867572625471614E+03
6.,  0.1034473814244294E+00,  0.4300922816184738E+03, -0.5149842348636108E-04, -0.5921255115448192E+00,  0.2463463692075063E-03,  0.4461042427368263E+06, -0.4944360510481056E+03, -0.1098552814530713E+07,  0.2652087621580586E-08,  0.3506126214222138E+00,  0.6068653362172101E-07,  0.1990089953877972E+12,  0.2444670085760449E+06,  0.1206818286313352E+13
7.,  0.1102733685287024E+00,  0.1053331983935688E+04, -0.7325712266994383E-06, -0.1405238672757723E+02,  0.3003476027451518E-05,  0.4492843021530499E+07, -0.4685709759520250E+01, -0.2606673509990186E+08,  0.5366606021879198E-12,  0.1974695727413886E+03,  0.9020868247475952E-11,  0.2018563841611530E+14,  0.2195587595046332E+02,  0.6794746787684558E+15
8.,  0.1162474261421603E+00,  0.3349176707646722E+03,  0.6548861314951970E-05,  0.2351987599084279E+02,  0.1266586485342697E-05, -0.5119329370151792E+07, -0.2268987788113009E+01,  0.7916405045699757E+08,  0.4288758452247445E-10,  0.5531845666246232E+03,  0.1604241324852765E-11,  0.2620753320009874E+14,  0.5148305582605964E+01,  0.6266946884758058E+16
9.,  0.1248864853114622E+00,  0.3181427666563640E+03,  0.8963195604831664E-05,  0.2294539431722234E+02, -0.6657132827051632E-05, -0.4293775719666711E+07,  0.4215191750290614E+01,  0.8628627202996735E+07,  0.8033887545047366E-10,  0.5264911203728192E+03,  0.4431741747700845E-10,  0.1843650993079938E+14,  0.1776784149171806E+02,  0.7445320740829525E+14
10.,  0.1354858847859412E+00,  0.4541835225419491E+03,  0.7602531819026090E+01,  0.4172240125994812E-05,  0.1150231410723793E+02, -0.3129337600466897E+01, -0.3204057231615780E+08,  0.1875481004488211E+02,  0.5779849005930416E+02,  0.1740758766896121E-10,  0.1323032298215647E+03,  0.9792753817695917E+01,  0.1026598274346937E+16,  0.3517428998196107E+03
11.,  0.1379726091513323E+00,  0.3354124524436798E+03,  0.2224191174745593E-03, -0.7809120446873011E+00,  0.1122721942888871E-03,  0.3887660991559058E+06, -0.2949651299235411E+03, -0.2945029062394551E+07,  0.4947026381816183E-07,  0.6098236215377014E+00,  0.1260504561044162E-07,  0.1511390798528996E+12,  0.8700442787081149E+05,  0.8673196178348531E+13
12.,  0.1454031912635241E+00,  0.8705211139220836E+03, -0.3304296956146999E-01,  0.3321398208743051E-04,  0.3839337100021591E+02, -0.2287452937545750E+03, -0.7127175959297258E+08,  0.2837169046360987E+02,  0.1091837837440232E-02,  0.1103168606104155E-08,  0.1474050936760220E+04,  0.5232440941486679E+05,  0.5079663715478479E+16,  0.8049528197628911E+03
13.,  0.1466337452603719E+00,  0.1049520919115129E+04,  0.7334632329451794E+01, -0.1047354333091326E-03,  0.1841731990480272E+00,  0.7033424492530595E+03,  0.1176210858220090E+08,  0.1008730989728005E+04,  0.5379683140823945E+02,  0.1096951099045176E-07,  0.3391976724758424E-01,  0.4946906009212926E+06,  0.1383471982994841E+15,  0.1017538209637640E+07
14.,  0.1467088590227658E+00,  0.1051156435668273E+04, -0.8154734156004401E-03, -0.6170591812590553E-02,  0.2428651305255401E-03,  0.1134581221868651E+05, -0.1804840680872163E+04,  0.1195421111589999E+08,  0.6649968915510480E-06,  0.3807620331760957E-04,  0.5898347162518764E-07,  0.1287274549016961E+09,  0.3257449883331093E+07,  0.1429031634035068E+15
15.,  0.1468158235017819E+00,  0.6319414987060640E+03, -0.5591143235679915E-02, -0.1276871032392362E+00,  0.9651288291233850E-02,  0.8666722191507326E+06, -0.2777358001962071E+05, -0.3716320887844702E+06,  0.3126088268188927E-04,  0.1630399633362735E-01,  0.9314736568050761E-04,  0.7511207354476555E+12,  0.7713717471062748E+09,  0.1381104094143083E+12
16.,  0.1497282697943590E+00,  0.7953710929219540E+03,  0.1161417764499184E-03, -0.2429118391475785E-02, -0.3197053613785208E-03,  0.4361212336653612E+04,  0.7940431069297483E+03,  0.1620831531309083E+07,  0.1348891223694282E-07,  0.5900616159805905E-05,  0.1022115180941706E-06,  0.1902017304537965E+08,  0.6305044556626477E+06,  0.2627094852885746E+13
17.,  0.1658843523296540E+00,  0.3562779924848398E+03, -0.9244663822546174E+01,  0.9050234934638554E-04,  0.2067332537886241E+02, -0.1428350955500755E+03, -0.9539375262631400E+07, -0.1792231178279508E+02,  0.8546380919189404E+02,  0.8190675237215211E-08,  0.4273863822203167E+03,  0.2040186452079920E+05,  0.9099968040130389E+14,  0.3212092596397152E+03
18.,  0.1674654153447669E+00,  0.2354886667696210E+03,  0.1254370107340100E-04,  0.1945606851699434E+02,  0.2795054836066124E-05, -0.1529833732554604E+07, -0.1027668884251034E+02,  0.7727009340299317E+08,  0.1573444366188413E-09,  0.3785386021379783E+03,  0.7812331536616628E-11,  0.2340391249261953E+13,  0.1056103335657765E+03,  0.5970667334507289E+16
19.,  0.1680523017515570E+00,  0.2671231319686941E+03, -0.2270589765474451E-02, -0.2936705140863712E+00,  0.5770474782705426E-02,  0.5042157740886700E+06, -0.2603514322827687E+04,  0.7614036426297651E+05,  0.5155577883077323E-05,  0.8624237084375357E-01,  0.3329837921783923E-04,  0.2542335468398367E+12,  0.6778286829168907E+07,  0.5797355070098750E+10
20.,  0.1833694201604930E+00,  0.1027339766576946E+04,  0.1085212988655076E-04,  0.8368370527315832E+01, -0.2255585061904097E-04, -0.2765279853061998E+07,  0.4227649765870592E+02,  0.1553379933205104E+08,  0.1177687230745682E-09,  0.7002962528244827E+02,  0.5087663971484911E-09,  0.7646772665750587E+13,  0.1787302254286567E+04,  0.2412989216884292E+15
21.,  0.1875391142176067E+00,  0.8297981831007546E+03, -0.6864602124985179E-02,  0.3838352564461373E-04,  0.1689040344986017E+02, -0.2559294770406632E+02, -0.3134183590628105E+08,  0.7332154068918942E+02,  0.4712276233435104E-04,  0.1473295040910720E-08,  0.2852857286990484E+03,  0.6549989721830734E+03,  0.9823106779762484E+15,  0.5376048329036460E+04
22.,  0.1910018217432223E+00,  0.6297709138948092E+03,  0.1028938050573096E-03, -0.6016201279474951E+00,  0.7299096932517068E-03,  0.5521391458720422E+06, -0.1347544508623192E+04, -0.1119006483943066E+07,  0.1058713511917163E-07,  0.3619467783515604E+00,  0.5327681603028007E-06,  0.3048576364043082E+12,  0.1815876202720520E+07,  0.1252175511106624E+13
23.,  0.1975332160319207E+00,  0.2894573023610921E+03,  0.4495204297935796E+01,  0.2058028153697393E-04,  0.2665816458539895E+02, -0.3460979734166904E+02, -0.9943223252061915E+08,  0.8565286094174371E+02,  0.2020686168018046E+02,  0.4235479881411101E-09,  0.7106577390622185E+03,  0.1197838072031401E+04,  0.9886768864034474E+16,  0.7336412587505685E+04
24.,  0.2002485128355023E+00,  0.2132845815306294E+03,  0.4706225642719941E-03, -0.5240535707751848E+00,  0.1231963970252714E-02,  0.6228948443871895E+06, -0.4591440718727186E+04, -0.2132049633983911E+07,  0.2214855980019472E-06,  0.2746321450422216E+00,  0.1517735224000830E-05,  0.3879979871641410E+12,  0.2108132787358602E+08,  0.4545635641770929E+13
25.,  0.2202732493974416E+00,  0.1034006014358475E+04, -0.4721910886633027E-04,  0.1118571976541113E-01, -0.6027897123820139E-06, -0.4105500431964500E+04, -0.7479014534070302E+02, -0.7920693609330391E+07,  0.2229644242130350E-08,  0.1251203266703092E-03,  0.3633554373535910E-12,  0.1685513379686070E+08,  0.5593565840083482E+04,  0.6273738725288729E+14
26.,  0.2211626345336780E+00,  0.1081379250210817E+04, -0.4946154594389725E+01,  0.7709270323228215E-06, -0.1768499688175033E-01,  0.1579862481897408E+01, -0.7897529069170900E+07,  0.9606478751217674E+02,  0.2446444527160259E+02,  0.5943284891660727E-12,  0.3127591147075188E-03,  0.2495965461707037E+01,  0.6237096539839938E+14,  0.9228443399759668E+04
27.,  0.2254404565051770E+00,  0.8055088521360776E+03, -0.9798739242264376E-04,  0.3946334628622544E-02,  0.1361529705614511E-04, -0.1775109250374670E+04, -0.1853286180512514E+03, -0.9589913528457436E+06,  0.9601529073789184E-08,  0.1557355700106543E-04,  0.1853763139270738E-09,  0.3151012850765724E+07,  0.3434669666878662E+05,  0.9196644148329095E+12
28.,  0.2312669024569061E+00,  0.3269410731440587E+03, -0.2475042000268710E+01,  0.1658554765567330E-04,  0.1306819245577096E+01, -0.1481137589479254E+03, -0.9513445885471649E+07, -0.4260097516364367E+03,  0.6125832903094135E+01,  0.2750803910386102E-09,  0.1707776540610689E+01,  0.2193768558968414E+05,  0.9050565261579745E+14,  0.1814843084893385E+06
29.,  0.2316268720354581E+00,  0.3164125123425534E+03, -0.3286043241503001E-03, -0.1235024405428196E+00,  0.1790899428190107E-03,  0.1238089224164189E+07, -0.1286270008808788E+04,  0.3584098075173582E+07,  0.1079808018502755E-06,  0.1525285282003268E-01,  0.3207320761891652E-07,  0.1532864926991484E+13,  0.1654490535560959E+07,  0.1284575901246297E+14
