      1.,  0.3682631084493624E-01,      1.,         80.,  0.1427132650499977E-18,  0.1069716207252487E-16, -0.2445552778643093E-17,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00
      1.,  0.3682631084493624E-01,      2.,      28469., -0.1668390955779400E-05,  0.2119372295348787E-01,  0.1222364506852980E-04,  0.2109901213794405E-08,  0.4550710834563127E-16, -0.9472565009024314E-10
      1.,  0.3682631084493624E-01,      3.,      28660.,  0.4946139016156268E-07,  0.3045234043255758E-01,  0.3505260590674023E-04,  0.1759328349387652E-08, -0.3049473794558002E-16, -0.3720105884765673E-11
      1.,  0.3682631084493624E-01,      4.,        374.,  0.1336343136175507E-05,  0.2167620369215318E-01,  0.1440828184819694E-04,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00
      1.,  0.3682631084493624E-01,      5.,      29176., -0.2235527931334049E-17, -0.8486139864774402E-16, -0.4666913618707094E-17, -0.6806072889759197E-21,  0.3451222429401871E-25,  0.2816976059232810E-21
      1.,  0.3682631084493624E-01,      6.,      14098., -0.9615490037692691E-18,  0.1281299729542858E-16,  0.2136545518884887E-18,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00
      1.,  0.3682631084493624E-01,      7.,      51317.,  0.2188545416145225E-05,  0.2119377521390828E-01, -0.8777640780926851E-06,  0.2110519208624282E-08,  0.2597632391528488E-15, -0.1236102455708872E-09
      1.,  0.3682631084493624E-01,      8.,      51508., -0.2814162245695755E-08,  0.3045239068228775E-01, -0.2544984144837141E-04,  0.1754946118638216E-08, -0.3153966868470753E-16, -0.3376882281848155E-11
      1.,  0.3682631084493624E-01,      9.,      14392., -0.2244528159778455E-05,  0.2167627507533272E-01, -0.8089191472243839E-06,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00
      1.,  0.3682631084493624E-01,     10.,      52024.,  0.6306050445756887E-17, -0.8408324287511783E-16,  0.2111239871186361E-16, -0.6612316694054773E-21,  0.2206498371016829E-24,  0.2457763147418021E-21
      1.,  0.3682631084493624E-01,     11.,    2000040., -0.1437824934939927E-18, -0.6125796044839230E-17,  0.2143688655410823E-18,  0.1094002405779564E-20,  0.4659757101806609E-22,  0.3813230678519624E-21
      2.,  0.7152531560824289E-01,      1.,         80., -0.3278642992780919E-17, -0.2398268381175694E-16,  0.1299441095342836E-16,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00
      2.,  0.7152531560824289E-01,      2.,      28469.,  0.9239121879113009E-02, -0.2436686378114180E-05,  0.2853370541899175E-01, -0.3068188369643557E-08, -0.1125714165016237E-16,  0.1316707958161362E-08
      2.,  0.7152531560824289E-01,      3.,      28660.,  0.7273530772369459E-02, -0.5743285530666590E-07,  0.5907067151725333E-03, -0.6060825668119489E-10,  0.5270857181612519E-18,  0.1251354047929097E-08
      2.,  0.7152531560824289E-01,      4.,        374.,  0.9244689651363970E-02,  0.2430932959799621E-05, -0.2855715419520719E-01,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00
      2.,  0.7152531560824289E-01,      5.,      29176.,  0.2707535937320796E-16, -0.1457362532895958E-15,  0.5482639575505377E-16, -0.9300062771492157E-21, -0.1636552184018443E-23, -0.9157723435942218E-20
      2.,  0.7152531560824289E-01,      6.,      14098.,  0.3292157864939163E-18, -0.2291020448433793E-16, -0.1780883940956792E-17,  0.0000000000000000E+00,  0.0000000000000000E+00,  0.0000000000000000E+00
      2.,  0.7152531560824289E-01,      7.,      51317.,  0.9248759610650909E-02, -0.5620720342435451E-05,  0.2855742661594688E-01,  0.2798510528332857E-08, -0.1755368243102738E-16, -0.1270418109185050E-08
      2.,  0.7152531560824289E-01,      8.,      51508.,  0.7282257986335391E-02, -0.1176233436491269E-06,  0.5910047614793540E-03,  0.6494036731900617E-10,  0.1392561070140688E-18, -0.1177098362900703E-08
