element_id,material_id,section_id,type_id,element_line_number,k_node_line_number,i_node,j_node,k_node,i_x_mm,i_y_mm,i_z_mm,j_x_mm,j_y_mm,j_z_mm,old_k_x_mm,old_k_y_mm,old_k_z_mm,new_k_x_mm,new_k_y_mm,new_k_z_mm,ex_x,ex_y,ex_z,ey_x,ey_y,ey_z,ez_x,ez_y,ez_z,old_ki_x_mm,old_ki_y_mm,old_ki_z_mm,new_ki_x_mm,new_ki_y_mm,new_ki_z_mm,old_ki_length_mm,new_ki_length_mm,dot_ex_ey,dot_ex_ez,dot_ey_ez,right_handed_triple_product,old_n_command,new_n_command
2000011,61,61,70,29693,83,2000011,2000012,2000031,89913.65000000002,20600.0,72640.6612471869,89913.65000000002,20340.0,72640.6612471869,89913.65000000002,20600.0,72740.6612471869,89813.65000000002,20600.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000031,89913.650000000023,20600.000000000000,72740.661247186901","N,2000031,89813.650000000023283,20600.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000012,61,61,70,29694,84,2000012,2000013,2000032,89913.65000000002,20340.0,72640.6612471869,89913.65000000002,20080.0,72640.6612471869,89913.65000000002,20340.0,72740.6612471869,89813.65000000002,20340.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000032,89913.650000000023,20340.000000000000,72740.661247186901","N,2000032,89813.650000000023283,20340.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000013,61,61,70,29695,85,2000013,2000014,2000033,89913.65000000002,20080.0,72640.6612471869,89913.65000000002,19820.0,72640.6612471869,89913.65000000002,20080.0,72740.6612471869,89813.65000000002,20080.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000033,89913.650000000023,20080.000000000000,72740.661247186901","N,2000033,89813.650000000023283,20080.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000014,61,61,70,29696,86,2000014,2000015,2000034,89913.65000000002,19820.0,72640.6612471869,89913.65000000002,19560.0,72640.6612471869,89913.65000000002,19820.0,72740.6612471869,89813.65000000002,19820.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000034,89913.650000000023,19820.000000000000,72740.661247186901","N,2000034,89813.650000000023283,19820.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000015,61,61,70,29697,87,2000015,2000016,2000035,89913.65000000002,19560.0,72640.6612471869,89913.65000000002,19300.0,72640.6612471869,89913.65000000002,19560.0,72740.6612471869,89813.65000000002,19560.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000035,89913.650000000023,19560.000000000000,72740.661247186901","N,2000035,89813.650000000023283,19560.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000016,61,61,70,29698,88,2000016,2000017,2000036,89913.65000000002,19300.0,72640.6612471869,89913.65000000002,19040.0,72640.6612471869,89913.65000000002,19300.0,72740.6612471869,89813.65000000002,19300.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000036,89913.650000000023,19300.000000000000,72740.661247186901","N,2000036,89813.650000000023283,19300.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000017,61,61,70,29699,89,2000017,2000018,2000037,89913.65000000002,19040.0,72640.6612471869,89913.65000000002,18780.0,72640.6612471869,89913.65000000002,19040.0,72740.6612471869,89813.65000000002,19040.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000037,89913.650000000023,19040.000000000000,72740.661247186901","N,2000037,89813.650000000023283,19040.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000018,61,61,70,29700,90,2000018,2000019,2000038,89913.65000000002,18780.0,72640.6612471869,89913.65000000002,18540.0,72640.6612471869,89913.65000000002,18780.0,72740.6612471869,89813.65000000002,18780.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000038,89913.650000000023,18780.000000000000,72740.661247186901","N,2000038,89813.650000000023283,18780.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000019,61,61,70,29701,91,2000019,2000020,2000039,89913.65000000002,18540.0,72640.6612471869,89913.65000000002,18375.0,72640.6612471869,89913.65000000002,18540.0,72740.6612471869,89813.65000000002,18540.0,72640.6612471869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000039,89913.650000000023,18540.000000000000,72740.661247186901","N,2000039,89813.650000000023283,18540.000000000000000,72640.661247186901164 ! A10：H175方向点K=I+100*ez（100 mm）"
2000031,61,61,70,29719,137,2000065,2000066,2000085,146913.65000000002,24525.0,91986.1499775224,146913.65000000002,24360.0,91986.1499775224,146913.65000000002,24525.0,92086.1499775224,146813.65000000002,24525.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000085,146913.650000000023,24525.000000000000,92086.149977522393","N,2000085,146813.650000000023283,24525.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000032,61,61,70,29720,138,2000066,2000067,2000086,146913.65000000002,24360.0,91986.1499775224,146913.65000000002,24120.0,91986.1499775224,146913.65000000002,24360.0,92086.1499775224,146813.65000000002,24360.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000086,146913.650000000023,24360.000000000000,92086.149977522393","N,2000086,146813.650000000023283,24360.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000033,61,61,70,29721,139,2000067,2000068,2000087,146913.65000000002,24120.0,91986.1499775224,146913.65000000002,23860.0,91986.1499775224,146913.65000000002,24120.0,92086.1499775224,146813.65000000002,24120.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000087,146913.650000000023,24120.000000000000,92086.149977522393","N,2000087,146813.650000000023283,24120.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000034,61,61,70,29722,140,2000068,2000069,2000088,146913.65000000002,23860.0,91986.1499775224,146913.65000000002,23600.0,91986.1499775224,146913.65000000002,23860.0,92086.1499775224,146813.65000000002,23860.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000088,146913.650000000023,23860.000000000000,92086.149977522393","N,2000088,146813.650000000023283,23860.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000035,61,61,70,29723,141,2000069,2000070,2000089,146913.65000000002,23600.0,91986.1499775224,146913.65000000002,23340.0,91986.1499775224,146913.65000000002,23600.0,92086.1499775224,146813.65000000002,23600.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000089,146913.650000000023,23600.000000000000,92086.149977522393","N,2000089,146813.650000000023283,23600.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000036,61,61,70,29724,142,2000070,2000071,2000090,146913.65000000002,23340.0,91986.1499775224,146913.65000000002,23080.0,91986.1499775224,146913.65000000002,23340.0,92086.1499775224,146813.65000000002,23340.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000090,146913.650000000023,23340.000000000000,92086.149977522393","N,2000090,146813.650000000023283,23340.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000037,61,61,70,29725,143,2000071,2000072,2000091,146913.65000000002,23080.0,91986.1499775224,146913.65000000002,22820.0,91986.1499775224,146913.65000000002,23080.0,92086.1499775224,146813.65000000002,23080.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000091,146913.650000000023,23080.000000000000,92086.149977522393","N,2000091,146813.650000000023283,23080.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000038,61,61,70,29726,144,2000072,2000073,2000092,146913.65000000002,22820.0,91986.1499775224,146913.65000000002,22560.0,91986.1499775224,146913.65000000002,22820.0,92086.1499775224,146813.65000000002,22820.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000092,146913.650000000023,22820.000000000000,92086.149977522393","N,2000092,146813.650000000023283,22820.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000039,61,61,70,29727,145,2000073,2000074,2000093,146913.65000000002,22560.0,91986.1499775224,146913.65000000002,22300.0,91986.1499775224,146913.65000000002,22560.0,92086.1499775224,146813.65000000002,22560.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000093,146913.650000000023,22560.000000000000,92086.149977522393","N,2000093,146813.650000000023283,22560.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000040,61,61,70,29728,146,2000074,2000075,2000094,146913.65000000002,22300.0,91986.1499775224,146913.65000000002,20600.0,91986.1499775224,146913.65000000002,22300.0,92086.1499775224,146813.65000000002,22300.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000094,146913.650000000023,22300.000000000000,92086.149977522393","N,2000094,146813.650000000023283,22300.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000041,61,61,70,29729,147,2000075,2000076,2000095,146913.65000000002,20600.0,91986.1499775224,146913.65000000002,20340.0,91986.1499775224,146913.65000000002,20600.0,92086.1499775224,146813.65000000002,20600.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000095,146913.650000000023,20600.000000000000,92086.149977522393","N,2000095,146813.650000000023283,20600.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000042,61,61,70,29730,148,2000076,2000077,2000096,146913.65000000002,20340.0,91986.1499775224,146913.65000000002,20080.0,91986.1499775224,146913.65000000002,20340.0,92086.1499775224,146813.65000000002,20340.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000096,146913.650000000023,20340.000000000000,92086.149977522393","N,2000096,146813.650000000023283,20340.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000043,61,61,70,29731,149,2000077,2000078,2000097,146913.65000000002,20080.0,91986.1499775224,146913.65000000002,19820.0,91986.1499775224,146913.65000000002,20080.0,92086.1499775224,146813.65000000002,20080.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000097,146913.650000000023,20080.000000000000,92086.149977522393","N,2000097,146813.650000000023283,20080.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000044,61,61,70,29732,150,2000078,2000079,2000098,146913.65000000002,19820.0,91986.1499775224,146913.65000000002,19560.0,91986.1499775224,146913.65000000002,19820.0,92086.1499775224,146813.65000000002,19820.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000098,146913.650000000023,19820.000000000000,92086.149977522393","N,2000098,146813.650000000023283,19820.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000045,61,61,70,29733,151,2000079,2000080,2000099,146913.65000000002,19560.0,91986.1499775224,146913.65000000002,19300.0,91986.1499775224,146913.65000000002,19560.0,92086.1499775224,146813.65000000002,19560.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000099,146913.650000000023,19560.000000000000,92086.149977522393","N,2000099,146813.650000000023283,19560.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000046,61,61,70,29734,152,2000080,2000081,2000100,146913.65000000002,19300.0,91986.1499775224,146913.65000000002,19040.0,91986.1499775224,146913.65000000002,19300.0,92086.1499775224,146813.65000000002,19300.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000100,146913.650000000023,19300.000000000000,92086.149977522393","N,2000100,146813.650000000023283,19300.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000047,61,61,70,29735,153,2000081,2000082,2000101,146913.65000000002,19040.0,91986.1499775224,146913.65000000002,18780.0,91986.1499775224,146913.65000000002,19040.0,92086.1499775224,146813.65000000002,19040.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000101,146913.650000000023,19040.000000000000,92086.149977522393","N,2000101,146813.650000000023283,19040.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000048,61,61,70,29736,154,2000082,2000083,2000102,146913.65000000002,18780.0,91986.1499775224,146913.65000000002,18540.0,91986.1499775224,146913.65000000002,18780.0,92086.1499775224,146813.65000000002,18780.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000102,146913.650000000023,18780.000000000000,92086.149977522393","N,2000102,146813.650000000023283,18780.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000049,61,61,70,29737,155,2000083,2000084,2000103,146913.65000000002,18540.0,91986.1499775224,146913.65000000002,18375.0,91986.1499775224,146913.65000000002,18540.0,92086.1499775224,146813.65000000002,18540.0,91986.1499775224,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000103,146913.650000000023,18540.000000000000,92086.149977522393","N,2000103,146813.650000000023283,18540.000000000000000,91986.149977522392874 ! A10：H175方向点K=I+100*ez（100 mm）"
2000061,61,61,70,29755,201,2000129,2000130,2000149,203913.65000000002,24525.0,112413.544092026,203913.65000000002,24360.0,112413.544092026,203913.65000000002,24525.0,112513.544092026,203813.65000000002,24525.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000149,203913.650000000023,24525.000000000000,112513.544092026001","N,2000149,203813.650000000023283,24525.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000062,61,61,70,29756,202,2000130,2000131,2000150,203913.65000000002,24360.0,112413.544092026,203913.65000000002,24120.0,112413.544092026,203913.65000000002,24360.0,112513.544092026,203813.65000000002,24360.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000150,203913.650000000023,24360.000000000000,112513.544092026001","N,2000150,203813.650000000023283,24360.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000063,61,61,70,29757,203,2000131,2000132,2000151,203913.65000000002,24120.0,112413.544092026,203913.65000000002,23860.0,112413.544092026,203913.65000000002,24120.0,112513.544092026,203813.65000000002,24120.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000151,203913.650000000023,24120.000000000000,112513.544092026001","N,2000151,203813.650000000023283,24120.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000064,61,61,70,29758,204,2000132,2000133,2000152,203913.65000000002,23860.0,112413.544092026,203913.65000000002,23600.0,112413.544092026,203913.65000000002,23860.0,112513.544092026,203813.65000000002,23860.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000152,203913.650000000023,23860.000000000000,112513.544092026001","N,2000152,203813.650000000023283,23860.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000065,61,61,70,29759,205,2000133,2000134,2000153,203913.65000000002,23600.0,112413.544092026,203913.65000000002,23340.0,112413.544092026,203913.65000000002,23600.0,112513.544092026,203813.65000000002,23600.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000153,203913.650000000023,23600.000000000000,112513.544092026001","N,2000153,203813.650000000023283,23600.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000066,61,61,70,29760,206,2000134,2000135,2000154,203913.65000000002,23340.0,112413.544092026,203913.65000000002,23080.0,112413.544092026,203913.65000000002,23340.0,112513.544092026,203813.65000000002,23340.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000154,203913.650000000023,23340.000000000000,112513.544092026001","N,2000154,203813.650000000023283,23340.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000067,61,61,70,29761,207,2000135,2000136,2000155,203913.65000000002,23080.0,112413.544092026,203913.65000000002,22820.0,112413.544092026,203913.65000000002,23080.0,112513.544092026,203813.65000000002,23080.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000155,203913.650000000023,23080.000000000000,112513.544092026001","N,2000155,203813.650000000023283,23080.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000068,61,61,70,29762,208,2000136,2000137,2000156,203913.65000000002,22820.0,112413.544092026,203913.65000000002,22560.0,112413.544092026,203913.65000000002,22820.0,112513.544092026,203813.65000000002,22820.0,112413.544092026,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2000156,203913.650000000023,22820.000000000000,112513.544092026001","N,2000156,203813.650000000023283,22820.000000000000000,112413.544092026000726 ! A10：H175方向点K=I+100*ez（100 mm）"
