element_id,material_id,section_id,type_id,element_line_number,k_node_line_number,i_node,j_node,k_node,i_x_mm,i_y_mm,i_z_mm,j_x_mm,j_y_mm,j_z_mm,old_k_x_mm,old_k_y_mm,old_k_z_mm,new_k_x_mm,new_k_y_mm,new_k_z_mm,ex_x,ex_y,ex_z,ey_x,ey_y,ey_z,ez_x,ez_y,ez_z,old_ki_x_mm,old_ki_y_mm,old_ki_z_mm,new_ki_x_mm,new_ki_y_mm,new_ki_z_mm,old_ki_length_mm,new_ki_length_mm,dot_ex_ey,dot_ex_ez,dot_ey_ez,right_handed_triple_product,old_n_command,new_n_command
2000697,61,61,70,30517,1551,2001479,2001480,2001499,1446918.2999999998,23080.0,142150.140853869,1446918.2999999998,22820.0,142150.140853869,1446918.2999999998,23080.0,142250.140853869,1446818.2999999998,23080.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001499,1446918.299999999814,23080.000000000000,142250.140853869001","N,2001499,1446818.299999999813735,23080.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000698,61,61,70,30518,1552,2001480,2001481,2001500,1446918.2999999998,22820.0,142150.140853869,1446918.2999999998,22560.0,142150.140853869,1446918.2999999998,22820.0,142250.140853869,1446818.2999999998,22820.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001500,1446918.299999999814,22820.000000000000,142250.140853869001","N,2001500,1446818.299999999813735,22820.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000699,61,61,70,30519,1553,2001481,2001482,2001501,1446918.2999999998,22560.0,142150.140853869,1446918.2999999998,22300.0,142150.140853869,1446918.2999999998,22560.0,142250.140853869,1446818.2999999998,22560.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001501,1446918.299999999814,22560.000000000000,142250.140853869001","N,2001501,1446818.299999999813735,22560.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000700,61,61,70,30520,1554,2001482,2001483,2001502,1446918.2999999998,22300.0,142150.140853869,1446918.2999999998,20600.0,142150.140853869,1446918.2999999998,22300.0,142250.140853869,1446818.2999999998,22300.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001502,1446918.299999999814,22300.000000000000,142250.140853869001","N,2001502,1446818.299999999813735,22300.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000701,61,61,70,30521,1555,2001483,2001484,2001503,1446918.2999999998,20600.0,142150.140853869,1446918.2999999998,20340.0,142150.140853869,1446918.2999999998,20600.0,142250.140853869,1446818.2999999998,20600.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001503,1446918.299999999814,20600.000000000000,142250.140853869001","N,2001503,1446818.299999999813735,20600.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000702,61,61,70,30522,1556,2001484,2001485,2001504,1446918.2999999998,20340.0,142150.140853869,1446918.2999999998,20080.0,142150.140853869,1446918.2999999998,20340.0,142250.140853869,1446818.2999999998,20340.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001504,1446918.299999999814,20340.000000000000,142250.140853869001","N,2001504,1446818.299999999813735,20340.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000703,61,61,70,30523,1557,2001485,2001486,2001505,1446918.2999999998,20080.0,142150.140853869,1446918.2999999998,19820.0,142150.140853869,1446918.2999999998,20080.0,142250.140853869,1446818.2999999998,20080.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001505,1446918.299999999814,20080.000000000000,142250.140853869001","N,2001505,1446818.299999999813735,20080.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000704,61,61,70,30524,1558,2001486,2001487,2001506,1446918.2999999998,19820.0,142150.140853869,1446918.2999999998,19560.0,142150.140853869,1446918.2999999998,19820.0,142250.140853869,1446818.2999999998,19820.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001506,1446918.299999999814,19820.000000000000,142250.140853869001","N,2001506,1446818.299999999813735,19820.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000705,61,61,70,30525,1559,2001487,2001488,2001507,1446918.2999999998,19560.0,142150.140853869,1446918.2999999998,19300.0,142150.140853869,1446918.2999999998,19560.0,142250.140853869,1446818.2999999998,19560.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001507,1446918.299999999814,19560.000000000000,142250.140853869001","N,2001507,1446818.299999999813735,19560.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000706,61,61,70,30526,1560,2001488,2001489,2001508,1446918.2999999998,19300.0,142150.140853869,1446918.2999999998,19040.0,142150.140853869,1446918.2999999998,19300.0,142250.140853869,1446818.2999999998,19300.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001508,1446918.299999999814,19300.000000000000,142250.140853869001","N,2001508,1446818.299999999813735,19300.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000707,61,61,70,30527,1561,2001489,2001490,2001509,1446918.2999999998,19040.0,142150.140853869,1446918.2999999998,18780.0,142150.140853869,1446918.2999999998,19040.0,142250.140853869,1446818.2999999998,19040.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001509,1446918.299999999814,19040.000000000000,142250.140853869001","N,2001509,1446818.299999999813735,19040.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000708,61,61,70,30528,1562,2001490,2001491,2001510,1446918.2999999998,18780.0,142150.140853869,1446918.2999999998,18540.0,142150.140853869,1446918.2999999998,18780.0,142250.140853869,1446818.2999999998,18780.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001510,1446918.299999999814,18780.000000000000,142250.140853869001","N,2001510,1446818.299999999813735,18780.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000709,61,61,70,30529,1563,2001491,2001492,2001511,1446918.2999999998,18540.0,142150.140853869,1446918.2999999998,18375.0,142150.140853869,1446918.2999999998,18540.0,142250.140853869,1446818.2999999998,18540.0,142150.140853869,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001511,1446918.299999999814,18540.000000000000,142250.140853869001","N,2001511,1446818.299999999813735,18540.000000000000000,142150.140853869001148 ! A10：H175方向点K=I+100*ez（100 mm）"
2000721,61,61,70,30547,1609,2001537,2001538,2001557,1497918.2999999998,24525.0,135435.499977902,1497918.2999999998,24360.0,135435.499977902,1497918.2999999998,24525.0,135535.499977902,1497818.2999999998,24525.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001557,1497918.299999999814,24525.000000000000,135535.499977902015","N,2001557,1497818.299999999813735,24525.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000722,61,61,70,30548,1610,2001538,2001539,2001558,1497918.2999999998,24360.0,135435.499977902,1497918.2999999998,24120.0,135435.499977902,1497918.2999999998,24360.0,135535.499977902,1497818.2999999998,24360.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001558,1497918.299999999814,24360.000000000000,135535.499977902015","N,2001558,1497818.299999999813735,24360.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000723,61,61,70,30549,1611,2001539,2001540,2001559,1497918.2999999998,24120.0,135435.499977902,1497918.2999999998,23860.0,135435.499977902,1497918.2999999998,24120.0,135535.499977902,1497818.2999999998,24120.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001559,1497918.299999999814,24120.000000000000,135535.499977902015","N,2001559,1497818.299999999813735,24120.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000724,61,61,70,30550,1612,2001540,2001541,2001560,1497918.2999999998,23860.0,135435.499977902,1497918.2999999998,23600.0,135435.499977902,1497918.2999999998,23860.0,135535.499977902,1497818.2999999998,23860.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001560,1497918.299999999814,23860.000000000000,135535.499977902015","N,2001560,1497818.299999999813735,23860.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000725,61,61,70,30551,1613,2001541,2001542,2001561,1497918.2999999998,23600.0,135435.499977902,1497918.2999999998,23340.0,135435.499977902,1497918.2999999998,23600.0,135535.499977902,1497818.2999999998,23600.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001561,1497918.299999999814,23600.000000000000,135535.499977902015","N,2001561,1497818.299999999813735,23600.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000726,61,61,70,30552,1614,2001542,2001543,2001562,1497918.2999999998,23340.0,135435.499977902,1497918.2999999998,23080.0,135435.499977902,1497918.2999999998,23340.0,135535.499977902,1497818.2999999998,23340.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001562,1497918.299999999814,23340.000000000000,135535.499977902015","N,2001562,1497818.299999999813735,23340.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000727,61,61,70,30553,1615,2001543,2001544,2001563,1497918.2999999998,23080.0,135435.499977902,1497918.2999999998,22820.0,135435.499977902,1497918.2999999998,23080.0,135535.499977902,1497818.2999999998,23080.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001563,1497918.299999999814,23080.000000000000,135535.499977902015","N,2001563,1497818.299999999813735,23080.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000728,61,61,70,30554,1616,2001544,2001545,2001564,1497918.2999999998,22820.0,135435.499977902,1497918.2999999998,22560.0,135435.499977902,1497918.2999999998,22820.0,135535.499977902,1497818.2999999998,22820.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001564,1497918.299999999814,22820.000000000000,135535.499977902015","N,2001564,1497818.299999999813735,22820.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000729,61,61,70,30555,1617,2001545,2001546,2001565,1497918.2999999998,22560.0,135435.499977902,1497918.2999999998,22300.0,135435.499977902,1497918.2999999998,22560.0,135535.499977902,1497818.2999999998,22560.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001565,1497918.299999999814,22560.000000000000,135535.499977902015","N,2001565,1497818.299999999813735,22560.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000730,61,61,70,30556,1618,2001546,2001547,2001566,1497918.2999999998,22300.0,135435.499977902,1497918.2999999998,20600.0,135435.499977902,1497918.2999999998,22300.0,135535.499977902,1497818.2999999998,22300.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001566,1497918.299999999814,22300.000000000000,135535.499977902015","N,2001566,1497818.299999999813735,22300.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000731,61,61,70,30557,1619,2001547,2001548,2001567,1497918.2999999998,20600.0,135435.499977902,1497918.2999999998,20340.0,135435.499977902,1497918.2999999998,20600.0,135535.499977902,1497818.2999999998,20600.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001567,1497918.299999999814,20600.000000000000,135535.499977902015","N,2001567,1497818.299999999813735,20600.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000732,61,61,70,30558,1620,2001548,2001549,2001568,1497918.2999999998,20340.0,135435.499977902,1497918.2999999998,20080.0,135435.499977902,1497918.2999999998,20340.0,135535.499977902,1497818.2999999998,20340.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001568,1497918.299999999814,20340.000000000000,135535.499977902015","N,2001568,1497818.299999999813735,20340.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000733,61,61,70,30559,1621,2001549,2001550,2001569,1497918.2999999998,20080.0,135435.499977902,1497918.2999999998,19820.0,135435.499977902,1497918.2999999998,20080.0,135535.499977902,1497818.2999999998,20080.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001569,1497918.299999999814,20080.000000000000,135535.499977902015","N,2001569,1497818.299999999813735,20080.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000734,61,61,70,30560,1622,2001550,2001551,2001570,1497918.2999999998,19820.0,135435.499977902,1497918.2999999998,19560.0,135435.499977902,1497918.2999999998,19820.0,135535.499977902,1497818.2999999998,19820.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001570,1497918.299999999814,19820.000000000000,135535.499977902015","N,2001570,1497818.299999999813735,19820.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000735,61,61,70,30561,1623,2001551,2001552,2001571,1497918.2999999998,19560.0,135435.499977902,1497918.2999999998,19300.0,135435.499977902,1497918.2999999998,19560.0,135535.499977902,1497818.2999999998,19560.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001571,1497918.299999999814,19560.000000000000,135535.499977902015","N,2001571,1497818.299999999813735,19560.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000736,61,61,70,30562,1624,2001552,2001553,2001572,1497918.2999999998,19300.0,135435.499977902,1497918.2999999998,19040.0,135435.499977902,1497918.2999999998,19300.0,135535.499977902,1497818.2999999998,19300.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001572,1497918.299999999814,19300.000000000000,135535.499977902015","N,2001572,1497818.299999999813735,19300.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000737,61,61,70,30563,1625,2001553,2001554,2001573,1497918.2999999998,19040.0,135435.499977902,1497918.2999999998,18780.0,135435.499977902,1497918.2999999998,19040.0,135535.499977902,1497818.2999999998,19040.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001573,1497918.299999999814,19040.000000000000,135535.499977902015","N,2001573,1497818.299999999813735,19040.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000738,61,61,70,30564,1626,2001554,2001555,2001574,1497918.2999999998,18780.0,135435.499977902,1497918.2999999998,18540.0,135435.499977902,1497918.2999999998,18780.0,135535.499977902,1497818.2999999998,18780.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001574,1497918.299999999814,18780.000000000000,135535.499977902015","N,2001574,1497818.299999999813735,18780.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000739,61,61,70,30565,1627,2001555,2001556,2001575,1497918.2999999998,18540.0,135435.499977902,1497918.2999999998,18375.0,135435.499977902,1497918.2999999998,18540.0,135535.499977902,1497818.2999999998,18540.0,135435.499977902,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001575,1497918.299999999814,18540.000000000000,135535.499977902015","N,2001575,1497818.299999999813735,18540.000000000000000,135435.499977902014507 ! A10：H175方向点K=I+100*ez（100 mm）"
2000751,61,61,70,30583,1673,2001601,2001602,2001621,1546918.2999999998,24525.0,129729.92236002,1546918.2999999998,24360.0,129729.92236002,1546918.2999999998,24525.0,129829.92236002,1546818.2999999998,24525.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001621,1546918.299999999814,24525.000000000000,129829.922360020006","N,2001621,1546818.299999999813735,24525.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000752,61,61,70,30584,1674,2001602,2001603,2001622,1546918.2999999998,24360.0,129729.92236002,1546918.2999999998,24120.0,129729.92236002,1546918.2999999998,24360.0,129829.92236002,1546818.2999999998,24360.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001622,1546918.299999999814,24360.000000000000,129829.922360020006","N,2001622,1546818.299999999813735,24360.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000753,61,61,70,30585,1675,2001603,2001604,2001623,1546918.2999999998,24120.0,129729.92236002,1546918.2999999998,23860.0,129729.92236002,1546918.2999999998,24120.0,129829.92236002,1546818.2999999998,24120.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001623,1546918.299999999814,24120.000000000000,129829.922360020006","N,2001623,1546818.299999999813735,24120.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000754,61,61,70,30586,1676,2001604,2001605,2001624,1546918.2999999998,23860.0,129729.92236002,1546918.2999999998,23600.0,129729.92236002,1546918.2999999998,23860.0,129829.92236002,1546818.2999999998,23860.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001624,1546918.299999999814,23860.000000000000,129829.922360020006","N,2001624,1546818.299999999813735,23860.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000755,61,61,70,30587,1677,2001605,2001606,2001625,1546918.2999999998,23600.0,129729.92236002,1546918.2999999998,23340.0,129729.92236002,1546918.2999999998,23600.0,129829.92236002,1546818.2999999998,23600.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001625,1546918.299999999814,23600.000000000000,129829.922360020006","N,2001625,1546818.299999999813735,23600.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000756,61,61,70,30588,1678,2001606,2001607,2001626,1546918.2999999998,23340.0,129729.92236002,1546918.2999999998,23080.0,129729.92236002,1546918.2999999998,23340.0,129829.92236002,1546818.2999999998,23340.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001626,1546918.299999999814,23340.000000000000,129829.922360020006","N,2001626,1546818.299999999813735,23340.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000757,61,61,70,30589,1679,2001607,2001608,2001627,1546918.2999999998,23080.0,129729.92236002,1546918.2999999998,22820.0,129729.92236002,1546918.2999999998,23080.0,129829.92236002,1546818.2999999998,23080.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001627,1546918.299999999814,23080.000000000000,129829.922360020006","N,2001627,1546818.299999999813735,23080.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000758,61,61,70,30590,1680,2001608,2001609,2001628,1546918.2999999998,22820.0,129729.92236002,1546918.2999999998,22560.0,129729.92236002,1546918.2999999998,22820.0,129829.92236002,1546818.2999999998,22820.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001628,1546918.299999999814,22820.000000000000,129829.922360020006","N,2001628,1546818.299999999813735,22820.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000759,61,61,70,30591,1681,2001609,2001610,2001629,1546918.2999999998,22560.0,129729.92236002,1546918.2999999998,22300.0,129729.92236002,1546918.2999999998,22560.0,129829.92236002,1546818.2999999998,22560.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001629,1546918.299999999814,22560.000000000000,129829.922360020006","N,2001629,1546818.299999999813735,22560.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000760,61,61,70,30592,1682,2001610,2001611,2001630,1546918.2999999998,22300.0,129729.92236002,1546918.2999999998,20600.0,129729.92236002,1546918.2999999998,22300.0,129829.92236002,1546818.2999999998,22300.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001630,1546918.299999999814,22300.000000000000,129829.922360020006","N,2001630,1546818.299999999813735,22300.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000761,61,61,70,30593,1683,2001611,2001612,2001631,1546918.2999999998,20600.0,129729.92236002,1546918.2999999998,20340.0,129729.92236002,1546918.2999999998,20600.0,129829.92236002,1546818.2999999998,20600.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001631,1546918.299999999814,20600.000000000000,129829.922360020006","N,2001631,1546818.299999999813735,20600.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000762,61,61,70,30594,1684,2001612,2001613,2001632,1546918.2999999998,20340.0,129729.92236002,1546918.2999999998,20080.0,129729.92236002,1546918.2999999998,20340.0,129829.92236002,1546818.2999999998,20340.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001632,1546918.299999999814,20340.000000000000,129829.922360020006","N,2001632,1546818.299999999813735,20340.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000763,61,61,70,30595,1685,2001613,2001614,2001633,1546918.2999999998,20080.0,129729.92236002,1546918.2999999998,19820.0,129729.92236002,1546918.2999999998,20080.0,129829.92236002,1546818.2999999998,20080.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001633,1546918.299999999814,20080.000000000000,129829.922360020006","N,2001633,1546818.299999999813735,20080.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000764,61,61,70,30596,1686,2001614,2001615,2001634,1546918.2999999998,19820.0,129729.92236002,1546918.2999999998,19560.0,129729.92236002,1546918.2999999998,19820.0,129829.92236002,1546818.2999999998,19820.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001634,1546918.299999999814,19820.000000000000,129829.922360020006","N,2001634,1546818.299999999813735,19820.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
2000765,61,61,70,30597,1687,2001615,2001616,2001635,1546918.2999999998,19560.0,129729.92236002,1546918.2999999998,19300.0,129729.92236002,1546918.2999999998,19560.0,129829.92236002,1546818.2999999998,19560.0,129729.92236002,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,"N,2001635,1546918.299999999814,19560.000000000000,129829.922360020006","N,2001635,1546818.299999999813735,19560.000000000000000,129729.922360020005726 ! A10：H175方向点K=I+100*ez（100 mm）"
