          1.,          1.,  0.5000000000000000E-01,  0.2359016197755738E+08,  0.1364682034378037E-24,  0.5784962543607520E-32
          1.,          2.,  0.1000000000000000E+00,  0.4742173460859764E+08,  0.1364682034378037E-24,  0.2877756466821899E-32
          1.,          3.,  0.1500000000000000E+00,  0.7148226834091084E+08,  0.1364682034378037E-24,  0.1909119654498989E-32
          1.,          4.,  0.2000000000000000E+00,  0.9576468104333210E+08,  0.1364682034378037E-24,  0.1425036892004620E-32
          1.,          5.,  0.2500000000000000E+00,  0.1202681859417700E+09,  0.1364682034378037E-24,  0.1134699109071765E-32
          1.,          6.,  0.3000000000000000E+00,  0.1449914015174012E+09,  0.1364682034378037E-24,  0.9412158376952127E-33
          1.,          7.,  0.3500000000000000E+00,  0.1699335379940748E+09,  0.1364682034378037E-24,  0.8030680997329794E-33
          1.,          8.,  0.4000000000000000E+00,  0.1950940513261651E+09,  0.1364682034378037E-24,  0.6994995619300118E-33
          1.,          9.,  0.4500000000000000E+00,  0.2204725374484318E+09,  0.1364682034378037E-24,  0.6189805089430850E-33
          1.,         10.,  0.4999999999999999E+00,  0.2460686772302263E+09,  0.1364682034378037E-24,  0.5545939652860474E-33
          1.,         11.,  0.5499999999999999E+00,  0.2718822071780431E+09,  0.1364682034378037E-24,  0.5019387066709995E-33
          1.,         12.,  0.6000000000000000E+00,  0.2979129020571285E+09,  0.1364682034378037E-24,  0.4580808769793872E-33
          1.,         13.,  0.6500000000000000E+00,  0.3241605649143698E+09,  0.1364682034378037E-24,  0.4209895286734003E-33
          1.,         14.,  0.7000000000000001E+00,  0.3506250197251468E+09,  0.1364682034378037E-24,  0.3892141055557886E-33
          1.,         15.,  0.7500000000000001E+00,  0.3773061076255375E+09,  0.1364682034378037E-24,  0.3616909471638964E-33
          1.,         16.,  0.8000000000000002E+00,  0.4042036824635426E+09,  0.1364682034378037E-24,  0.3376223655510921E-33
          1.,         17.,  0.8500000000000002E+00,  0.4313176097523243E+09,  0.1364682034378037E-24,  0.3163984042204256E-33
          1.,         18.,  0.9000000000000002E+00,  0.4586477634159782E+09,  0.1364682034378037E-24,  0.2975446831385322E-33
          1.,         19.,  0.9500000000000003E+00,  0.4861940263873029E+09,  0.1364682034378037E-24,  0.2806867135983545E-33
          1.,         20.,  0.1000000000000000E+01,  0.5139562878192775E+09,  0.1364682034378037E-24,  0.2655249223953265E-33
