node_id,X_mm,Y_mm,Z_mm,family,component_class
2004738,260913.649999999907,-18540.000000000000,134297.853827214014,CW2_GATE_04::left_post_bottom_weld_projection,gate
2004739,260913.649999999907,-18780.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_01,gate
2004740,260913.649999999907,-19040.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_02,gate
2004741,260913.649999999907,-19300.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_03,gate
2004742,260913.649999999907,-19560.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_04,gate
2004743,260913.649999999907,-19820.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_05,gate
2004744,260913.649999999907,-20080.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_06,gate
2004745,260913.649999999907,-20340.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_07,gate
2004746,260913.649999999907,-20600.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_08,gate
2004747,260913.649999999907,-22300.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_09,gate
2004748,260913.649999999907,-22560.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_10,gate
2004749,260913.649999999907,-22820.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_11,gate
2004750,260913.649999999907,-23080.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_12,gate
2004751,260913.649999999907,-23340.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_13,gate
2004752,260913.649999999907,-23600.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_14,gate
2004753,260913.649999999907,-23860.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_15,gate
2004754,260913.649999999907,-24120.000000000000,134297.853827214014,CW2_GATE_04::bottom_rope_master_16,gate
2004755,260913.649999999907,-24360.000000000000,134297.853827214014,CW2_GATE_04::right_post_bottom_weld_projection,gate
2004756,260913.649999999907,-24525.000000000000,134297.853827214014,CW2_GATE_04::bottom_beam_endpoint_end,gate
2004776,260913.649999999907,-17760.000000000000,143364.627105580003,CW2_GATE_04::top_beam_endpoint_start,gate
2004777,260913.649999999907,-18540.000000000000,143364.627105580003,CW2_GATE_04::left_post_top_weld_projection,gate
2004778,260913.649999999907,-19240.000000000000,143364.627105580003,CW2_GATE_04::gantry_rope_master_01,gate
2004779,260913.649999999907,-19500.000000000000,143364.627105580003,CW2_GATE_04::gantry_rope_master_02,gate
2004780,260913.649999999907,-19760.000000000000,143364.627105580003,CW2_GATE_04::gantry_rope_master_03,gate
2004781,260913.649999999907,-23140.000000000000,143364.627105580003,CW2_GATE_04::gantry_rope_master_04,gate
2004782,260913.649999999907,-23400.000000000000,143364.627105580003,CW2_GATE_04::gantry_rope_master_05,gate
2004783,260913.649999999907,-23660.000000000000,143364.627105580003,CW2_GATE_04::gantry_rope_master_06,gate
2004784,260913.649999999907,-24360.000000000000,143364.627105580003,CW2_GATE_04::right_post_top_weld_projection,gate
2004785,260913.649999999907,-25140.000000000000,143364.627105580003,CW2_GATE_04::top_beam_endpoint_end,gate
2004795,260913.649999999907,-18540.000000000000,134385.353827214014,CW2_GATE_04::left_post_physical_bottom,gate
2004796,260913.649999999907,-18540.000000000000,143284.627105580003,CW2_GATE_04::left_post_physical_top,gate
2004798,260913.649999999907,-24360.000000000000,134385.353827214014,CW2_GATE_04::right_post_physical_bottom,gate
2004799,260913.649999999907,-24360.000000000000,143284.627105580003,CW2_GATE_04::right_post_physical_top,gate
2004801,317913.649999999907,-18375.000000000000,157278.125881629996,CW2_GATE_05::bottom_beam_endpoint_start,gate
2004802,317913.649999999907,-18540.000000000000,157278.125881629996,CW2_GATE_05::left_post_bottom_weld_projection,gate
2004803,317913.649999999907,-18780.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_01,gate
2004804,317913.649999999907,-19040.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_02,gate
2004805,317913.649999999907,-19300.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_03,gate
2004806,317913.649999999907,-19560.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_04,gate
2004807,317913.649999999907,-19820.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_05,gate
2004808,317913.649999999907,-20080.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_06,gate
2004809,317913.649999999907,-20340.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_07,gate
2004810,317913.649999999907,-20600.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_08,gate
2004811,317913.649999999907,-22300.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_09,gate
2004812,317913.649999999907,-22560.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_10,gate
2004813,317913.649999999907,-22820.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_11,gate
2004814,317913.649999999907,-23080.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_12,gate
2004815,317913.649999999907,-23340.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_13,gate
2004816,317913.649999999907,-23600.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_14,gate
2004817,317913.649999999907,-23860.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_15,gate
2004818,317913.649999999907,-24120.000000000000,157278.125881629996,CW2_GATE_05::bottom_rope_master_16,gate
2004819,317913.649999999907,-24360.000000000000,157278.125881629996,CW2_GATE_05::right_post_bottom_weld_projection,gate
2004820,317913.649999999907,-24525.000000000000,157278.125881629996,CW2_GATE_05::bottom_beam_endpoint_end,gate
2004840,317913.649999999907,-17760.000000000000,166330.768180212006,CW2_GATE_05::top_beam_endpoint_start,gate
2004841,317913.649999999907,-18540.000000000000,166330.768180212006,CW2_GATE_05::left_post_top_weld_projection,gate
2004842,317913.649999999907,-19240.000000000000,166330.768180212006,CW2_GATE_05::gantry_rope_master_01,gate
2004843,317913.649999999907,-19500.000000000000,166330.768180212006,CW2_GATE_05::gantry_rope_master_02,gate
2004844,317913.649999999907,-19760.000000000000,166330.768180212006,CW2_GATE_05::gantry_rope_master_03,gate
2004845,317913.649999999907,-23140.000000000000,166330.768180212006,CW2_GATE_05::gantry_rope_master_04,gate
2004846,317913.649999999907,-23400.000000000000,166330.768180212006,CW2_GATE_05::gantry_rope_master_05,gate
2004847,317913.649999999907,-23660.000000000000,166330.768180212006,CW2_GATE_05::gantry_rope_master_06,gate
2004848,317913.649999999907,-24360.000000000000,166330.768180212006,CW2_GATE_05::right_post_top_weld_projection,gate
2004849,317913.649999999907,-25140.000000000000,166330.768180212006,CW2_GATE_05::top_beam_endpoint_end,gate
2004859,317913.649999999907,-18540.000000000000,157365.625881629996,CW2_GATE_05::left_post_physical_bottom,gate
2004860,317913.649999999907,-18540.000000000000,166250.768180212006,CW2_GATE_05::left_post_physical_top,gate
2004862,317913.649999999907,-24360.000000000000,157365.625881629996,CW2_GATE_05::right_post_physical_bottom,gate
2004863,317913.649999999907,-24360.000000000000,166250.768180212006,CW2_GATE_05::right_post_physical_top,gate
2004865,374913.649999999907,-18375.000000000000,181360.972216419992,CW2_GATE_06::bottom_beam_endpoint_start,gate
2004866,374913.649999999907,-18540.000000000000,181360.972216419992,CW2_GATE_06::left_post_bottom_weld_projection,gate
2004867,374913.649999999907,-18780.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_01,gate
2004868,374913.649999999907,-19040.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_02,gate
2004869,374913.649999999907,-19300.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_03,gate
2004870,374913.649999999907,-19560.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_04,gate
2004871,374913.649999999907,-19820.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_05,gate
2004872,374913.649999999907,-20080.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_06,gate
2004873,374913.649999999907,-20340.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_07,gate
2004874,374913.649999999907,-20600.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_08,gate
2004875,374913.649999999907,-22300.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_09,gate
2004876,374913.649999999907,-22560.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_10,gate
2004877,374913.649999999907,-22820.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_11,gate
2004878,374913.649999999907,-23080.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_12,gate
2004879,374913.649999999907,-23340.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_13,gate
2004880,374913.649999999907,-23600.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_14,gate
2004881,374913.649999999907,-23860.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_15,gate
2004882,374913.649999999907,-24120.000000000000,181360.972216419992,CW2_GATE_06::bottom_rope_master_16,gate
2004883,374913.649999999907,-24360.000000000000,181360.972216419992,CW2_GATE_06::right_post_bottom_weld_projection,gate
2004884,374913.649999999907,-24525.000000000000,181360.972216419992,CW2_GATE_06::bottom_beam_endpoint_end,gate
2004904,374913.649999999907,-17760.000000000000,190425.383196476992,CW2_GATE_06::top_beam_endpoint_start,gate
2004905,374913.649999999907,-18540.000000000000,190425.383196476992,CW2_GATE_06::left_post_top_weld_projection,gate
2004906,374913.649999999907,-19240.000000000000,190425.383196476992,CW2_GATE_06::gantry_rope_master_01,gate
2004907,374913.649999999907,-19500.000000000000,190425.383196476992,CW2_GATE_06::gantry_rope_master_02,gate
2004908,374913.649999999907,-19760.000000000000,190425.383196476992,CW2_GATE_06::gantry_rope_master_03,gate
2004909,374913.649999999907,-23140.000000000000,190425.383196476992,CW2_GATE_06::gantry_rope_master_04,gate
2004910,374913.649999999907,-23400.000000000000,190425.383196476992,CW2_GATE_06::gantry_rope_master_05,gate
2004911,374913.649999999907,-23660.000000000000,190425.383196476992,CW2_GATE_06::gantry_rope_master_06,gate
2004912,374913.649999999907,-24360.000000000000,190425.383196476992,CW2_GATE_06::right_post_top_weld_projection,gate
2004913,374913.649999999907,-25140.000000000000,190425.383196476992,CW2_GATE_06::top_beam_endpoint_end,gate
2004923,374913.649999999907,-18540.000000000000,181448.472216419992,CW2_GATE_06::left_post_physical_bottom,gate
2004924,374913.649999999907,-18540.000000000000,190345.383196476992,CW2_GATE_06::left_post_physical_top,gate
2004926,374913.649999999907,-24360.000000000000,181448.472216419992,CW2_GATE_06::right_post_physical_bottom,gate
2004927,374913.649999999907,-24360.000000000000,190345.383196476992,CW2_GATE_06::right_post_physical_top,gate
2004929,431913.649999999907,-18375.000000000000,206921.721881486010,CW2_GATE_07::bottom_beam_endpoint_start,gate
2004930,431913.649999999907,-18540.000000000000,206921.721881486010,CW2_GATE_07::left_post_bottom_weld_projection,gate
2004931,431913.649999999907,-18780.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_01,gate
2004932,431913.649999999907,-19040.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_02,gate
2004933,431913.649999999907,-19300.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_03,gate
2004934,431913.649999999907,-19560.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_04,gate
2004935,431913.649999999907,-19820.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_05,gate
2004936,431913.649999999907,-20080.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_06,gate
2004937,431913.649999999907,-20340.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_07,gate
2004938,431913.649999999907,-20600.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_08,gate
2004939,431913.649999999907,-22300.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_09,gate
2004940,431913.649999999907,-22560.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_10,gate
2004941,431913.649999999907,-22820.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_11,gate
2004942,431913.649999999907,-23080.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_12,gate
2004943,431913.649999999907,-23340.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_13,gate
2004944,431913.649999999907,-23600.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_14,gate
2004945,431913.649999999907,-23860.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_15,gate
2004946,431913.649999999907,-24120.000000000000,206921.721881486010,CW2_GATE_07::bottom_rope_master_16,gate
2004947,431913.649999999907,-24360.000000000000,206921.721881486010,CW2_GATE_07::right_post_bottom_weld_projection,gate
2004948,431913.649999999907,-24525.000000000000,206921.721881486010,CW2_GATE_07::bottom_beam_endpoint_end,gate
2004968,431913.649999999907,-17760.000000000000,215717.124845765007,CW2_GATE_07::top_beam_endpoint_start,gate
2004969,431913.649999999907,-18540.000000000000,215717.124845765007,CW2_GATE_07::left_post_top_weld_projection,gate
2004970,431913.649999999907,-19240.000000000000,215717.124845765007,CW2_GATE_07::gantry_rope_master_01,gate
2004971,431913.649999999907,-19500.000000000000,215717.124845765007,CW2_GATE_07::gantry_rope_master_02,gate
2004972,431913.649999999907,-19760.000000000000,215717.124845765007,CW2_GATE_07::gantry_rope_master_03,gate
2004973,431913.649999999907,-23140.000000000000,215717.124845765007,CW2_GATE_07::gantry_rope_master_04,gate
2004974,431913.649999999907,-23400.000000000000,215717.124845765007,CW2_GATE_07::gantry_rope_master_05,gate
2004975,431913.649999999907,-23660.000000000000,215717.124845765007,CW2_GATE_07::gantry_rope_master_06,gate
2004976,431913.649999999907,-24360.000000000000,215717.124845765007,CW2_GATE_07::right_post_top_weld_projection,gate
2004977,431913.649999999907,-25140.000000000000,215717.124845765007,CW2_GATE_07::top_beam_endpoint_end,gate
2004987,431913.649999999907,-18540.000000000000,207009.221881486010,CW2_GATE_07::left_post_physical_bottom,gate
2004988,431913.649999999907,-18540.000000000000,215637.124845765007,CW2_GATE_07::left_post_physical_top,gate
2004990,431913.649999999907,-24360.000000000000,207009.221881486010,CW2_GATE_07::right_post_physical_bottom,gate
2004991,431913.649999999907,-24360.000000000000,215637.124845765007,CW2_GATE_07::right_post_physical_top,gate
2004993,488918.300000000047,-18375.000000000000,233605.671379095002,CW2_GATE_08::bottom_beam_endpoint_start,gate
2004994,488918.300000000047,-18540.000000000000,233605.671379095002,CW2_GATE_08::left_post_bottom_weld_projection,gate
2004995,488918.300000000047,-18780.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_01,gate
2004996,488918.300000000047,-19040.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_02,gate
2004997,488918.300000000047,-19300.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_03,gate
2004998,488918.300000000047,-19560.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_04,gate
2004999,488918.300000000047,-19820.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_05,gate
2005000,488918.300000000047,-20080.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_06,gate
2005001,488918.300000000047,-20340.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_07,gate
2005002,488918.300000000047,-20600.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_08,gate
2005003,488918.300000000047,-22300.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_09,gate
2005004,488918.300000000047,-22560.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_10,gate
2005005,488918.300000000047,-22820.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_11,gate
2005006,488918.300000000047,-23080.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_12,gate
2005007,488918.300000000047,-23340.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_13,gate
2005008,488918.300000000047,-23600.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_14,gate
2005009,488918.300000000047,-23860.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_15,gate
2005010,488918.300000000047,-24120.000000000000,233605.671379095002,CW2_GATE_08::bottom_rope_master_16,gate
2005011,488918.300000000047,-24360.000000000000,233605.671379095002,CW2_GATE_08::right_post_bottom_weld_projection,gate
2005012,488918.300000000047,-24525.000000000000,233605.671379095002,CW2_GATE_08::bottom_beam_endpoint_end,gate
2005032,488918.300000000047,-17760.000000000000,242149.411112353002,CW2_GATE_08::top_beam_endpoint_start,gate
2005033,488918.300000000047,-18540.000000000000,242149.411112353002,CW2_GATE_08::left_post_top_weld_projection,gate
2005034,488918.300000000047,-19240.000000000000,242149.411112353002,CW2_GATE_08::gantry_rope_master_01,gate
2005035,488918.300000000047,-19500.000000000000,242149.411112353002,CW2_GATE_08::gantry_rope_master_02,gate
2005036,488918.300000000047,-19760.000000000000,242149.411112353002,CW2_GATE_08::gantry_rope_master_03,gate
2005037,488918.300000000047,-23140.000000000000,242149.411112353002,CW2_GATE_08::gantry_rope_master_04,gate
2005038,488918.300000000047,-23400.000000000000,242149.411112353002,CW2_GATE_08::gantry_rope_master_05,gate
2005039,488918.300000000047,-23660.000000000000,242149.411112353002,CW2_GATE_08::gantry_rope_master_06,gate
2005040,488918.300000000047,-24360.000000000000,242149.411112353002,CW2_GATE_08::right_post_top_weld_projection,gate
2005041,488918.300000000047,-25140.000000000000,242149.411112353002,CW2_GATE_08::top_beam_endpoint_end,gate
2005051,488918.300000000047,-18540.000000000000,233693.171379095002,CW2_GATE_08::left_post_physical_bottom,gate
2005052,488918.300000000047,-18540.000000000000,242069.411112353002,CW2_GATE_08::left_post_physical_top,gate
2005054,488918.300000000047,-24360.000000000000,233693.171379095002,CW2_GATE_08::right_post_physical_bottom,gate
2005055,488918.300000000047,-24360.000000000000,242069.411112353002,CW2_GATE_08::right_post_physical_top,gate
2005057,545913.649999999907,-18375.000000000000,261406.546462196013,CW2_GATE_09::bottom_beam_endpoint_start,gate
2005058,545913.649999999907,-18540.000000000000,261406.546462196013,CW2_GATE_09::left_post_bottom_weld_projection,gate
2005059,545913.649999999907,-18780.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_01,gate
2005060,545913.649999999907,-19040.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_02,gate
2005061,545913.649999999907,-19300.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_03,gate
2005062,545913.649999999907,-19560.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_04,gate
2005063,545913.649999999907,-19820.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_05,gate
2005064,545913.649999999907,-20080.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_06,gate
2005065,545913.649999999907,-20340.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_07,gate
2005066,545913.649999999907,-20600.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_08,gate
2005067,545913.649999999907,-22300.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_09,gate
2005068,545913.649999999907,-22560.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_10,gate
2005069,545913.649999999907,-22820.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_11,gate
2005070,545913.649999999907,-23080.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_12,gate
2005071,545913.649999999907,-23340.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_13,gate
2005072,545913.649999999907,-23600.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_14,gate
2005073,545913.649999999907,-23860.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_15,gate
2005074,545913.649999999907,-24120.000000000000,261406.546462196013,CW2_GATE_09::bottom_rope_master_16,gate
2005075,545913.649999999907,-24360.000000000000,261406.546462196013,CW2_GATE_09::right_post_bottom_weld_projection,gate
2005076,545913.649999999907,-24525.000000000000,261406.546462196013,CW2_GATE_09::bottom_beam_endpoint_end,gate
2005096,545913.649999999907,-17760.000000000000,269728.777313956991,CW2_GATE_09::top_beam_endpoint_start,gate
2005097,545913.649999999907,-18540.000000000000,269728.777313956991,CW2_GATE_09::left_post_top_weld_projection,gate
2005098,545913.649999999907,-19240.000000000000,269728.777313956991,CW2_GATE_09::gantry_rope_master_01,gate
2005099,545913.649999999907,-19500.000000000000,269728.777313956991,CW2_GATE_09::gantry_rope_master_02,gate
2005100,545913.649999999907,-19760.000000000000,269728.777313956991,CW2_GATE_09::gantry_rope_master_03,gate
2005101,545913.649999999907,-23140.000000000000,269728.777313956991,CW2_GATE_09::gantry_rope_master_04,gate
2005102,545913.649999999907,-23400.000000000000,269728.777313956991,CW2_GATE_09::gantry_rope_master_05,gate
2005103,545913.649999999907,-23660.000000000000,269728.777313956991,CW2_GATE_09::gantry_rope_master_06,gate
2005104,545913.649999999907,-24360.000000000000,269728.777313956991,CW2_GATE_09::right_post_top_weld_projection,gate
2005105,545913.649999999907,-25140.000000000000,269728.777313956991,CW2_GATE_09::top_beam_endpoint_end,gate
2005115,545913.649999999907,-18540.000000000000,261494.046462196013,CW2_GATE_09::left_post_physical_bottom,gate
2005116,545913.649999999907,-18540.000000000000,269648.777313956991,CW2_GATE_09::left_post_physical_top,gate
2005118,545913.649999999907,-24360.000000000000,261494.046462196013,CW2_GATE_09::right_post_physical_bottom,gate
2005119,545913.649999999907,-24360.000000000000,269648.777313956991,CW2_GATE_09::right_post_physical_top,gate
2005121,602918.300000000047,-18375.000000000000,290719.837273828976,CW2_GATE_10::bottom_beam_endpoint_start,gate
2005122,602918.300000000047,-18540.000000000000,290719.837273828976,CW2_GATE_10::left_post_bottom_weld_projection,gate
2005123,602918.300000000047,-18780.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_01,gate
2005124,602918.300000000047,-19040.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_02,gate
2005125,602918.300000000047,-19300.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_03,gate
2005126,602918.300000000047,-19560.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_04,gate
2005127,602918.300000000047,-19820.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_05,gate
2005128,602918.300000000047,-20080.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_06,gate
2005129,602918.300000000047,-20340.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_07,gate
2005130,602918.300000000047,-20600.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_08,gate
2005131,602918.300000000047,-22300.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_09,gate
2005132,602918.300000000047,-22560.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_10,gate
2005133,602918.300000000047,-22820.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_11,gate
2005134,602918.300000000047,-23080.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_12,gate
2005135,602918.300000000047,-23340.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_13,gate
2005136,602918.300000000047,-23600.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_14,gate
2005137,602918.300000000047,-23860.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_15,gate
2005138,602918.300000000047,-24120.000000000000,290719.837273828976,CW2_GATE_10::bottom_rope_master_16,gate
2005139,602918.300000000047,-24360.000000000000,290719.837273828976,CW2_GATE_10::right_post_bottom_weld_projection,gate
2005140,602918.300000000047,-24525.000000000000,290719.837273828976,CW2_GATE_10::bottom_beam_endpoint_end,gate
2005160,602918.300000000047,-17760.000000000000,298524.102580634994,CW2_GATE_10::top_beam_endpoint_start,gate
2005161,602918.300000000047,-18540.000000000000,298524.102580634994,CW2_GATE_10::left_post_top_weld_projection,gate
2005162,602918.300000000047,-19240.000000000000,298524.102580634994,CW2_GATE_10::gantry_rope_master_01,gate
2005163,602918.300000000047,-19500.000000000000,298524.102580634994,CW2_GATE_10::gantry_rope_master_02,gate
2005164,602918.300000000047,-19760.000000000000,298524.102580634994,CW2_GATE_10::gantry_rope_master_03,gate
2005165,602918.300000000047,-23140.000000000000,298524.102580634994,CW2_GATE_10::gantry_rope_master_04,gate
2005166,602918.300000000047,-23400.000000000000,298524.102580634994,CW2_GATE_10::gantry_rope_master_05,gate
2005167,602918.300000000047,-23660.000000000000,298524.102580634994,CW2_GATE_10::gantry_rope_master_06,gate
2005168,602918.300000000047,-24360.000000000000,298524.102580634994,CW2_GATE_10::right_post_top_weld_projection,gate
2005169,602918.300000000047,-25140.000000000000,298524.102580634994,CW2_GATE_10::top_beam_endpoint_end,gate
2005179,602918.300000000047,-18540.000000000000,290807.337273828976,CW2_GATE_10::left_post_physical_bottom,gate
2005180,602918.300000000047,-18540.000000000000,298444.102580634994,CW2_GATE_10::left_post_physical_top,gate
2005182,602918.300000000047,-24360.000000000000,290807.337273828976,CW2_GATE_10::right_post_physical_bottom,gate
2005183,602918.300000000047,-24360.000000000000,298444.102580634994,CW2_GATE_10::right_post_physical_top,gate
2005185,659913.649999999907,-18375.000000000000,321167.691620761994,CW2_GATE_11::bottom_beam_endpoint_start,gate
2005186,659913.649999999907,-18540.000000000000,321167.691620761994,CW2_GATE_11::left_post_bottom_weld_projection,gate
2005187,659913.649999999907,-18780.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_01,gate
2005188,659913.649999999907,-19040.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_02,gate
2005189,659913.649999999907,-19300.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_03,gate
2005190,659913.649999999907,-19560.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_04,gate
2005191,659913.649999999907,-19820.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_05,gate
2005192,659913.649999999907,-20080.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_06,gate
2005193,659913.649999999907,-20340.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_07,gate
2005194,659913.649999999907,-20600.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_08,gate
2005195,659913.649999999907,-22300.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_09,gate
2005196,659913.649999999907,-22560.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_10,gate
2005197,659913.649999999907,-22820.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_11,gate
2005198,659913.649999999907,-23080.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_12,gate
2005199,659913.649999999907,-23340.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_13,gate
2005200,659913.649999999907,-23600.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_14,gate
2005201,659913.649999999907,-23860.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_15,gate
2005202,659913.649999999907,-24120.000000000000,321167.691620761994,CW2_GATE_11::bottom_rope_master_16,gate
2005203,659913.649999999907,-24360.000000000000,321167.691620761994,CW2_GATE_11::right_post_bottom_weld_projection,gate
2005204,659913.649999999907,-24525.000000000000,321167.691620761994,CW2_GATE_11::bottom_beam_endpoint_end,gate
2005224,659913.649999999907,-17760.000000000000,328479.474810063024,CW2_GATE_11::top_beam_endpoint_start,gate
2005225,659913.649999999907,-18540.000000000000,328479.474810063024,CW2_GATE_11::left_post_top_weld_projection,gate
2005226,659913.649999999907,-19240.000000000000,328479.474810063024,CW2_GATE_11::gantry_rope_master_01,gate
2005227,659913.649999999907,-19500.000000000000,328479.474810063024,CW2_GATE_11::gantry_rope_master_02,gate
