
 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.269

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008081  -2209.6     
 2008082  -4091.4     
 2008083  -1965.4     
 2008084  -3461.9     
 2008085  -6346.5     
 2008086  -4586.9     
 2008087  -5345.6     
 2008088  -7392.6     
 2008200  -4241.4     
 2008201  -5069.7     
 2008202  -7351.1     
 2008203  -7350.9     
 2008204  -2040.2     
 2008205  -3591.1     
 2008206  -6393.2     
 2008207  -6393.1     
 2008208  -2213.6     
 2008209  -2462.4     
 2008210  -4510.0     
 2008211  -4509.0     
 2008287  -7351.0     
 2008288  -9751.9     
 2008289  -10504.     
 2008290  -11334.     
 2008291  -12013.     
 2008292  -13031.     
 2008293  -14016.     
 2008294  -14708.     
 2008295  -14985.     
 2008296  -17705.     
 2008297  -6393.2     
 2008298  -8753.8     
 2008299  -9360.5     
 2008300  -9669.4     
 2008301  -10294.     
 2008302  -10410.     
 2008303  -10907.     
 2008304  -11188.     
 2008305  -11749.     
 2008306  -13549.     
 2008307  -4509.0     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008308  -7336.1     
 2008309  -7498.5     
 2008310  -8199.2     
 2008311  -8604.3     
 2008312  -9102.9     
 2008313  -9216.4     
 2008314  -9800.4     
 2008315  -10177.     
 2008316  -11442.     
 2008392  -17705.     
 2008393  -19074.     
 2008394  -19744.     
 2008395  -20140.     
 2008396  -20113.     
 2008397  -20456.     
 2008398  -21020.     
 2008399  -21141.     
 2008400  -20845.     
 2008401  -21524.     
 2008402  -13549.     
 2008403  -15291.     
 2008404  -15645.     
 2008405  -15839.     
 2008406  -16153.     
 2008407  -16217.     
 2008408  -16314.     
 2008409  -16363.     
 2008410  -16446.     
 2008411  -16350.     
 2008412  -11441.     
 2008413  -13494.     
 2008414  -13409.     
 2008415  -13691.     
 2008416  -13976.     
 2008417  -14121.     
 2008418  -13998.     
 2008419  -14125.     
 2008420  -14371.     
 2008421  -13698.     
 2008482  -21524.     
 2008483  -20578.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008484  -20807.     
 2008485  -20622.     
 2008486  -20012.     
 2008487  -19627.     
 2008488  -19659.     
 2008489  -17313.     
 2008490  -16350.     
 2008491  -16170.     
 2008492  -15998.     
 2008493  -15906.     
 2008494  -15691.     
 2008495  -15594.     
 2008496  -15200.     
 2008497  -13473.     
 2008498  -13698.     
 2008499  -14004.     
 2008500  -13701.     
 2008501  -13467.     
 2008502  -13506.     
 2008503  -13213.     
 2008504  -12896.     
 2008505  -11821.     
 2008584  -17313.     
 2008585  -14668.     
 2008586  -14453.     
 2008587  -13863.     
 2008588  -12910.     
 2008589  -11930.     
 2008590  -11278.     
 2008591  -10486.     
 2008592  -9741.3     
 2008593  -7288.9     
 2008594  -7288.6     
 2008595  -13473.     
 2008596  -11709.     
 2008597  -11154.     
 2008598  -10885.     
 2008599  -10398.     
 2008600  -10281.     
 2008601  -9661.1     
 2008602  -9357.2     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008603  -8758.4     
 2008604  -6423.8     
 2008605  -6423.6     
 2008606  -11821.     
 2008607  -10468.     
 2008608  -10018.     
 2008609  -9360.1     
 2008610  -9203.1     
 2008611  -8669.8     
 2008612  -8247.9     
 2008613  -7523.4     
 2008614  -7344.0     
 2008615  -4584.3     
 2008616  -4583.3     
 2008719  -1977.1     
 2008720  -2439.4     
 2008721  -4584.2     
 2008722  -2003.5     
 2008723  -3548.9     
 2008724  -6423.7     
 2008725  -4304.9     
 2008726  -5064.8     
 2008727  -7288.8     
 2008839  -3868.9     
 2008840  -4664.2     
 2008841  -7126.6     
 2008842  -7126.3     
 2008843  -2050.1     
 2008844  -3629.2     
 2008845  -6440.9     
 2008846  -6440.9     
 2008847  -2420.1     
 2008848  -2798.3     
 2008849  -4976.1     
 2008850  -4975.3     
 2008926  -7126.4     
 2008927  -9503.9     
 2008928  -10181.     
 2008929  -10965.     
 2008930  -11568.     
 2008931  -12540.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2008932  -13447.     
 2008933  -14095.     
 2008934  -14325.     
 2008935  -16980.     
 2008936  -6441.0     
 2008937  -8859.3     
 2008938  -9481.2     
 2008939  -9763.9     
 2008940  -10380.     
 2008941  -10522.     
 2008942  -11038.     
 2008943  -11297.     
 2008944  -11845.     
 2008945  -13661.     
 2008946  -4975.3     
 2008947  -7770.5     
 2008948  -8017.8     
 2008949  -8765.4     
 2008950  -9256.1     
 2008951  -9798.5     
 2008952  -9978.2     
 2008953  -10613.     
 2008954  -11074.     
 2008955  -12406.     
 2009031  -16980.     
 2009032  -18298.     
 2009033  -18912.     
 2009034  -19282.     
 2009035  -19244.     
 2009036  -19572.     
 2009037  -20098.     
 2009038  -20212.     
 2009039  -19932.     
 2009040  -20610.     
 2009041  -13661.     
 2009042  -15414.     
 2009043  -15786.     
 2009044  -15969.     
 2009045  -16268.     
 2009046  -16341.     
 2009047  -16456.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009048  -16502.     
 2009049  -16568.     
 2009050  -16475.     
 2009051  -12405.     
 2009052  -14525.     
 2009053  -14465.     
 2009054  -14777.     
 2009055  -15122.     
 2009056  -15283.     
 2009057  -15151.     
 2009058  -15288.     
 2009059  -15568.     
 2009060  -14889.     
 2009121  -20610.     
 2009122  -19679.     
 2009123  -19910.     
 2009124  -19741.     
 2009125  -19184.     
 2009126  -18827.     
 2009127  -18891.     
 2009128  -16585.     
 2009129  -16475.     
 2009130  -16291.     
 2009131  -16143.     
 2009132  -16058.     
 2009133  -15826.     
 2009134  -15715.     
 2009135  -15340.     
 2009136  -13613.     
 2009137  -14889.     
 2009138  -15191.     
 2009139  -14848.     
 2009140  -14596.     
 2009141  -14629.     
 2009142  -14312.     
 2009143  -13935.     
 2009144  -12807.     
 2009223  -16585.     
 2009224  -14007.     
 2009225  -13842.     
 2009226  -13293.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009227  -12417.     
 2009228  -11481.     
 2009229  -10902.     
 2009230  -10150.     
 2009231  -9476.2     
 2009232  -7047.5     
 2009233  -7047.1     
 2009234  -13613.     
 2009235  -11820.     
 2009236  -11275.     
 2009237  -11027.     
 2009238  -10520.     
 2009239  -10375.     
 2009240  -9761.7     
 2009241  -9482.6     
 2009242  -8867.2     
 2009243  -6464.9     
 2009244  -6464.8     
 2009245  -12807.     
 2009246  -11384.     
 2009247  -10848.     
 2009248  -10136.     
 2009249  -9910.8     
 2009250  -9335.0     
 2009251  -8829.3     
 2009252  -8061.6     
 2009253  -7801.3     
 2009254  -5082.1     
 2009255  -5081.2     
 2009358  -2156.8     
 2009359  -2716.7     
 2009360  -5081.9     
 2009361  -2030.1     
 2009362  -3607.0     
 2009363  -6464.8     
 2009364  -3996.0     
 2009365  -4727.7     
 2009366  -7047.4     
 2009478  -3309.1     
 2009479  -4085.4     
 2009480  -6833.9     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009481  -6833.6     
 2009482  -2066.4     
 2009483  -3673.9     
 2009484  -6474.5     
 2009485  -6474.5     
 2009486  -2671.7     
 2009487  -3211.3     
 2009488  -5587.5     
 2009489  -5586.8     
 2009565  -6833.6     
 2009566  -9149.2     
 2009567  -9728.6     
 2009568  -10452.     
 2009569  -10964.     
 2009570  -11875.     
 2009571  -12684.     
 2009572  -13279.     
 2009573  -13453.     
 2009574  -16023.     
 2009575  -6474.6     
 2009576  -8967.2     
 2009577  -9601.3     
 2009578  -9851.9     
 2009579  -10451.     
 2009580  -10623.     
 2009581  -11157.     
 2009582  -11388.     
 2009583  -11918.     
 2009584  -13744.     
 2009585  -5586.9     
 2009586  -8313.7     
 2009587  -8654.5     
 2009588  -9449.5     
 2009589  -10037.     
 2009590  -10629.     
 2009591  -10883.     
 2009592  -11573.     
 2009593  -12131.     
 2009594  -13536.     
 2009670  -16023.     
 2009671  -17277.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009672  -17819.     
 2009673  -18157.     
 2009674  -18111.     
 2009675  -18419.     
 2009676  -18896.     
 2009677  -19001.     
 2009678  -18743.     
 2009679  -19416.     
 2009680  -13744.     
 2009681  -15501.     
 2009682  -15893.     
 2009683  -16062.     
 2009684  -16341.     
 2009685  -16424.     
 2009686  -16560.     
 2009687  -16601.     
 2009688  -16648.     
 2009689  -16558.     
 2009690  -13536.     
 2009691  -15727.     
 2009692  -15694.     
 2009693  -16040.     
 2009694  -16454.     
 2009695  -16634.     
 2009696  -16491.     
 2009697  -16638.     
 2009698  -16958.     
 2009699  -16275.     
 2009760  -19416.     
 2009761  -18506.     
 2009762  -18737.     
 2009763  -18585.     
 2009764  -18096.     
 2009765  -17772.     
 2009766  -17870.     
 2009767  -15619.     
 2009768  -16558.     
 2009769  -16369.     
 2009770  -16251.     
 2009771  -16174.     
 2009772  -15925.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009773  -15798.     
 2009774  -15449.     
 2009775  -13728.     
 2009776  -16275.     
 2009777  -16572.     
 2009778  -16183.     
 2009779  -15912.     
 2009780  -15940.     
 2009781  -15595.     
 2009782  -15149.     
 2009783  -13967.     
 2009862  -15619.     
 2009863  -13128.     
 2009864  -13019.     
 2009865  -12519.     
 2009866  -11741.     
 2009867  -10860.     
 2009868  -10368.     
 2009869  -9665.4     
 2009870  -9083.7     
 2009871  -6710.5     
 2009872  -6710.0     
 2009873  -13728.     
 2009874  -11908.     
 2009875  -11379.     
 2009876  -11157.     
 2009877  -10630.     
 2009878  -10454.     
 2009879  -9854.9     
 2009880  -9606.0     
 2009881  -8976.6     
 2009882  -6490.7     
 2009883  -6490.6     
 2009884  -13967.     
 2009885  -12470.     
 2009886  -11834.     
 2009887  -11064.     
 2009888  -10764.     
 2009889  -10141.     
 2009890  -9541.7     
 2009891  -8733.2     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2009892  -8386.6     
 2009893  -5737.3     
 2009894  -5736.5     
 2009997  -2373.3     
 2009998  -3037.7     
 2009999  -5737.2     
 2010000  -2059.2     
 2010001  -3667.5     
 2010002  -6490.6     
 2010003  -3529.5     
 2010004  -4250.7     
 2010005  -6710.4     
 2010117  -2798.7     
 2010118  -3581.9     
 2010119  -6501.9     
 2010120  -6501.5     
 2010121  -2080.5     
 2010122  -3700.3     
 2010123  -6484.5     
 2010124  -6484.6     
 2010125  -2967.7     
 2010126  -3600.0     
 2010127  -6107.8     
 2010128  -6107.2     
 2010204  -6501.5     
 2010205  -8771.2     
 2010206  -9274.2     
 2010207  -9955.2     
 2010208  -10400.     
 2010209  -11265.     
 2010210  -11995.     
 2010211  -12551.     
 2010212  -12683.     
 2010213  -15187.     
 2010214  -6484.6     
 2010215  -9023.6     
 2010216  -9665.4     
 2010217  -9890.8     
 2010218  -10475.     
 2010219  -10669.     
 2010220  -11215.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2010221  -11425.     
 2010222  -11938.     
 2010223  -13771.     
 2010224  -6107.2     
 2010225  -8782.2     
 2010226  -9190.0     
 2010227  -10020.     
 2010228  -10681.     
 2010229  -11310.     
 2010230  -11616.     
 2010231  -12347.     
 2010232  -12978.     
 2010233  -14437.     
 2010309  -15186.     
 2010310  -16393.     
 2010311  -16876.     
 2010312  -17191.     
 2010313  -17140.     
 2010314  -17433.     
 2010315  -17869.     
 2010316  -17968.     
 2010317  -17729.     
 2010318  -18397.     
 2010319  -13771.     
 2010320  -15532.     
 2010321  -15937.     
 2010322  -16094.     
 2010323  -16358.     
 2010324  -16448.     
 2010325  -16600.     
 2010326  -16638.     
 2010327  -16669.     
 2010328  -16581.     
 2010329  -14436.     
 2010330  -16677.     
 2010331  -16663.     
 2010332  -17033.     
 2010333  -17500.     
 2010334  -17694.     
 2010335  -17542.     
 2010336  -17697.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.271

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2010337  -18047.     
 2010338  -17363.     
 2010399  -18397.     
 2010400  -17503.     
 2010401  -17731.     
 2010402  -17593.     
 2010403  -17159.     
 2010404  -16861.     
 2010405  -16982.     
 2010406  -14775.     
 2010407  -16581.     
 2010408  -16388.     
 2010409  -16294.     
 2010410  -16224.     
 2010411  -15962.     
 2010412  -15823.     
 2010413  -15495.     
 2010414  -13778.     
 2010415  -17363.     
 2010416  -17655.     
 2010417  -17230.     
 2010418  -16946.     
 2010419  -16971.     
 2010420  -16606.     
 2010421  -16108.     
 2010422  -14888.     
 2010501  -14774.     
 2010502  -12352.     
 2010503  -12285.     
 2010504  -11822.     
 2010505  -11120.     
 2010506  -10281.     
 2010507  -9854.8     
 2010508  -9186.8     
 2010509  -8676.4     
 2010510  -6330.7     
 2010511  -6330.1     
 2010512  -13778.     
 2010513  -11938.     
 2010514  -11423.     
 2010515  -11220.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2010516  -10679.     
 2010517  -10480.     
 2010518  -9893.2     
 2010519  -9668.0     
 2010520  -9028.6     
 2010521  -6494.1     
 2010522  -6494.0     
 2010523  -14888.     
 2010524  -13337.     
 2010525  -12624.     
 2010526  -11811.     
 2010527  -11458.     
 2010528  -10800.     
 2010529  -10128.     
 2010530  -9287.3     
 2010531  -8877.1     
 2010532  -6264.1     
 2010533  -6263.3     
 2010636  -2672.4     
 2010637  -3375.7     
 2010638  -6264.0     
 2010639  -2068.1     
 2010640  -3689.5     
 2010641  -6494.0     
 2010642  -3093.2     
 2010643  -3807.1     
 2010644  -6330.5     
 2010756  -2522.5     
 2010757  -3238.0     
 2010758  -5954.1     
 2010759  -5953.6     
 2010760  -2060.4     
 2010761  -3661.0     
 2010762  -6464.9     
 2010763  -6464.9     
 2010764  -3350.8     
 2010765  -4007.8     
 2010766  -6454.3     
 2010767  -6453.9     
 2010843  -5953.6     
 2010844  -8261.6     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2010845  -8699.4     
 2010846  -9355.9     
 2010847  -9734.3     
 2010848  -10558.     
 2010849  -11208.     
 2010850  -11727.     
 2010851  -11814.     
 2010852  -14254.     
 2010853  -6465.0     
 2010854  -8985.9     
 2010855  -9639.9     
 2010856  -9837.2     
 2010857  -10410.     
 2010858  -10630.     
 2010859  -11193.     
 2010860  -11382.     
 2010861  -11880.     
 2010862  -13732.     
 2010863  -6453.9     
 2010864  -9168.0     
 2010865  -9657.4     
 2010866  -10538.     
 2010867  -11285.     
 2010868  -11955.     
 2010869  -12320.     
 2010870  -13096.     
 2010871  -13807.     
 2010872  -15328.     
 2010948  -14254.     
 2010949  -15418.     
 2010950  -15837.     
 2010951  -16128.     
 2010952  -16072.     
 2010953  -16349.     
 2010954  -16740.     
 2010955  -16833.     
 2010956  -16615.     
 2010957  -17278.     
 2010958  -13732.     
 2010959  -15507.     
 2010960  -15927.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2010961  -16073.     
 2010962  -16321.     
 2010963  -16419.     
 2010964  -16588.     
 2010965  -16622.     
 2010966  -16637.     
 2010967  -16551.     
 2010968  -15327.     
 2010969  -17624.     
 2010970  -17631.     
 2010971  -18027.     
 2010972  -18550.     
 2010973  -18759.     
 2010974  -18598.     
 2010975  -18760.     
 2010976  -19143.     
 2010977  -18456.     
 2011038  -17278.     
 2011039  -16406.     
 2011040  -16629.     
 2011041  -16505.     
 2011042  -16131.     
 2011043  -15861.     
 2011044  -16005.     
 2011045  -13844.     
 2011046  -16551.     
 2011047  -16354.     
 2011048  -16284.     
 2011049  -16221.     
 2011050  -15945.     
 2011051  -15792.     
 2011052  -15487.     
 2011053  -13763.     
 2011054  -18456.     
 2011055  -18738.     
 2011056  -18278.     
 2011057  -17979.     
 2011058  -18001.     
 2011059  -17612.     
 2011060  -17061.     
 2011061  -15791.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2011140  -13844.     
 2011141  -11493.     
 2011142  -11471.     
 2011143  -11046.     
 2011144  -10425.     
 2011145  -9628.7     
 2011146  -9269.6     
 2011147  -8631.5     
 2011148  -8188.2     
 2011149  -5800.6     
 2011150  -5799.9     
 2011151  -13763.     
 2011152  -11892.     
 2011153  -11389.     
 2011154  -11205.     
 2011155  -10646.     
 2011156  -10419.     
 2011157  -9841.1     
 2011158  -9643.1     
 2011159  -8989.5     
 2011160  -6465.1     
 2011161  -6465.0     
 2011162  -15790.     
 2011163  -14170.     
 2011164  -13376.     
 2011165  -12513.     
 2011166  -12098.     
 2011167  -11395.     
 2011168  -10633.     
 2011169  -9734.6     
 2011170  -9236.5     
 2011171  -6575.2     
 2011172  -6574.6     
 2011275  -3122.8     
 2011276  -3844.7     
 2011277  -6575.1     
 2011278  -2053.7     
 2011279  -3656.9     
 2011280  -6465.0     
 2011281  -2811.4     
 2011282  -3409.7     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2011283  -5800.4     
 2011395  -2281.7     
 2011396  -2889.9     
 2011397  -5266.9     
 2011398  -5266.3     
 2011399  -2023.8     
 2011400  -3584.9     
 2011401  -6416.0     
 2011402  -6416.0     
 2011403  -3790.3     
 2011404  -4453.5     
 2011405  -6759.2     
 2011406  -6758.8     
 2011482  -5266.4     
 2011483  -7644.8     
 2011484  -8007.0     
 2011485  -8638.1     
 2011486  -8932.9     
 2011487  -9705.7     
 2011488  -10257.     
 2011489  -10731.     
 2011490  -10761.     
 2011491  -13121.     
 2011492  -6416.1     
 2011493  -8893.7     
 2011494  -9559.9     
 2011495  -9721.8     
 2011496  -10280.     
 2011497  -10532.     
 2011498  -11112.     
 2011499  -11276.     
 2011500  -11753.     
 2011501  -13629.     
 2011502  -6758.9     
 2011503  -9530.0     
 2011504  -10122.     
 2011505  -11065.     
 2011506  -11913.     
 2011507  -12634.     
 2011508  -13072.     
 2011509  -13903.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2011510  -14707.     
 2011511  -16303.     
 2011587  -13120.     
 2011588  -14231.     
 2011589  -14571.     
 2011590  -14831.     
 2011591  -14768.     
 2011592  -15024.     
 2011593  -15359.     
 2011594  -15445.     
 2011595  -15253.     
 2011596  -15909.     
 2011597  -13629.     
 2011598  -15421.     
 2011599  -15857.     
 2011600  -15989.     
 2011601  -16216.     
 2011602  -16325.     
 2011603  -16514.     
 2011604  -16544.     
 2011605  -16539.     
 2011606  -16455.     
 2011607  -16302.     
 2011608  -18663.     
 2011609  -18699.     
 2011610  -19127.     
 2011611  -19713.     
 2011612  -19940.     
 2011613  -19773.     
 2011614  -19944.     
 2011615  -20361.     
 2011616  -19674.     
 2011677  -15909.     
 2011678  -15065.     
 2011679  -15282.     
 2011680  -15176.     
 2011681  -14875.     
 2011682  -14640.     
 2011683  -14814.     
 2011684  -12715.     
 2011685  -16455.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2011686  -16254.     
 2011687  -16214.     
 2011688  -16159.     
 2011689  -15867.     
 2011690  -15698.     
 2011691  -15420.     
 2011692  -13690.     
 2011693  -19674.     
 2011694  -19943.     
 2011695  -19444.     
 2011696  -19127.     
 2011697  -19141.     
 2011698  -18725.     
 2011699  -18113.     
 2011700  -16781.     
 2011779  -12714.     
 2011780  -10456.     
 2011781  -10489.     
 2011782  -10112.     
 2011783  -9590.1     
 2011784  -8847.3     
 2011785  -8574.2     
 2011786  -7971.4     
 2011787  -7608.2     
 2011788  -5154.2     
 2011789  -5153.3     
 2011790  -13690.     
 2011791  -11781.     
 2011792  -11295.     
 2011793  -11135.     
 2011794  -10556.     
 2011795  -10294.     
 2011796  -9730.1     
 2011797  -9566.3     
 2011798  -8898.1     
 2011799  -6405.3     
 2011800  -6405.2     
 2011801  -16781.     
 2011802  -15076.     
 2011803  -14185.     
 2011804  -13262.     

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   03:43:44  JUL 13, 2026 Elapsed Time=     95.272

 Attachment 2-3 Finite Gate and Passage Modal Model V2.0                       


 
  ***** POST1 ELEMENT TABLE LISTING *****                                      
 
    STAT     CURRENT 
    ELEM     BEAM_AXI
 2011805  -12770.     
 2011806  -12011.     
 2011807  -11142.     
 2011808  -10170.     
 2011809  -9560.2     
 2011810  -6834.8     
 2011811  -6834.3     
 2011914  -3658.1     
 2011915  -4395.8     
 2011916  -6834.6     
 2011917  -2028.8     
 2011918  -3594.8     
 2011919  -6405.2     
 2011920  -2532.8     
 2011921  -2964.9     
 2011922  -5154.0     
 2012034  -2118.2     
 2012035  -2624.8     
 2012036  -4692.9     
 2012037  -4692.2     
 2012038  -1986.2     
 2012039  -3504.2     
 2012040  -6354.0     
