
 LIST CONSTRAINTS FOR SELECTED NODES         1 TO  2029626 BY        1
 CURRENTLY SELECTED DOF SET= UX   UY   UZ   ROTX ROTY ROTZ

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.408

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     13623  UX     0.00000000      0.00000000    
     13623  UY     0.00000000      0.00000000    
     13623  UZ     0.00000000      0.00000000    
     13624  UX     0.00000000      0.00000000    
     13624  UY     0.00000000      0.00000000    
     13624  UZ     0.00000000      0.00000000    
     13626  UY     0.00000000      0.00000000    
     13626  UZ     0.00000000      0.00000000    
     13686  UY     0.00000000      0.00000000    
     13686  UZ     0.00000000      0.00000000    
     13689  UX     0.00000000      0.00000000    
     13689  UY     0.00000000      0.00000000    
     13689  UZ     0.00000000      0.00000000    
     13903  UX     0.00000000      0.00000000    
     13903  UY     0.00000000      0.00000000    
     13903  UZ     0.00000000      0.00000000    
     13906  UY     0.00000000      0.00000000    
     13906  UZ     0.00000000      0.00000000    
     13970  UY     0.00000000      0.00000000    
     13970  UZ     0.00000000      0.00000000    
     14016  UY     0.00000000      0.00000000    
     14016  UZ     0.00000000      0.00000000    
     14018  UX     0.00000000      0.00000000    
     14018  UY     0.00000000      0.00000000    
     14018  UZ     0.00000000      0.00000000    
     14019  UX     0.00000000      0.00000000    
     14019  UY     0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.411

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     14019  UZ     0.00000000      0.00000000    
     14021  UY     0.00000000      0.00000000    
     14021  UZ     0.00000000      0.00000000    
     14024  UY     0.00000000      0.00000000    
     14024  UZ     0.00000000      0.00000000    
     14172  UX     0.00000000      0.00000000    
     14172  UY     0.00000000      0.00000000    
     14172  UZ     0.00000000      0.00000000    
     14175  UY     0.00000000      0.00000000    
     14175  UZ     0.00000000      0.00000000    
     14465  UY     0.00000000      0.00000000    
     14465  UZ     0.00000000      0.00000000    
     14468  UX     0.00000000      0.00000000    
     14468  UY     0.00000000      0.00000000    
     14468  UZ     0.00000000      0.00000000    
     14626  UY     0.00000000      0.00000000    
     14626  UZ     0.00000000      0.00000000    
     14741  UY     0.00000000      0.00000000    
     14741  UZ     0.00000000      0.00000000    
     14744  UY     0.00000000      0.00000000    
     14744  UZ     0.00000000      0.00000000    
     14746  UX     0.00000000      0.00000000    
     14746  UY     0.00000000      0.00000000    
     14746  UZ     0.00000000      0.00000000    
     14747  UX     0.00000000      0.00000000    
     14747  UY     0.00000000      0.00000000    
     14747  UZ     0.00000000      0.00000000    
     14749  UY     0.00000000      0.00000000    
     14749  UZ     0.00000000      0.00000000    
     14752  UY     0.00000000      0.00000000    
     14752  UZ     0.00000000      0.00000000    
     14900  UX     0.00000000      0.00000000    
     14900  UY     0.00000000      0.00000000    
     14900  UZ     0.00000000      0.00000000    
     14903  UY     0.00000000      0.00000000    
     14903  UZ     0.00000000      0.00000000    
     15193  UY     0.00000000      0.00000000    
     15193  UZ     0.00000000      0.00000000    
     15196  UX     0.00000000      0.00000000    
     15196  UY     0.00000000      0.00000000    
     15196  UZ     0.00000000      0.00000000    
     15354  UY     0.00000000      0.00000000    
     15354  UZ     0.00000000      0.00000000    
     15469  UY     0.00000000      0.00000000    
     15469  UZ     0.00000000      0.00000000    
     15472  UY     0.00000000      0.00000000    
     15472  UZ     0.00000000      0.00000000    
     15474  UX     0.00000000      0.00000000    
     15474  UY     0.00000000      0.00000000    
     15474  UZ     0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.412

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     15475  UX     0.00000000      0.00000000    
     15475  UY     0.00000000      0.00000000    
     15475  UZ     0.00000000      0.00000000    
     15477  UY     0.00000000      0.00000000    
     15477  UZ     0.00000000      0.00000000    
     15480  UY     0.00000000      0.00000000    
     15480  UZ     0.00000000      0.00000000    
     15628  UX     0.00000000      0.00000000    
     15628  UY     0.00000000      0.00000000    
     15628  UZ     0.00000000      0.00000000    
     15631  UY     0.00000000      0.00000000    
     15631  UZ     0.00000000      0.00000000    
     15921  UY     0.00000000      0.00000000    
     15921  UZ     0.00000000      0.00000000    
     15924  UX     0.00000000      0.00000000    
     15924  UY     0.00000000      0.00000000    
     15924  UZ     0.00000000      0.00000000    
     16082  UY     0.00000000      0.00000000    
     16082  UZ     0.00000000      0.00000000    
     16197  UY     0.00000000      0.00000000    
     16197  UZ     0.00000000      0.00000000    
     16200  UY     0.00000000      0.00000000    
     16200  UZ     0.00000000      0.00000000    
     16202  UX     0.00000000      0.00000000    
     16202  UY     0.00000000      0.00000000    
     16202  UZ     0.00000000      0.00000000    
     16203  UX     0.00000000      0.00000000    
     16203  UY     0.00000000      0.00000000    
     16203  UZ     0.00000000      0.00000000    
     16205  UY     0.00000000      0.00000000    
     16205  UZ     0.00000000      0.00000000    
     16208  UY     0.00000000      0.00000000    
     16208  UZ     0.00000000      0.00000000    
     16356  UX     0.00000000      0.00000000    
     16356  UY     0.00000000      0.00000000    
     16356  UZ     0.00000000      0.00000000    
     16359  UY     0.00000000      0.00000000    
     16359  UZ     0.00000000      0.00000000    
     16649  UY     0.00000000      0.00000000    
     16649  UZ     0.00000000      0.00000000    
     16652  UX     0.00000000      0.00000000    
     16652  UY     0.00000000      0.00000000    
     16652  UZ     0.00000000      0.00000000    
     16810  UY     0.00000000      0.00000000    
     16810  UZ     0.00000000      0.00000000    
     16925  UY     0.00000000      0.00000000    
     16925  UZ     0.00000000      0.00000000    
     16928  UY     0.00000000      0.00000000    
     16928  UZ     0.00000000      0.00000000    
     16930  UX     0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.412

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     16930  UY     0.00000000      0.00000000    
     16930  UZ     0.00000000      0.00000000    
     16931  UX     0.00000000      0.00000000    
     16931  UY     0.00000000      0.00000000    
     16931  UZ     0.00000000      0.00000000    
     16933  UY     0.00000000      0.00000000    
     16933  UZ     0.00000000      0.00000000    
     16936  UY     0.00000000      0.00000000    
     16936  UZ     0.00000000      0.00000000    
     17084  UX     0.00000000      0.00000000    
     17084  UY     0.00000000      0.00000000    
     17084  UZ     0.00000000      0.00000000    
     17087  UY     0.00000000      0.00000000    
     17087  UZ     0.00000000      0.00000000    
     17377  UY     0.00000000      0.00000000    
     17377  UZ     0.00000000      0.00000000    
     17380  UX     0.00000000      0.00000000    
     17380  UY     0.00000000      0.00000000    
     17380  UZ     0.00000000      0.00000000    
     17538  UY     0.00000000      0.00000000    
     17538  UZ     0.00000000      0.00000000    
     17653  UY     0.00000000      0.00000000    
     17653  UZ     0.00000000      0.00000000    
     17656  UY     0.00000000      0.00000000    
     17656  UZ     0.00000000      0.00000000    
     17658  UX     0.00000000      0.00000000    
     17658  UY     0.00000000      0.00000000    
     17658  UZ     0.00000000      0.00000000    
     17659  UX     0.00000000      0.00000000    
     17659  UY     0.00000000      0.00000000    
     17659  UZ     0.00000000      0.00000000    
     17661  UY     0.00000000      0.00000000    
     17661  UZ     0.00000000      0.00000000    
     17664  UY     0.00000000      0.00000000    
     17664  UZ     0.00000000      0.00000000    
     17812  UX     0.00000000      0.00000000    
     17812  UY     0.00000000      0.00000000    
     17812  UZ     0.00000000      0.00000000    
     17815  UY     0.00000000      0.00000000    
     17815  UZ     0.00000000      0.00000000    
     18105  UY     0.00000000      0.00000000    
     18105  UZ     0.00000000      0.00000000    
     18108  UX     0.00000000      0.00000000    
     18108  UY     0.00000000      0.00000000    
     18108  UZ     0.00000000      0.00000000    
     18266  UY     0.00000000      0.00000000    
     18266  UZ     0.00000000      0.00000000    
     18381  UY     0.00000000      0.00000000    
     18381  UZ     0.00000000      0.00000000    
     18384  UY     0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.412

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     18384  UZ     0.00000000      0.00000000    
     18386  UX     0.00000000      0.00000000    
     18386  UY     0.00000000      0.00000000    
     18386  UZ     0.00000000      0.00000000    
     18387  UX     0.00000000      0.00000000    
     18387  UY     0.00000000      0.00000000    
     18387  UZ     0.00000000      0.00000000    
     18389  UY     0.00000000      0.00000000    
     18389  UZ     0.00000000      0.00000000    
     18392  UY     0.00000000      0.00000000    
     18392  UZ     0.00000000      0.00000000    
     18540  UX     0.00000000      0.00000000    
     18540  UY     0.00000000      0.00000000    
     18540  UZ     0.00000000      0.00000000    
     18543  UY     0.00000000      0.00000000    
     18543  UZ     0.00000000      0.00000000    
     18833  UY     0.00000000      0.00000000    
     18833  UZ     0.00000000      0.00000000    
     18836  UX     0.00000000      0.00000000    
     18836  UY     0.00000000      0.00000000    
     18836  UZ     0.00000000      0.00000000    
     18994  UY     0.00000000      0.00000000    
     18994  UZ     0.00000000      0.00000000    
     19109  UY     0.00000000      0.00000000    
     19109  UZ     0.00000000      0.00000000    
     19112  UY     0.00000000      0.00000000    
     19112  UZ     0.00000000      0.00000000    
     19114  UX     0.00000000      0.00000000    
     19114  UY     0.00000000      0.00000000    
     19114  UZ     0.00000000      0.00000000    
     19115  UX     0.00000000      0.00000000    
     19115  UY     0.00000000      0.00000000    
     19115  UZ     0.00000000      0.00000000    
     19117  UY     0.00000000      0.00000000    
     19117  UZ     0.00000000      0.00000000    
     19120  UY     0.00000000      0.00000000    
     19120  UZ     0.00000000      0.00000000    
     19268  UX     0.00000000      0.00000000    
     19268  UY     0.00000000      0.00000000    
     19268  UZ     0.00000000      0.00000000    
     19271  UY     0.00000000      0.00000000    
     19271  UZ     0.00000000      0.00000000    
     19561  UY     0.00000000      0.00000000    
     19561  UZ     0.00000000      0.00000000    
     19564  UX     0.00000000      0.00000000    
     19564  UY     0.00000000      0.00000000    
     19564  UZ     0.00000000      0.00000000    
     19722  UY     0.00000000      0.00000000    
     19722  UZ     0.00000000      0.00000000    
     19837  UY     0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.412

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     19837  UZ     0.00000000      0.00000000    
     19840  UY     0.00000000      0.00000000    
     19840  UZ     0.00000000      0.00000000    
     19842  UX     0.00000000      0.00000000    
     19842  UY     0.00000000      0.00000000    
     19842  UZ     0.00000000      0.00000000    
     19843  UX     0.00000000      0.00000000    
     19843  UY     0.00000000      0.00000000    
     19843  UZ     0.00000000      0.00000000    
     19845  UY     0.00000000      0.00000000    
     19845  UZ     0.00000000      0.00000000    
     19848  UY     0.00000000      0.00000000    
     19848  UZ     0.00000000      0.00000000    
     19996  UX     0.00000000      0.00000000    
     19996  UY     0.00000000      0.00000000    
     19996  UZ     0.00000000      0.00000000    
     19999  UY     0.00000000      0.00000000    
     19999  UZ     0.00000000      0.00000000    
     20289  UY     0.00000000      0.00000000    
     20289  UZ     0.00000000      0.00000000    
     20292  UX     0.00000000      0.00000000    
     20292  UY     0.00000000      0.00000000    
     20292  UZ     0.00000000      0.00000000    
     20450  UY     0.00000000      0.00000000    
     20450  UZ     0.00000000      0.00000000    
     20565  UY     0.00000000      0.00000000    
     20565  UZ     0.00000000      0.00000000    
     20568  UY     0.00000000      0.00000000    
     20568  UZ     0.00000000      0.00000000    
     20570  UX     0.00000000      0.00000000    
     20570  UY     0.00000000      0.00000000    
     20570  UZ     0.00000000      0.00000000    
     20571  UX     0.00000000      0.00000000    
     20571  UY     0.00000000      0.00000000    
     20571  UZ     0.00000000      0.00000000    
     20573  UY     0.00000000      0.00000000    
     20573  UZ     0.00000000      0.00000000    
     20576  UY     0.00000000      0.00000000    
     20576  UZ     0.00000000      0.00000000    
