
                        S T E P       1


                                INCREMENT     1


 forces (fx,fy,fz) for set NSUPP and time  0.1000000E+01

     90000 -1.027268E+06 -2.472078E-01 -1.082987E+06
     90002 -1.029231E+06 -4.585134E-01 -1.085022E+06
     90004  1.092705E+06 -7.759538E-02 -1.136940E+06
     90006  1.094877E+06 -4.033292E-01 -1.139165E+06
    100001 -5.002253E+06  1.309054E+00 -6.055289E+06
    100002  1.059379E-08 -2.621687E+04  2.543683E+06
    100004 -6.722985E-09 -5.498688E+03  1.963753E+06
    100201  3.755108E+05 -8.590784E+02  2.827898E+06
    100208  3.601599E-09 -1.569848E+03  2.613864E+06
    100762 -9.749783E-10 -1.561259E+03  2.641200E+06
    100769 -4.250298E+05 -1.724697E+03  2.192370E+06
    100982  6.403752E-09 -1.389708E+02  4.145431E+05
    101131 -2.328306E-09 -4.171697E+01  2.019080E+06
    101133  1.125667E-09  2.257454E+00  1.346099E+06
    101135  5.020591E+06 -8.804401E-02 -3.689800E+06
    200000 -1.562091E+06  6.514826E-02 -7.368784E+05
    200006  1.169607E-05 -2.952410E+01  2.507799E+05
    200204 -1.189183E-07 -2.509445E+01  8.578469E+05
    200205 -2.128596E+03 -3.006377E+01  6.159558E+05
    200765  1.869948E+03 -2.643007E+01  6.161567E+05
    200766  9.837095E-08 -2.272954E+01  6.592291E+05
    200981  4.321267E-08 -5.003864E+01  8.773974E+04
    201130 -1.896143E-05 -2.428946E+01  3.109431E+05
    201136  1.560386E+06  3.627934E-02 -4.176069E+05
    300001 -5.002278E+06 -3.698120E-01 -6.055320E+06
    300002 -4.190952E-09  2.640809E+04  2.543709E+06
    300004 -2.939487E-09  5.253462E+03  1.963947E+06
    300201  3.761602E+05  8.183930E+02  2.828194E+06
    300208  1.258741E-09  1.509856E+03  2.613915E+06
    300762 -7.603376E-09  1.513879E+03  2.641244E+06
    300769 -4.257807E+05  1.677984E+03  2.192648E+06
    300982 -4.803951E-09  2.874475E+01  4.145134E+05
    301131  2.561137E-09 -4.699240E+00  2.019227E+06
    301133  1.974620E-11  3.902306E-01  1.346148E+06
    301135  5.020800E+06 -2.516383E-03 -3.689952E+06
    400000 -1.562207E+06  6.939424E-02 -7.369334E+05
    400006  1.095990E-05 -3.014950E+01  2.507846E+05
    400204 -1.228182E-07 -2.596029E+01  8.577619E+05
    400205 -2.152436E+03 -3.016431E+01  6.159021E+05
    400765  1.900638E+03 -2.652056E+01  6.161047E+05
    400766  1.024455E-07 -2.242900E+01  6.591631E+05
    400981 -1.008423E-08 -5.059943E+01  8.771801E+04
    401130 -1.688894E-05 -2.416141E+01  3.109320E+05
    401136  1.560372E+06  3.615317E-02 -4.176031E+05
    500001 -4.998197E+06  6.278765E-03 -6.050459E+06
    500002  1.752051E-08  2.420467E+04  2.541781E+06
    500004 -5.209586E-09  5.092745E+03  1.961979E+06
    500201  3.810921E+05  2.478673E+02  2.825481E+06
    500208 -1.893568E-09  3.117893E+02  2.608752E+06
    500762  3.254172E-09  5.661095E+02  2.636284E+06
    500769 -4.296549E+05  8.084251E+02  2.190269E+06
    500982 -2.965325E-08 -4.247624E+02  4.136080E+05
    501131  2.188608E-08  2.648638E+00  2.017236E+06
    501133  1.024564E-11 -4.574402E-01  1.344979E+06
    501135  5.016240E+06 -1.545065E-02 -3.686625E+06
    600000 -1.560478E+06 -1.975143E-01 -7.361141E+05
    600006  1.586296E-04  7.919281E+01  2.504024E+05
    600204 -9.412179E-08  6.378862E+01  8.568682E+05
    600205  2.441705E+02  6.205081E+01  6.143966E+05
    600765 -3.817183E+02  5.413858E+01  6.146704E+05
    600766  2.555316E-08  6.524820E+01  6.584591E+05
    600981  2.860541E-06  1.281886E+02  8.746633E+04
    601130 -1.485513E-04  5.958548E+01  3.105589E+05
    601136  1.558743E+06 -1.031961E-01 -4.171615E+05
    700001 -4.998162E+06  1.305939E+00 -6.050418E+06
    700002  3.352761E-08 -2.395521E+04  2.541778E+06
    700004 -2.657180E-08 -5.388404E+03  1.961515E+06
    700201  3.805574E+05 -2.673870E+02  2.825028E+06
    700208 -9.131327E-10 -3.440727E+02  2.608738E+06
    700762  2.100933E-09 -5.751347E+02  2.636276E+06
    700769 -4.289781E+05 -8.380148E+02  2.189849E+06
    700982  2.696362E-08  3.711554E+02  4.134122E+05
    701131  9.778887E-09 -1.760932E+01  2.017017E+06
    701133  3.111262E-09  5.654919E-01  1.344951E+06
    701135  5.016082E+06 -6.236823E-02 -3.686510E+06
    800000 -1.560456E+06 -2.012945E-01 -7.361033E+05
    800006  1.509733E-04  7.975620E+01  2.503561E+05
    800204 -7.875497E-08  6.447786E+01  8.566850E+05
    800205  3.118321E+02  6.211894E+01  6.142430E+05
    800765 -3.091690E+02  5.420354E+01  6.145393E+05
    800766  6.111804E-09  6.486511E+01  6.582761E+05
    800981  2.447365E-06  1.285042E+02  8.738739E+04
    801130 -1.410289E-04  5.937598E+01  3.105021E+05
    801136  1.558593E+06 -1.029169E-01 -4.171208E+05

                        S T E P       2


     E I G E N V A L U E   O U T P U T

 MODE NO    EIGENVALUE                       FREQUENCY   
                                     REAL PART            IMAGINARY PART
                           (RAD/TIME)      (CYCLES/TIME     (RAD/TIME)

      1   0.2407191E-06   0.4906313E-03   0.7808640E-04   0.0000000E+00
