
                        S T E P       1


                                INCREMENT     1


 total force (fx,fy,fz) for set NSUPP and time  0.1000000E+01

       -3.290689E-05 -1.423292E-07  3.988905E+07

                        S T E P       2


     E I G E N V A L U E   O U T P U T

 MODE NO    EIGENVALUE                       FREQUENCY   
                                     REAL PART            IMAGINARY PART
                           (RAD/TIME)      (CYCLES/TIME     (RAD/TIME)

      1   0.1765512E+00   0.4201800E+00   0.6687372E-01   0.0000000E+00
      2   0.2715362E+00   0.5210914E+00   0.8293426E-01   0.0000000E+00
      3   0.5904769E+00   0.7684250E+00   0.1222986E+00   0.0000000E+00
      4   0.8523128E+00   0.9232079E+00   0.1469331E+00   0.0000000E+00
      5   0.1078934E+01   0.1038718E+01   0.1653170E+00   0.0000000E+00
      6   0.1120502E+01   0.1058538E+01   0.1684715E+00   0.0000000E+00
      7   0.1127991E+01   0.1062069E+01   0.1690336E+00   0.0000000E+00
      8   0.1259642E+01   0.1122338E+01   0.1786256E+00   0.0000000E+00
      9   0.1676611E+01   0.1294840E+01   0.2060802E+00   0.0000000E+00
     10   0.1792537E+01   0.1338857E+01   0.2130856E+00   0.0000000E+00
     11   0.2527471E+01   0.1589802E+01   0.2530249E+00   0.0000000E+00
     12   0.2765200E+01   0.1662889E+01   0.2646570E+00   0.0000000E+00
     13   0.2970099E+01   0.1723398E+01   0.2742872E+00   0.0000000E+00
     14   0.3190772E+01   0.1786273E+01   0.2842942E+00   0.0000000E+00
     15   0.3441840E+01   0.1855220E+01   0.2952674E+00   0.0000000E+00
     16   0.3457693E+01   0.1859487E+01   0.2959466E+00   0.0000000E+00
     17   0.3934427E+01   0.1983539E+01   0.3156900E+00   0.0000000E+00
     18   0.4499464E+01   0.2121194E+01   0.3375985E+00   0.0000000E+00
     19   0.5189295E+01   0.2278002E+01   0.3625554E+00   0.0000000E+00
     20   0.5690502E+01   0.2385477E+01   0.3796605E+00   0.0000000E+00
     21   0.5959585E+01   0.2441226E+01   0.3885332E+00   0.0000000E+00
     22   0.6264589E+01   0.2502916E+01   0.3983515E+00   0.0000000E+00
     23   0.7033738E+01   0.2652120E+01   0.4220979E+00   0.0000000E+00
