
                        S T E P       1


                                INCREMENT     1


 total force (fx,fy,fz) for set NSUPP and time  0.1000000E+01

       -3.179107E-04 -3.173222E-08  3.984318E+07

                        S T E P       2


     E I G E N V A L U E   O U T P U T

 MODE NO    EIGENVALUE                       FREQUENCY   
                                     REAL PART            IMAGINARY PART
                           (RAD/TIME)      (CYCLES/TIME     (RAD/TIME)

      1   0.5457080E-01   0.2336039E+00   0.3717922E-01   0.0000000E+00
      2   0.2091822E+00   0.4573644E+00   0.7279180E-01   0.0000000E+00
      3   0.2165123E+00   0.4653089E+00   0.7405620E-01   0.0000000E+00
      4   0.2598379E+00   0.5097429E+00   0.8112811E-01   0.0000000E+00
      5   0.4184732E+00   0.6468950E+00   0.1029565E+00   0.0000000E+00
      6   0.4336973E+00   0.6585570E+00   0.1048126E+00   0.0000000E+00
      7   0.4895693E+00   0.6996923E+00   0.1113595E+00   0.0000000E+00
      8   0.5383647E+00   0.7337334E+00   0.1167773E+00   0.0000000E+00
      9   0.6218995E+00   0.7886060E+00   0.1255105E+00   0.0000000E+00
     10   0.7526061E+00   0.8675287E+00   0.1380715E+00   0.0000000E+00
     11   0.7568539E+00   0.8699735E+00   0.1384606E+00   0.0000000E+00
     12   0.8260867E+00   0.9088931E+00   0.1446548E+00   0.0000000E+00
     13   0.8550061E+00   0.9246654E+00   0.1471651E+00   0.0000000E+00
     14   0.8659996E+00   0.9305910E+00   0.1481082E+00   0.0000000E+00
     15   0.8904877E+00   0.9436566E+00   0.1501876E+00   0.0000000E+00
     16   0.9084167E+00   0.9531090E+00   0.1516920E+00   0.0000000E+00
     17   0.9623924E+00   0.9810160E+00   0.1561335E+00   0.0000000E+00
     18   0.1038568E+01   0.1019102E+01   0.1621951E+00   0.0000000E+00
     19   0.1107334E+01   0.1052299E+01   0.1674786E+00   0.0000000E+00
     20   0.1114399E+01   0.1055651E+01   0.1680121E+00   0.0000000E+00
     21   0.1124319E+01   0.1060339E+01   0.1687582E+00   0.0000000E+00
     22   0.1236761E+01   0.1112098E+01   0.1769958E+00   0.0000000E+00
     23   0.1315673E+01   0.1147028E+01   0.1825551E+00   0.0000000E+00
