
                        S T E P       1


                                INCREMENT     1


 total force (fx,fy,fz) for set NSUPP and time  0.1000000E+01

       -3.070291E-05 -5.246798E-07  3.988905E+07

                        S T E P       2


     E I G E N V A L U E   O U T P U T

 MODE NO    EIGENVALUE                       FREQUENCY   
                                     REAL PART            IMAGINARY PART
                           (RAD/TIME)      (CYCLES/TIME     (RAD/TIME)

      1   0.9886359E-01   0.3144258E+00   0.5004242E-01   0.0000000E+00
      2   0.1831239E+00   0.4279298E+00   0.6810714E-01   0.0000000E+00
      3   0.2710191E+00   0.5205950E+00   0.8285526E-01   0.0000000E+00
      4   0.2725311E+00   0.5220451E+00   0.8308606E-01   0.0000000E+00
      5   0.5630510E+00   0.7503672E+00   0.1194247E+00   0.0000000E+00
      6   0.6001934E+00   0.7747215E+00   0.1233008E+00   0.0000000E+00
      7   0.8515818E+00   0.9228119E+00   0.1468701E+00   0.0000000E+00
      8   0.8521440E+00   0.9231165E+00   0.1469185E+00   0.0000000E+00
      9   0.1078244E+01   0.1038385E+01   0.1652641E+00   0.0000000E+00
     10   0.1078254E+01   0.1038390E+01   0.1652649E+00   0.0000000E+00
     11   0.1112139E+01   0.1054580E+01   0.1678416E+00   0.0000000E+00
     12   0.1124922E+01   0.1060623E+01   0.1688034E+00   0.0000000E+00
     13   0.1128046E+01   0.1062095E+01   0.1690377E+00   0.0000000E+00
     14   0.1130532E+01   0.1063265E+01   0.1692239E+00   0.0000000E+00
     15   0.1261176E+01   0.1123021E+01   0.1787343E+00   0.0000000E+00
     16   0.1290787E+01   0.1136128E+01   0.1808204E+00   0.0000000E+00
     17   0.1664072E+01   0.1289989E+01   0.2053082E+00   0.0000000E+00
     18   0.1664996E+01   0.1290347E+01   0.2053651E+00   0.0000000E+00
     19   0.1752200E+01   0.1323707E+01   0.2106745E+00   0.0000000E+00
     20   0.1795247E+01   0.1339868E+01   0.2132467E+00   0.0000000E+00
     21   0.2519103E+01   0.1587168E+01   0.2526057E+00   0.0000000E+00
     22   0.2535242E+01   0.1592244E+01   0.2534135E+00   0.0000000E+00
     23   0.2764860E+01   0.1662787E+01   0.2646407E+00   0.0000000E+00
