x_m,rms_L_mm,rms_V_mm,rms_Tcw_rad,rms_Tg_rad
21.0,0.0000,0.0000,1.827e-11,7.686e-13
43.9,0.0000,0.0000,9.793e-23,5.264e-24
46.4,0.5779,0.4099,1.307e-04,8.385e-06
48.8,0.0000,0.0000,6.750e-23,1.124e-23
49.9,3.1343,1.8487,2.222e-04,4.096e-05
50.8,6.4424,4.5273,8.122e-04,9.756e-05
57.5,40.0656,26.8494,5.304e-03,5.728e-04
65.9,98.4104,53.4616,8.486e-03,1.164e-03
71.9,148.7139,72.1377,9.671e-03,1.587e-03
77.9,204.3020,90.5466,1.048e-02,2.003e-03
86.4,289.9445,117.0981,1.091e-02,2.603e-03
89.9,326.8000,125.5875,1.159e-02,2.789e-03
92.2,351.1239,130.9802,1.191e-02,2.908e-03
100.8,446.4451,157.1285,1.102e-02,3.493e-03
106.6,511.6310,173.9765,1.046e-02,3.866e-03
113.9,595.5504,195.1827,9.662e-03,4.330e-03
121.0,676.8065,215.0775,8.943e-03,4.761e-03
126.7,742.8956,230.9743,8.413e-03,5.102e-03
135.3,841.1387,253.8476,7.860e-03,5.585e-03
141.1,905.6632,269.3037,7.506e-03,5.908e-03
146.9,970.3280,281.4421,7.782e-03,6.155e-03
155.4,1061.8760,298.2809,7.736e-03,6.488e-03
161.1,1122.0174,312.1068,7.260e-03,6.763e-03
167.9,1191.0507,326.8574,7.166e-03,7.049e-03
175.4,1263.9759,342.6367,7.274e-03,7.349e-03
181.1,1316.6804,354.1235,7.475e-03,7.564e-03
189.7,1390.2953,370.3188,7.832e-03,7.860e-03
195.4,1435.0368,381.1368,8.086e-03,8.055e-03
203.9,1494.0219,393.1362,8.269e-03,8.256e-03
204.1,1494.9510,393.3349,8.270e-03,8.258e-03
209.9,1531.0984,400.7617,8.288e-03,8.359e-03
215.9,1570.7454,408.7412,8.368e-03,8.483e-03
223.8,1622.1183,418.4760,8.516e-03,8.627e-03
230.9,1668.6881,426.7175,8.660e-03,8.747e-03
238.0,1713.8849,434.5097,8.794e-03,8.859e-03
245.9,1763.7005,442.7372,8.926e-03,8.977e-03
251.9,1799.8765,448.6575,9.014e-03,9.062e-03
257.9,1835.5434,454.5300,9.108e-03,9.147e-03
260.9,1852.4799,456.7572,9.125e-03,9.178e-03
263.9,1869.5534,458.8428,9.148e-03,9.206e-03
269.9,1902.0782,464.0542,9.284e-03,9.283e-03
277.6,1941.9467,470.2054,9.478e-03,9.376e-03
284.9,1977.7445,475.8725,9.685e-03,9.465e-03
291.6,2008.7219,480.8189,9.858e-03,9.545e-03
299.9,2043.7684,486.5826,1.004e-02,9.641e-03
305.7,2066.6314,490.3868,1.014e-02,9.706e-03
311.9,2089.1299,494.4965,1.025e-02,9.779e-03
317.9,2109.2572,497.3391,1.022e-02,9.828e-03
319.8,2114.9758,498.0686,1.021e-02,9.840e-03
325.4,2131.6946,501.0621,1.035e-02,9.896e-03
333.8,2153.5535,505.0641,1.052e-02,9.973e-03
