x_m,rms_L_mm,rms_V_mm,rms_Tcw_rad,rms_Tg_rad
21.0,0.0000,0.0000,3.041e-12,1.293e-13
43.9,0.0000,0.0000,1.665e-23,1.120e-24
46.4,0.0954,0.0843,2.163e-05,2.300e-06
48.8,0.0000,0.0000,1.496e-23,2.287e-24
49.9,0.5166,0.3949,3.774e-05,1.127e-05
50.8,1.0619,0.9570,1.355e-04,2.686e-05
57.5,6.6041,5.6557,8.820e-04,1.577e-04
65.9,16.2206,11.3549,1.420e-03,3.207e-04
71.9,24.5112,15.3839,1.629e-03,4.371e-04
77.9,33.6722,19.3563,1.780e-03,5.518e-04
86.4,47.7848,25.0878,1.883e-03,7.174e-04
89.9,53.8575,26.9055,2.003e-03,7.689e-04
92.2,57.8651,28.0619,2.061e-03,8.017e-04
100.8,73.5690,33.7041,1.967e-03,9.637e-04
106.6,84.3065,37.3266,1.916e-03,1.067e-03
113.9,98.1279,41.8738,1.850e-03,1.196e-03
121.0,111.5080,46.1266,1.804e-03,1.315e-03
126.7,122.3886,49.5150,1.783e-03,1.410e-03
135.3,138.5592,54.3750,1.790e-03,1.545e-03
141.1,149.1769,57.6477,1.805e-03,1.635e-03
146.9,159.8153,60.2085,1.877e-03,1.704e-03
155.4,174.8718,63.7511,1.921e-03,1.798e-03
161.1,184.7598,66.6549,1.916e-03,1.876e-03
167.9,196.1062,69.7384,1.956e-03,1.956e-03
175.4,208.0877,73.0235,2.022e-03,2.042e-03
181.1,216.7435,75.4044,2.082e-03,2.102e-03
189.7,228.8277,78.7465,2.174e-03,2.186e-03
195.4,236.1679,80.9668,2.240e-03,2.242e-03
203.9,245.8378,83.4048,2.304e-03,2.300e-03
204.1,245.9900,83.4435,2.304e-03,2.301e-03
209.9,251.9093,84.9049,2.320e-03,2.329e-03
215.9,258.3975,86.5002,2.349e-03,2.365e-03
223.8,266.7984,88.4308,2.390e-03,2.406e-03
230.9,274.4094,90.0621,2.428e-03,2.441e-03
238.0,281.7915,91.6005,2.464e-03,2.473e-03
245.9,289.9245,93.2228,2.503e-03,2.506e-03
251.9,295.8278,94.3901,2.531e-03,2.530e-03
257.9,301.6466,95.5484,2.561e-03,2.553e-03
260.9,304.4087,95.9864,2.569e-03,2.562e-03
263.9,307.1932,96.3994,2.575e-03,2.570e-03
269.9,312.4959,97.4412,2.596e-03,2.591e-03
277.6,318.9946,98.6724,2.625e-03,2.616e-03
284.9,324.8282,99.8105,2.658e-03,2.639e-03
291.6,329.8756,100.8065,2.687e-03,2.660e-03
299.9,335.5852,101.9712,2.721e-03,2.684e-03
305.7,339.3098,102.7420,2.743e-03,2.701e-03
311.9,342.9749,103.5762,2.770e-03,2.720e-03
317.9,346.2541,104.1509,2.777e-03,2.732e-03
319.8,347.1857,104.3001,2.778e-03,2.735e-03
325.4,349.9100,104.9215,2.793e-03,2.749e-03
333.8,353.4723,105.7528,2.814e-03,2.768e-03
339.4,355.5155,106.2556,2.825e-03,2.779e-03
347.8,358.0465,106.9214,2.834e-03,2.795e-03
353.9,359.4984,107.3384,2.836e-03,2.805e-03
359.9,360.5644,107.6842,2.835e-03,2.813e-03
367.3,361.3850,108.0604,2.831e-03,2.822e-03
374.9,361.6266,108.1701,2.832e-03,2.825e-03
375.1,361.6258,108.1644,2.832e-03,2.825e-03
381.2,361.3279,107.9322,2.836e-03,2.818e-03
389.6,360.2568,107.4580,2.851e-03,2.805e-03
395.1,359.1377,107.0852,2.855e-03,2.795e-03
401.9,357.3538,106.5666,2.857e-03,2.782e-03
409.0,355.0465,105.9526,2.851e-03,2.766e-03
414.5,352.9198,105.4243,2.840e-03,2.753e-03
422.8,349.2249,104.5644,2.818e-03,2.731e-03
428.9,346.1165,103.8562,2.795e-03,2.714e-03
431.9,344.4748,103.5299,2.794e-03,2.707e-03
436.6,341.7817,102.9795,2.789e-03,2.694e-03
443.9,337.1939,101.9696,2.750e-03,2.670e-03
449.9,333.1177,101.1102,2.720e-03,2.651e-03
455.9,328.7599,100.2189,2.685e-03,2.631e-03
464.1,322.3715,98.9395,2.637e-03,2.602e-03
469.6,317.8175,98.0459,2.604e-03,2.583e-03
477.8,310.6086,96.6648,2.558e-03,2.554e-03
483.3,305.5470,95.6669,2.526e-03,2.533e-03
488.9,300.2022,94.7432,2.510e-03,2.514e-03
497.0,292.1171,93.2722,2.483e-03,2.482e-03
502.5,286.4498,92.1122,2.448e-03,2.458e-03
509.9,278.5169,90.5179,2.408e-03,2.424e-03
516.1,271.6863,89.0985,2.373e-03,2.394e-03
521.9,265.2594,87.7325,2.341e-03,2.364e-03
529.8,256.4156,85.7646,2.299e-03,2.322e-03
536.9,248.3984,83.8776,2.264e-03,2.280e-03
543.4,241.2686,82.0241,2.234e-03,2.238e-03
545.9,238.4880,81.3748,2.229e-03,2.224e-03
546.2,238.2786,81.3119,2.229e-03,2.223e-03
551.5,232.2798,79.5201,2.195e-03,2.184e-03
556.9,225.2235,77.4459,2.144e-03,2.132e-03
563.9,215.4819,74.7022,2.084e-03,2.064e-03
570.5,205.3957,71.9790,2.037e-03,1.995e-03
575.9,196.6503,69.6202,2.014e-03,1.935e-03
583.9,182.9369,65.9707,2.022e-03,1.840e-03
590.9,170.6149,62.6899,2.070e-03,1.754e-03
597.4,158.6469,59.3504,2.203e-03,1.665e-03
602.9,148.3823,56.9420,2.189e-03,1.601e-03
608.9,136.9663,54.2203,2.138e-03,1.527e-03
616.2,122.8237,50.0866,2.292e-03,1.413e-03
623.9,107.7666,45.7593,2.449e-03,1.293e-03
629.6,96.5500,42.4212,2.601e-03,1.199e-03
635.9,84.2501,38.6989,2.780e-03,1.094e-03
