x_m,rms_L_mm,rms_V_mm,rms_Tcw_rad,rms_Tg_rad
21.0,0.0000,0.0000,4.567e-11,1.921e-12
43.9,0.0000,0.0000,2.458e-22,1.315e-23
46.4,1.4561,1.0088,3.292e-04,1.982e-05
48.8,0.0000,0.0000,1.654e-22,2.777e-23
49.9,7.8977,4.5507,5.586e-04,9.748e-05
50.8,16.2330,11.1541,2.044e-03,2.320e-04
57.5,100.9544,66.1615,1.335e-02,1.362e-03
65.9,247.9710,131.6422,2.135e-02,2.770e-03
71.9,374.7291,177.5780,2.432e-02,3.775e-03
77.9,514.8079,222.8706,2.635e-02,4.767e-03
86.4,730.6320,288.2218,2.738e-02,6.197e-03
89.9,823.5143,309.1427,2.911e-02,6.641e-03
92.2,884.8160,322.4370,2.990e-02,6.923e-03
100.8,1125.0582,386.8818,2.762e-02,8.321e-03
106.6,1289.3602,428.4462,2.616e-02,9.212e-03
113.9,1500.8954,480.8111,2.408e-02,1.032e-02
121.0,1705.7356,529.9898,2.219e-02,1.135e-02
126.7,1872.3550,569.3281,2.079e-02,1.217e-02
135.3,2120.0663,625.9983,1.928e-02,1.333e-02
141.1,2282.7782,664.3471,1.829e-02,1.411e-02
146.9,2445.8613,694.5034,1.896e-02,1.470e-02
155.4,2676.7742,736.4158,1.879e-02,1.551e-02
161.1,2828.4915,770.8677,1.750e-02,1.617e-02
167.9,3002.6643,807.6943,1.720e-02,1.686e-02
175.4,3186.6874,847.1611,1.742e-02,1.760e-02
181.1,3319.7073,875.9485,1.791e-02,1.812e-02
189.7,3505.5412,916.6189,1.879e-02,1.884e-02
195.4,3618.5144,943.8563,1.942e-02,1.932e-02
203.9,3767.4990,974.1763,1.985e-02,1.982e-02
204.1,3769.8463,974.6826,1.985e-02,1.983e-02
209.9,3861.1850,993.6404,1.990e-02,2.008e-02
215.9,3961.3944,1014.0436,2.011e-02,2.040e-02
223.8,4091.2810,1039.0075,2.049e-02,2.077e-02
230.9,4209.0512,1060.1961,2.086e-02,2.108e-02
238.0,4323.3745,1080.2782,2.121e-02,2.137e-02
245.9,4449.4001,1101.5255,2.156e-02,2.168e-02
251.9,4540.9346,1116.8342,2.178e-02,2.190e-02
257.9,4631.1872,1132.0324,2.202e-02,2.213e-02
260.9,4674.0489,1137.8034,2.207e-02,2.221e-02
263.9,4717.2560,1143.2177,2.213e-02,2.228e-02
269.9,4799.5733,1156.7345,2.250e-02,2.249e-02
277.6,4900.4806,1172.6922,2.301e-02,2.273e-02
284.9,4991.0904,1187.3868,2.356e-02,2.297e-02
291.6,5069.4989,1200.2042,2.401e-02,2.317e-02
299.9,5158.2074,1215.1223,2.449e-02,2.343e-02
305.7,5216.0746,1224.9536,2.474e-02,2.360e-02
311.9,5273.0184,1235.5580,2.502e-02,2.378e-02
317.9,5323.9562,1242.9007,2.492e-02,2.391e-02
319.8,5338.4286,1244.7893,2.491e-02,2.394e-02
325.4,5380.7358,1252.5001,2.528e-02,2.409e-02
333.8,5436.0448,1262.7941,2.572e-02,2.428e-02
339.4,5467.7521,1269.0104,2.590e-02,2.440e-02
347.8,5507.0092,1277.2451,2.598e-02,2.457e-02
353.9,5529.5116,1282.4170,2.589e-02,2.467e-02
359.9,5546.0198,1286.7215,2.569e-02,2.475e-02
367.3,5558.7120,1291.4776,2.529e-02,2.485e-02
374.9,5562.4371,1293.0025,2.497e-02,2.488e-02
375.1,5562.4250,1292.9366,2.497e-02,2.488e-02
381.2,5557.8224,1290.1400,2.525e-02,2.482e-02
389.6,5541.2550,1284.3959,2.591e-02,2.468e-02
395.1,5523.9319,1279.9000,2.620e-02,2.458e-02
401.9,5496.2937,1273.6326,2.644e-02,2.444e-02
409.0,5460.5274,1266.1951,2.648e-02,2.428e-02
414.5,5427.5393,1259.7770,2.637e-02,2.414e-02
422.8,5370.2067,1249.2764,2.602e-02,2.392e-02
428.9,5321.9524,1240.5992,2.555e-02,2.375e-02
431.9,5296.4689,1236.5588,2.559e-02,2.367e-02
436.6,5254.6526,1229.6781,2.575e-02,2.355e-02
443.9,5183.4149,1217.0051,2.532e-02,2.331e-02
449.9,5120.1139,1206.1842,2.497e-02,2.311e-02
455.9,5052.4445,1194.9131,2.450e-02,2.291e-02
464.1,4953.2459,1178.6652,2.377e-02,2.262e-02
469.6,4882.5448,1167.2735,2.323e-02,2.243e-02
477.8,4770.6480,1149.5920,2.246e-02,2.215e-02
483.3,4692.1069,1136.7986,2.188e-02,2.194e-02
488.9,4609.1936,1124.9161,2.173e-02,2.176e-02
497.0,4483.8241,1105.9211,2.170e-02,2.148e-02
502.5,4395.9823,1090.8882,2.135e-02,2.125e-02
509.9,4273.0889,1070.2957,2.098e-02,2.093e-02
516.1,4167.3317,1052.0039,2.062e-02,2.066e-02
521.9,4067.8819,1034.4580,2.029e-02,2.039e-02
529.8,3931.1319,1009.2908,1.983e-02,2.001e-02
536.9,3807.2777,985.2867,1.947e-02,1.964e-02
543.4,3697.2469,961.8740,1.921e-02,1.928e-02
545.9,3654.3699,953.6636,1.922e-02,1.916e-02
546.2,3651.1416,952.8525,1.922e-02,1.915e-02
551.5,3558.7310,930.3872,1.896e-02,1.881e-02
556.9,3450.1236,905.0859,1.851e-02,1.836e-02
563.9,3300.3111,871.6629,1.805e-02,1.777e-02
570.5,3145.3060,838.7179,1.793e-02,1.718e-02
