x_m,rms_L_mm,rms_V_mm,rms_Tcw_rad,rms_Tg_rad
21.0,0.0000,0.0000,8.849e-12,3.740e-13
43.9,0.0000,0.0000,4.732e-23,2.816e-24
46.4,0.2724,0.2147,6.170e-05,5.068e-06
48.8,0.0000,0.0000,3.648e-23,5.894e-24
49.9,1.4763,0.9911,1.060e-04,2.472e-05
50.8,3.0345,2.4118,3.847e-04,5.891e-05
57.5,18.8715,14.2726,2.509e-03,3.459e-04
65.9,46.3503,28.5590,4.024e-03,7.032e-04
71.9,70.0393,38.6320,4.599e-03,9.582e-04
77.9,96.2143,48.5655,5.001e-03,1.209e-03
86.4,136.5347,62.9022,5.239e-03,1.572e-03
89.9,153.8837,67.4645,5.571e-03,1.684e-03
92.2,165.3327,70.3660,5.727e-03,1.756e-03
100.8,210.1925,84.4957,5.363e-03,2.109e-03
106.6,240.8630,93.5855,5.144e-03,2.334e-03
113.9,280.3379,105.0152,4.840e-03,2.615e-03
121.0,318.5485,115.7252,4.584e-03,2.875e-03
126.7,349.6176,124.2742,4.412e-03,3.081e-03
135.3,395.7854,136.5604,4.271e-03,3.373e-03
141.1,426.0953,144.8540,4.197e-03,3.568e-03
146.9,456.4600,151.3545,4.358e-03,3.717e-03
155.4,499.4284,160.3669,4.396e-03,3.920e-03
161.1,527.6421,167.7683,4.265e-03,4.086e-03
167.9,560.0118,175.6502,4.289e-03,4.259e-03
175.4,594.1865,184.0707,4.396e-03,4.440e-03
181.1,618.8708,190.1913,4.521e-03,4.570e-03
189.7,653.3239,198.8079,4.724e-03,4.748e-03
195.4,674.2461,204.5522,4.869e-03,4.865e-03
203.9,701.7997,210.9016,4.995e-03,4.987e-03
204.1,702.2333,211.0054,4.996e-03,4.989e-03
209.9,719.0942,214.8967,5.019e-03,5.048e-03
215.9,737.5699,219.0984,5.073e-03,5.122e-03
223.8,761.4847,224.2123,5.158e-03,5.207e-03
230.9,783.1463,228.5392,5.239e-03,5.278e-03
238.0,804.1531,232.6268,5.316e-03,5.343e-03
245.9,827.2944,236.9404,5.395e-03,5.412e-03
251.9,844.0899,240.0433,5.450e-03,5.461e-03
257.9,860.6455,243.1209,5.509e-03,5.510e-03
260.9,868.5036,244.2855,5.524e-03,5.528e-03
263.9,876.4262,245.3801,5.536e-03,5.544e-03
269.9,891.5132,248.1280,5.593e-03,5.588e-03
277.6,910.0045,251.3702,5.676e-03,5.640e-03
284.9,926.6046,254.3590,5.765e-03,5.690e-03
291.6,940.9694,256.9682,5.844e-03,5.734e-03
299.9,957.2209,260.0097,5.931e-03,5.788e-03
305.7,967.8245,262.0175,5.983e-03,5.825e-03
