x_m,rms_L_mm,rms_V_mm,rms_Tcw_rad,rms_Tg_rad
21.0,0.0000,0.0000,2.158e-11,9.112e-13
43.9,0.0000,0.0000,1.155e-22,6.712e-24
46.4,0.6682,0.5145,1.513e-04,1.180e-05
48.8,0.0000,0.0000,8.673e-23,1.412e-23
49.9,3.6219,2.3636,2.593e-04,5.753e-05
50.8,7.4447,5.7589,9.425e-04,1.371e-04
57.5,46.2991,34.0950,6.149e-03,8.050e-04
65.9,113.7163,68.1564,9.856e-03,1.636e-03
71.9,171.8370,92.1503,1.126e-02,2.230e-03
77.9,236.0582,115.8097,1.223e-02,2.814e-03
86.4,334.9889,149.9525,1.279e-02,3.657e-03
89.9,377.5578,160.8273,1.360e-02,3.919e-03
92.2,405.6505,167.7417,1.398e-02,4.085e-03
100.8,515.7278,201.3860,1.305e-02,4.907e-03
106.6,590.9906,223.0366,1.249e-02,5.431e-03
113.9,687.8638,250.2653,1.170e-02,6.083e-03
121.0,781.6400,275.7857,1.102e-02,6.688e-03
126.7,857.8941,296.1604,1.055e-02,7.166e-03
135.3,971.2141,325.4488,1.014e-02,7.845e-03
141.1,1045.6165,345.2233,9.903e-03,8.298e-03
146.9,1120.1591,360.7280,1.028e-02,8.645e-03
155.4,1225.6523,382.2255,1.034e-02,9.114e-03
161.1,1294.9277,399.8798,9.966e-03,9.499e-03
167.9,1374.4154,418.6865,9.988e-03,9.900e-03
175.4,1458.3451,438.7831,1.022e-02,1.032e-02
181.1,1518.9746,453.3945,1.050e-02,1.062e-02
189.7,1603.6102,473.9700,1.098e-02,1.104e-02
195.4,1655.0152,487.6913,1.132e-02,1.131e-02
203.9,1722.7280,502.8680,1.161e-02,1.159e-02
204.1,1723.7937,503.1170,1.161e-02,1.159e-02
209.9,1765.2416,512.4374,1.166e-02,1.173e-02
215.9,1810.6676,522.4861,1.178e-02,1.190e-02
223.8,1869.4791,534.7223,1.197e-02,1.210e-02
230.9,1922.7582,545.0752,1.216e-02,1.226e-02
238.0,1974.4345,554.8560,1.234e-02,1.241e-02
245.9,2031.3676,565.1773,1.252e-02,1.257e-02
251.9,2072.6934,572.6014,1.265e-02,1.268e-02
257.9,2113.4304,579.9646,1.278e-02,1.280e-02
260.9,2132.7678,582.7517,1.282e-02,1.284e-02
263.9,2152.2635,585.3689,1.285e-02,1.288e-02
269.9,2189.3919,591.9328,1.299e-02,1.298e-02
277.6,2234.8989,599.6775,1.319e-02,1.310e-02
284.9,2275.7532,606.8153,1.341e-02,1.322e-02
291.6,2311.1059,613.0458,1.361e-02,1.332e-02
299.9,2351.1021,620.3078,1.382e-02,1.345e-02
305.7,2377.1974,625.1014,1.394e-02,1.353e-02
311.9,2402.8786,630.2797,1.409e-02,1.363e-02
317.9,2425.8582,633.8527,1.408e-02,1.369e-02
319.8,2432.3873,634.7732,1.408e-02,1.371e-02
325.4,2451.4812,638.5708,1.421e-02,1.378e-02
333.8,2476.4523,643.6450,1.438e-02,1.388e-02
339.4,2490.7764,646.7125,1.446e-02,1.394e-02
347.8,2508.5228,650.7775,1.450e-02,1.402e-02
353.9,2518.7045,653.3296,1.448e-02,1.408e-02
359.9,2526.1804,655.4530,1.443e-02,1.412e-02
367.3,2531.9350,657.7899,1.431e-02,1.417e-02
374.9,2533.6285,658.5056,1.423e-02,1.419e-02
375.1,2533.6231,658.4713,1.423e-02,1.419e-02
381.2,2531.5354,657.0515,1.431e-02,1.415e-02
389.6,2524.0264,654.1581,1.453e-02,1.408e-02
395.1,2516.1800,651.8952,1.462e-02,1.402e-02
401.9,2503.6732,648.7493,1.469e-02,1.395e-02
409.0,2487.4981,645.0253,1.468e-02,1.386e-02
414.5,2472.5905,641.8195,1.463e-02,1.379e-02
422.8,2446.6926,636.5905,1.447e-02,1.368e-02
428.9,2424.9080,632.2788,1.428e-02,1.359e-02
431.9,2413.4037,630.2780,1.430e-02,1.355e-02
436.6,2394.5328,626.8810,1.433e-02,1.348e-02
443.9,2362.3890,620.6407,1.411e-02,1.336e-02
449.9,2333.8333,615.3194,1.393e-02,1.326e-02
455.9,2303.3078,609.7876,1.372e-02,1.316e-02
464.1,2258.5639,601.8258,1.340e-02,1.301e-02
469.6,2226.6714,596.2512,1.317e-02,1.292e-02
477.8,2176.1922,587.6098,1.285e-02,1.277e-02
483.3,2140.7517,581.3565,1.262e-02,1.267e-02
488.9,2103.3315,575.5515,1.254e-02,1.257e-02
497.0,2046.7302,566.2726,1.247e-02,1.242e-02
502.5,2007.0571,558.9371,1.229e-02,1.230e-02
509.9,1951.5256,548.8650,1.210e-02,1.214e-02
516.1,1903.7117,539.9021,1.192e-02,1.200e-02
521.9,1858.7226,531.2861,1.175e-02,1.186e-02
529.8,1796.8136,518.8950,1.153e-02,1.165e-02
536.9,1740.6853,507.0385,1.136e-02,1.145e-02
543.4,1690.7646,495.4312,1.122e-02,1.125e-02
545.9,1671.2929,491.3554,1.122e-02,1.119e-02
546.2,1669.8265,490.9539,1.122e-02,1.118e-02
551.5,1627.8191,479.7253,1.106e-02,1.099e-02
556.9,1578.4024,466.9600,1.081e-02,1.073e-02
563.9,1510.1721,450.0668,1.053e-02,1.040e-02
570.5,1439.5241,433.3594,1.038e-02,1.006e-02
575.9,1378.2616,418.9218,1.042e-02,9.764e-03
583.9,1282.1920,396.6502,1.088e-02,9.295e-03
590.9,1195.8614,376.6890,1.163e-02,8.867e-03
597.4,1112.0067,356.4461,1.305e-02,8.423e-03
602.9,1040.0809,341.8431,1.310e-02,8.105e-03
608.9,960.0835,325.3634,1.289e-02,7.739e-03
616.2,860.9725,300.4462,1.444e-02,7.166e-03
623.9,755.4456,274.4327,1.592e-02,6.561e-03
629.6,676.8297,254.4240,1.724e-02,6.088e-03
635.9,590.6181,232.1743,1.873e-02,5.556e-03
643.0,494.5516,206.5565,2.051e-02,4.933e-03
648.4,423.5167,187.2732,2.174e-02,4.457e-03
656.4,321.2619,157.6634,2.407e-02,3.706e-03
659.9,277.9601,146.4903,2.355e-02,3.435e-03
662.9,242.6506,136.2424,2.188e-02,3.200e-03
669.7,167.0607,107.7107,1.869e-02,2.518e-03
677.7,90.3729,74.6453,1.452e-02,1.728e-03
683.9,42.9083,48.3821,1.045e-02,1.106e-03
690.9,8.4436,17.1951,3.941e-03,3.898e-04
695.3,0.0000,0.0000,2.945e-22,2.859e-23
696.4,0.1487,1.8831,5.426e-04,4.035e-05
700.3,0.1320,1.5747,4.554e-04,3.395e-05
704.9,0.1922,0.9147,3.325e-04,2.046e-05
705.5,0.1789,0.8734,3.485e-04,1.988e-05
711.6,0.0000,0.0000,1.693e-22,2.107e-23
716.9,0.8941,5.1788,4.165e-04,1.551e-04
722.2,0.0000,0.0000,8.301e-16,6.924e-18
725.0,10.4628,19.9541,4.170e-03,6.858e-04
733.5,114.2218,111.9180,2.927e-02,3.857e-03
742.0,300.2184,201.4121,4.733e-02,6.911e-03
750.5,544.4041,291.0556,6.407e-02,9.942e-03
759.0,829.9083,379.8970,7.903e-02,1.292e-02
767.5,1145.4076,468.5376,9.328e-02,1.586e-02
768.9,1198.9090,479.7389,9.535e-02,1.623e-02
774.9,1434.4982,527.5802,9.484e-02,1.777e-02
783.9,1801.0613,618.8642,8.484e-02,2.059e-02
792.9,2179.8749,706.2499,7.702e-02,2.323e-02
801.7,2553.4220,791.7594,6.927e-02,2.576e-02
810.2,2923.3031,872.8498,6.283e-02,2.813e-02
818.8,3292.2939,956.4970,5.596e-02,3.053e-02
825.9,3598.9653,1010.1136,5.510e-02,3.211e-02
833.1,3903.4860,1063.5146,5.388e-02,3.366e-02
841.7,4265.8463,1143.9570,4.809e-02,3.590e-02
850.3,4616.9038,1217.8962,4.498e-02,3.796e-02
858.9,4959.0813,1290.6633,4.311e-02,3.997e-02
867.5,5280.2418,1360.1689,4.275e-02,4.189e-02
876.1,5581.9983,1428.4269,4.387e-02,4.381e-02
882.7,5786.9329,1473.5922,4.507e-02,4.495e-02
882.9,5790.7387,1474.4902,4.509e-02,4.497e-02
884.7,5846.2532,1484.5931,4.537e-02,4.522e-02
893.4,6125.2595,1543.8635,4.675e-02,4.674e-02
902.0,6427.4762,1601.3050,4.798e-02,4.820e-02
910.7,6745.1100,1657.4537,4.912e-02,4.960e-02
919.3,7073.9493,1712.0790,5.029e-02,5.094e-02
928.0,7409.7768,1764.7902,5.159e-02,5.222e-02
936.9,7759.5989,1818.2401,5.312e-02,5.349e-02
