case_index,github_scenario_id,i08_case_id,category,confidence,stationarity,stationarity_interpretation,station,response,unit,mean,sigma,raw_rms_convention,mean_plus_3p5sigma,mean_minus_3p5sigma,sample_max,sample_min,first_half_sigma,second_half_sigma,half_sigma_relative_difference,half_mean_difference_over_sigma,stationarity_metric_is_solver_gate
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,vertical_common_m,m,-0.13966211106272725,0.881443632726427,0.8924395682288285,2.945390603479767,-3.224714825605222,2.399584523860943,-2.842954333908708,0.9285770648711118,0.8297382362336265,0.11213289763267462,0.09208096777421121,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,vertical_common_m,m,-0.10217411244426906,1.4781253945226733,1.4816525338913247,5.071264768385088,-5.275612993273626,3.630106454500749,-4.18335068574911,1.5534160246386286,1.398795373686743,0.10460590929893122,0.017736684039681247,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,local_roll_L_deg,deg,3.0213650893074764,2.49992797523539,3.921515891112835,11.77111300263134,-5.728382824016387,8.767834866015555,-3.546831146854217,2.8180713563957065,2.133732504146623,0.2737434274220029,0.0437458908416019,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,local_roll_L_deg,deg,2.085817961490242,0.818936619372489,2.240824347204517,4.952096129293953,-0.7804602063134691,4.557977365515827,-0.16536259739225523,0.7843227782964525,0.8502653759937752,0.08052222374406859,0.09938527443207903,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,local_roll_L_deg,deg,3.002537661356412,2.52070486017325,3.9203552645091584,11.825004671962786,-5.819929349249962,8.190574366193179,-4.148075633071233,2.8697629016722095,2.1057022414814672,0.303113891777964,0.11141608467868928,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,local_roll_R_deg,deg,3.021363680335572,2.5078250734503835,3.926553843751201,11.798751437411914,-5.75602407674077,8.439741287928246,-3.7861481653965843,2.819064552105918,2.1512872813074058,0.2662774520711498,0.0368017754361966,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,local_roll_R_deg,deg,2.085816034686203,0.8205963725492449,2.241429663673401,4.95790333860856,-0.786271269236154,4.770643494411037,-0.24635636320184462,0.7874127596894133,0.850509712475928,0.0768915814123078,0.10170754353593993,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,local_roll_R_deg,deg,3.00253626226994,2.51162329817958,3.914521119907825,11.79321780589847,-5.78814528135859,8.519506742777908,-4.4238538326966745,2.8554694866568915,2.1023058191394246,0.2998712697335459,0.11831337869560819,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,system_roll_deg,deg,0.284668195965039,2.393503330435209,2.410372206651584,8.66192985248827,-8.092593460558192,4.881574707812884,-5.050504292115255,2.756095939748694,1.9648799016680896,0.3305681792958852,0.025435527981166578,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,system_roll_deg,deg,0.4199072240265062,0.6393561748168008,0.7649172472013023,2.6576538358853092,-1.817839387832297,2.118512647315289,-1.4345275523793144,0.5590858375869694,0.7106414115663744,0.23704404516438943,0.012625907740116512,False
36,mistral_strong,I08-mistral_strong-S20260805,foehn_bora,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,system_roll_deg,deg,0.28528484751580474,2.4136718982602665,2.4304730972947293,8.733136491426738,-8.16256679639513,4.921675674492942,-5.069746644820674,2.793017857749765,1.9611288562675269,0.34465703564840333,0.04392084545644874,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,lateral_common_m,m,20.85725549735393,20.160946551448106,29.008427615647285,91.42056842742231,-49.706057432714445,61.23995711452409,-15.905330572190227,19.674508124354187,20.622640038940375,0.047028144842638175,0.05503826696009496,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,lateral_common_m,m,27.739720747404576,28.383423429929444,39.687666002760295,127.08170275215763,-71.60226125734847,84.97312874711228,-24.190340154894564,27.730774109314,29.00402628696868,0.04485900655352499,0.05324972724864258,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,lateral_common_m,m,20.856755667779606,20.11395686603042,28.975429553226455,91.25560469888607,-49.542093363326856,64.58528915416233,-15.2569810995717,19.69069669305499,20.511208579090244,0.04079316126112322,0.0619614105702658,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,vertical_common_m,m,-0.10217191687618246,1.3791574075084676,1.382936822593003,4.7248790094034545,-4.929222843155819,3.6907070246187414,-3.277486991858316,1.4567302944568672,1.297074635296766,0.1157631886620752,0.0013027873888845792,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,vertical_common_m,m,-0.13966211106272725,0.8263534118236414,0.8380724709111201,2.7525748303200177,-3.0318990524454725,2.2408806275728024,-2.6739989148484162,0.8705410045693269,0.7778796024805418,0.1121328970909613,0.09208096815055951,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,vertical_common_m,m,-0.10217411244426906,1.3857425534110444,1.3895042186290532,4.747924824494387,-4.952273049382924,3.396838946129941,-3.9282769212143114,1.4563275187406166,1.3113706593317778,0.10460590897784257,0.017736682725661614,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,local_roll_L_deg,deg,3.0213650893074764,2.343682479928284,3.823806293421356,11.224253769056471,-5.181523590441518,8.40867991822028,-3.136320031892301,2.641941907749472,2.000374215257415,0.27374343495185793,0.04374589166081801,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,local_roll_L_deg,deg,2.085817961490242,0.7677530821093855,2.2226293806129194,4.772953748873091,-0.6013178258926071,4.40346729998207,-0.024663693652926977,0.7353026049093144,0.797123792527703,0.08052222655822651,0.09938527475784695,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,local_roll_L_deg,deg,3.002537661356412,2.363160812266936,3.820963416796575,11.273600504290687,-5.268525181577864,7.866319954973415,-3.701160574760301,2.690402737371656,1.9740958422041697,0.3031139021302348,0.11141608415229097,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,local_roll_R_deg,deg,3.021363680335572,2.3510860059694485,3.8283474106089543,11.250164701228641,-5.207437340557497,8.101092789453297,-3.3606788283368267,2.6428730265404163,2.016831813504319,0.26627746132917635,0.03680177732264162,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,local_roll_R_deg,deg,2.085816034686203,0.7693091008805871,2.2231655411263853,4.778397887768258,-0.6067658183958518,4.602841687753397,-0.10059583805683214,0.7381994628060042,0.7973528579624802,0.07689158374542333,0.10170754461434499,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,local_roll_R_deg,deg,3.00253626226994,2.354646846810516,3.8157025276403096,11.243800226106746,-5.238727701566866,8.174696826842727,-3.9597052702779267,2.6770026599404146,1.970911694982917,0.299871280448672,0.11831337754712687,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,system_roll_deg,deg,0.284668195965039,2.243909372902981,2.2618941742698397,8.138351001125473,-7.569014609195395,4.594267948183044,-4.717055687832424,2.5838399536503904,1.8420748951726424,0.3305681893552211,0.02543552608181831,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,system_roll_deg,deg,0.4199072240265062,0.5993964144310158,0.7318457067049068,2.517794674535061,-1.6779802264820487,2.012349903274312,-1.318625594250107,0.5241429715346089,0.6662263252539028,0.237044050145292,0.012625910188047998,False
37,patagonia_westerlies,I08-patagonia_westerlies-S20260805,extratropical_storm,C,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,system_roll_deg,deg,0.28528484751580474,2.2628174073831544,2.2807301601413386,8.205145773356845,-7.634576078325235,4.631901341838687,-4.735058122025818,2.6184542561260646,1.8385582888776306,0.3446570477599199,0.043920846178158786,False
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,local_record,A,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,lateral_common_m,m,23.943277994411385,25.367121554075652,34.882250745284686,112.72820343367617,-64.8416474448534,74.61435013649604,-22.432943169872484,24.7602982319838,25.945395103241804,0.04671782995684816,0.05148766109320181,False
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,local_record,A,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,lateral_common_m,m,31.844067184520554,35.70633875872429,47.84336152910909,156.8162528400556,-93.12811847101447,103.6086363594685,-33.373282947267796,34.88732244229351,36.488057480987585,0.04483055654377224,0.05000362443587295,False
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,local_record,A,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,lateral_common_m,m,23.942704210461276,25.305355874131877,34.83696486242883,112.51144976992285,-64.6260413490003,78.79868174179376,-21.363958302871186,24.774107877193458,25.806750558631716,0.040807277580864436,0.058181537471765216,False
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,local_record,A,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/4,vertical_common_m,m,-0.11728919029153585,1.7388843892735821,1.7428355267834663,5.968806172166001,-6.203384552749073,4.631141117773559,-4.142578868669452,1.8360858367330655,1.6360691156625726,0.11502588803735808,0.0023743521788626475,False
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,local_record,A,stationary_ok,STATIONARY_SPECTRAL_MAPPING,L/2,vertical_common_m,m,-0.16032640300568188,1.0466567189033433,1.05886488407457,3.50297211315602,-3.8236249191673832,2.8578875148056264,-3.3682571964564887,1.1029115383663828,0.9851671360356012,0.11249572109387566,0.08750695066922774,False
38,xinjiang_baili_fengqu,I08-xinjiang_baili_fengqu-S20260805,local_record,A,stationary_ok,STATIONARY_SPECTRAL_MAPPING,3L/4,vertical_common_m,m,-0.11729171071408434,1.7474183504008873,1.7513504037513437,5.998672515689021,-6.233255937117191,4.316095725003584,-4.914444171113116,1.8357192247409635,1.6544528372322196,0.10373382393927495,0.015598075142636737,False
