category,event_count,station,response,unit,category_aggregation,maximum_sigma,maximum_sigma_case_id,maximum_mean_plus_3p5sigma,maximum_mean_plus_case_id,minimum_mean_minus_3p5sigma,minimum_mean_minus_case_id,reference_only_event_count
downburst,2,L/2,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.6018586683576594,I08-andrews_afb_1983_microburst-S20260805,18.458528357457865,I08-andrews_afb_1983_microburst-S20260805,-6.75448232104575,I08-andrews_afb_1983_microburst-S20260805,2
downburst,2,3L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,8.672258884062549,I08-andrews_afb_1983_microburst-S20260805,38.776900820362,I08-andrews_afb_1983_microburst-S20260805,-21.928911368075838,I08-andrews_afb_1983_microburst-S20260805,2
downburst,2,L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,8.734185088256858,I08-andrews_afb_1983_microburst-S20260805,39.04646128454049,I08-andrews_afb_1983_microburst-S20260805,-22.092834333257514,I08-andrews_afb_1983_microburst-S20260805,2
downburst,2,L/2,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.612294891499603,I08-andrews_afb_1983_microburst-S20260805,18.49504973256509,I08-andrews_afb_1983_microburst-S20260805,-6.7910145079321325,I08-andrews_afb_1983_microburst-S20260805,2
downburst,2,3L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,8.618667814433055,I08-andrews_afb_1983_microburst-S20260805,38.58932815134679,I08-andrews_afb_1983_microburst-S20260805,-21.74134654968459,I08-andrews_afb_1983_microburst-S20260805,2
downburst,2,L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.433099228203691,I08-andrews_afb_1983_microburst-S20260805,26.814519506017334,I08-andrews_afb_1983_microburst-S20260805,-25.217175091408507,I08-andrews_afb_1983_microburst-S20260805,2
downburst,2,L/2,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,2.448230463335119,I08-andrews_afb_1983_microburst-S20260805,9.746908827082283,I08-andrews_afb_1983_microburst-S20260805,-7.390704416263549,I08-andrews_afb_1983_microburst-S20260805,2
downburst,2,3L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.504299544864051,I08-andrews_afb_1983_microburst-S20260805,27.065450707335707,I08-andrews_afb_1983_microburst-S20260805,-25.46464610671265,I08-andrews_afb_1983_microburst-S20260805,2
derecho,1,L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,77.92776503334518,I08-midwest_derecho_2020-S20260805,324.4862070348317,I08-midwest_derecho_2020-S20260805,-221.00814819858456,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/2,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,109.57410596057028,I08-midwest_derecho_2020-S20260805,452.3212156410265,I08-midwest_derecho_2020-S20260805,-314.69752608296545,I08-midwest_derecho_2020-S20260805,1
derecho,1,3L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,77.70458985778976,I08-midwest_derecho_2020-S20260805,323.70385403064995,I08-midwest_derecho_2020-S20260805,-220.22827497387834,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,5.379729279713789,I08-midwest_derecho_2020-S20260805,18.575602267697285,I08-midwest_derecho_2020-S20260805,-19.082502690299243,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/2,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.3171495210217357,I08-midwest_derecho_2020-S20260805,11.263573999321096,I08-midwest_derecho_2020-S20260805,-11.956472647831053,I08-midwest_derecho_2020-S20260805,1
derecho,1,3L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,5.408669365988356,I08-midwest_derecho_2020-S20260805,18.67688712327718,I08-midwest_derecho_2020-S20260805,-19.183798438641308,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.0698629009958385,I08-midwest_derecho_2020-S20260805,32.2393939281488,I08-midwest_derecho_2020-S20260805,-17.249646378822074,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/2,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,2.8384520763436725,I08-midwest_derecho_2020-S20260805,15.108714447924585,I08-midwest_derecho_2020-S20260805,-4.760450086481123,I08-midwest_derecho_2020-S20260805,1
derecho,1,3L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.063956724608574,I08-midwest_derecho_2020-S20260805,32.17201852233226,I08-midwest_derecho_2020-S20260805,-17.27567854992776,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.099938752608285,I08-midwest_derecho_2020-S20260805,32.344655913661434,I08-midwest_derecho_2020-S20260805,-17.354915354596564,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/2,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,2.8464803925263635,I08-midwest_derecho_2020-S20260805,15.136808774885736,I08-midwest_derecho_2020-S20260805,-4.788553972798809,I08-midwest_derecho_2020-S20260805,1
derecho,1,3L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.023219482699591,I08-midwest_derecho_2020-S20260805,32.029434705041936,I08-midwest_derecho_2020-S20260805,-17.133101673855197,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.169547118248958,I08-midwest_derecho_2020-S20260805,22.29956995748713,I08-midwest_derecho_2020-S20260805,-20.887259870255576,I08-midwest_derecho_2020-S20260805,1
derecho,1,L/2,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,1.969250203386254,I08-midwest_derecho_2020-S20260805,7.9340080694526405,I08-midwest_derecho_2020-S20260805,-5.850743354251137,I08-midwest_derecho_2020-S20260805,1
derecho,1,3L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.227614995536794,I08-midwest_derecho_2020-S20260805,22.504337209247673,I08-midwest_derecho_2020-S20260805,-21.088967759509885,I08-midwest_derecho_2020-S20260805,1
extratropical_storm,3,L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,34.69842306344726,I08-great_storm_1987-S20260805,154.40745757339374,I08-great_storm_1987-S20260805,-88.48150387073709,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/2,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,48.819806897768444,I08-great_storm_1987-S20260805,214.70940525808774,I08-great_storm_1987-S20260805,-127.02924302629137,I08-great_storm_1987-S20260805,0
extratropical_storm,3,3L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,34.6067742630743,I08-great_storm_1987-S20260805,154.08589683734888,I08-great_storm_1987-S20260805,-88.16152300417122,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,2.3879682569815963,I08-great_storm_1987-S20260805,8.196415567948003,I08-great_storm_1987-S20260805,-8.51936223092317,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/2,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,1.45239358923096,I08-great_storm_1987-S20260805,4.86265442188596,I08-great_storm_1987-S20260805,-5.304100702730761,I08-great_storm_1987-S20260805,0
extratropical_storm,3,3L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,2.4002694255703556,I08-great_storm_1987-S20260805,8.239466188114934,I08-great_storm_1987-S20260805,-8.562419790877554,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.5385325772637715,I08-great_storm_1987-S20260805,17.159854071769548,I08-great_storm_1987-S20260805,-7.609873969076852,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/2,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,1.2745650165589053,I08-great_storm_1987-S20260805,7.757421291380746,I08-great_storm_1987-S20260805,-1.2224060804018513,I08-lothar_1999-S20260805,0
extratropical_storm,3,3L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.555048140580207,I08-great_storm_1987-S20260805,17.18790352254992,I08-great_storm_1987-S20260805,-7.697433461511527,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.551579706254961,I08-great_storm_1987-S20260805,17.20551679648801,I08-great_storm_1987-S20260805,-7.6555411472967165,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/2,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,1.277727018428682,I08-great_storm_1987-S20260805,7.768485252788134,I08-great_storm_1987-S20260805,-1.2321310148024325,I08-lothar_1999-S20260805,0
extratropical_storm,3,3L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.5390380643100903,I08-great_storm_1987-S20260805,17.13186604447683,I08-great_storm_1987-S20260805,-7.6414004056938,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.2692234955111,I08-great_storm_1987-S20260805,11.892174175014006,I08-great_storm_1987-S20260805,-10.992390293563695,I08-great_storm_1987-S20260805,0
extratropical_storm,3,L/2,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,0.9448942161807241,I08-great_storm_1987-S20260805,3.9707545612980986,I08-great_storm_1987-S20260805,-2.6435049519669698,I08-great_storm_1987-S20260805,0
extratropical_storm,3,3L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.298216749150997,I08-great_storm_1987-S20260805,11.994625123898366,I08-great_storm_1987-S20260805,-11.092892120158613,I08-great_storm_1987-S20260805,0
foehn_bora,2,L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,87.46063999419911,I08-bora_adriatic-S20260805,368.94897874823016,I08-bora_adriatic-S20260805,-243.2755012111636,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/2,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,122.94506982720296,I08-bora_adriatic-S20260805,513.8793143142661,I08-bora_adriatic-S20260805,-346.7361744761546,I08-bora_adriatic-S20260805,0
foehn_bora,2,3L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,87.20364831246513,I08-bora_adriatic-S20260805,368.04800202356256,I08-bora_adriatic-S20260805,-242.37753616369338,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.039292073452583,I08-bora_adriatic-S20260805,20.829708506082934,I08-bora_adriatic-S20260805,-21.445336008085146,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/2,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.7441165757116095,I08-bora_adriatic-S20260805,12.683647402942523,I08-bora_adriatic-S20260805,-13.525168627038745,I08-bora_adriatic-S20260805,0
foehn_bora,2,3L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.07218825005486,I08-bora_adriatic-S20260805,20.944838509593968,I08-bora_adriatic-S20260805,-21.560479240790055,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.592944646802898,I08-bora_adriatic-S20260805,35.67778520046919,I08-bora_adriatic-S20260805,-17.472827327151098,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/2,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.2026112479680204,I08-bora_adriatic-S20260805,17.493091654012424,I08-bora_adriatic-S20260805,-4.925187081763718,I08-bora_adriatic-S20260805,0
foehn_bora,2,3L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.563562442705934,I08-bora_adriatic-S20260805,35.51822601709499,I08-bora_adriatic-S20260805,-17.426711081846545,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.627085141357641,I08-bora_adriatic-S20260805,35.79727268659538,I08-bora_adriatic-S20260805,-17.59232330290811,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/2,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.211999991897988,I08-bora_adriatic-S20260805,17.52594645287692,I08-bora_adriatic-S20260805,-4.9580534904089975,I08-bora_adriatic-S20260805,0
foehn_bora,2,3L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.514927456176288,I08-bora_adriatic-S20260805,35.34799934920771,I08-bora_adriatic-S20260805,-17.256492844026308,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.40563961763665,I08-bora_adriatic-S20260805,23.27735969762315,I08-bora_adriatic-S20260805,-21.562117625833398,I08-bora_adriatic-S20260805,0
foehn_bora,2,L/2,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,2.1503646148669944,I08-bora_adriatic-S20260805,8.791332359766173,I08-bora_adriatic-S20260805,-6.2612199443027885,I08-bora_adriatic-S20260805,0
foehn_bora,2,3L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.467637706644649,I08-bora_adriatic-S20260805,23.496210797795086,I08-bora_adriatic-S20260805,-21.777253148717456,I08-bora_adriatic-S20260805,0
local_record,3,L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,177.49767907195624,I08-mt_washington_1934-S20260805,761.8498409197164,I08-mt_washington_1934-S20260805,-480.63391258397724,I08-mt_washington_1934-S20260805,0
local_record,3,L/2,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,249.24682331465303,I08-mt_washington_1934-S20260805,1059.3695814342573,I08-mt_washington_1934-S20260805,-685.3581817683138,I08-mt_washington_1934-S20260805,0
local_record,3,3L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,176.94466298939213,I08-mt_washington_1934-S20260805,759.9109150589936,I08-mt_washington_1934-S20260805,-478.7017258667513,I08-mt_washington_1934-S20260805,0
local_record,3,L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,12.156308902424257,I08-mt_washington_1934-S20260805,41.858295175644955,I08-mt_washington_1934-S20260805,-43.235867141324846,I08-mt_washington_1934-S20260805,0
local_record,3,L/2,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.686988372811861,I08-mt_washington_1934-S20260805,25.962935377572734,I08-mt_washington_1934-S20260805,-27.845983232110292,I08-mt_washington_1934-S20260805,0
local_record,3,3L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,12.224446260990993,I08-mt_washington_1934-S20260805,42.0967611293351,I08-mt_washington_1934-S20260805,-43.474362697601855,I08-mt_washington_1934-S20260805,0
local_record,3,L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,13.68508659082329,I08-mt_washington_1934-S20260805,68.26615854347581,I08-mt_washington_1934-S20260805,-27.52944759228723,I08-mt_washington_1934-S20260805,0
local_record,3,L/2,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.988210792030716,I08-mt_washington_1934-S20260805,38.52015717731766,I08-mt_washington_1934-S20260805,-10.397318366897357,I08-mt_washington_1934-S20260805,0
local_record,3,3L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,13.422755879693742,I08-mt_washington_1934-S20260805,67.22107705366079,I08-mt_washington_1934-S20260805,-26.738214104195404,I08-mt_washington_1934-S20260805,0
local_record,3,L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,13.75678560606007,I08-mt_washington_1934-S20260805,68.51709559830311,I08-mt_washington_1934-S20260805,-27.780403644117378,I08-mt_washington_1934-S20260805,0
local_record,3,L/2,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,7.009366995966854,I08-mt_washington_1934-S20260805,38.59419090165777,I08-mt_washington_1934-S20260805,-10.471378070110203,I08-mt_washington_1934-S20260805,0
local_record,3,3L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,13.295514287256234,I08-mt_washington_1934-S20260805,66.77572204827015,I08-mt_washington_1934-S20260805,-26.29287796252348,I08-mt_washington_1934-S20260805,0
local_record,3,L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,9.274507492965514,I08-mt_washington_1934-S20260805,34.379850166006925,I08-mt_washington_1934-S20260805,-30.54170228475167,I08-mt_washington_1934-S20260805,0
local_record,3,L/2,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,4.028124360753166,I08-mt_washington_1934-S20260805,16.929215175997122,I08-mt_washington_1934-S20260805,-11.26765534927504,I08-mt_washington_1934-S20260805,0
local_record,3,3L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,9.375780214573371,I08-mt_washington_1934-S20260805,34.73846181188283,I08-mt_washington_1934-S20260805,-30.89199969013077,I08-mt_washington_1934-S20260805,0
katabatic,3,L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,139.6144969741077,I08-thule_1972_gust-S20260805,601.3972411572607,I08-thule_1972_gust-S20260805,-375.9042376614932,I08-thule_1972_gust-S20260805,0
katabatic,3,L/2,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,196.10418522378427,I08-thule_1972_gust-S20260805,836.3151762484338,I08-thule_1972_gust-S20260805,-536.4141203180561,I08-thule_1972_gust-S20260805,0
katabatic,3,3L/4,lateral_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,139.1832725910772,I08-thule_1972_gust-S20260805,599.8852539254113,I08-thule_1972_gust-S20260805,-374.39765421212917,I08-thule_1972_gust-S20260805,0
katabatic,3,L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,9.599338319249824,I08-thule_1972_gust-S20260805,33.04538104921057,I08-thule_1972_gust-S20260805,-34.1499871855382,I08-thule_1972_gust-S20260805,0
katabatic,3,L/2,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,6.039352674726195,I08-thule_1972_gust-S20260805,20.382773362428228,I08-thule_1972_gust-S20260805,-21.892695360655136,I08-thule_1972_gust-S20260805,0
katabatic,3,3L/4,vertical_common_m,m,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,9.65286110621791,I08-thule_1972_gust-S20260805,33.23269893518113,I08-thule_1972_gust-S20260805,-34.33732880834424,I08-thule_1972_gust-S20260805,0
katabatic,3,L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,10.990185033579257,I08-thule_1972_gust-S20260805,54.798014278415124,I08-thule_1972_gust-S20260805,-22.133280956639684,I08-thule_1972_gust-S20260805,0
katabatic,3,L/2,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,5.351312480688172,I08-thule_1972_gust-S20260805,30.00474340048929,I08-thule_1972_gust-S20260805,-7.454443964327913,I08-thule_1972_gust-S20260805,0
katabatic,3,3L/4,local_roll_L_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,10.827349963928537,I08-thule_1972_gust-S20260805,54.12631751941963,I08-thule_1972_gust-S20260805,-21.66513222808012,I08-thule_1972_gust-S20260805,0
katabatic,3,L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,11.046244118699821,I08-thule_1972_gust-S20260805,54.99421345996336,I08-thule_1972_gust-S20260805,-22.329495370935394,I08-thule_1972_gust-S20260805,0
katabatic,3,L/2,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,5.367631812425387,I08-thule_1972_gust-S20260805,30.061850645989463,I08-thule_1972_gust-S20260805,-7.511572040988245,I08-thule_1972_gust-S20260805,0
katabatic,3,3L/4,local_roll_R_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,10.73348766553468,I08-thule_1972_gust-S20260805,53.797791912104316,I08-thule_1972_gust-S20260805,-21.33662174663844,I08-thule_1972_gust-S20260805,0
katabatic,3,L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,8.018317464212013,I08-thule_1972_gust-S20260805,29.602920641555556,I08-thule_1972_gust-S20260805,-26.525301607928533,I08-thule_1972_gust-S20260805,0
katabatic,3,L/2,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,3.2223617203025263,I08-thule_1972_gust-S20260805,13.548127008937124,I08-thule_1972_gust-S20260805,-9.00840503318056,I08-thule_1972_gust-S20260805,0
katabatic,3,3L/4,system_roll_deg,deg,DESCRIPTIVE_EVENT_ENVELOPE_NOT_PROBABILISTIC_AVERAGE,8.10307190732071,I08-thule_1972_gust-S20260805,29.902894579475102,I08-thule_1972_gust-S20260805,-26.81860877176986,I08-thule_1972_gust-S20260805,0
