case_index,github_scenario_id,i08_case_id,category,stationarity,analysis_scope,authority_agent_status,solver_evidence_agent_status,physics_boundary_agent_status,physics_decision,warning_policy_agent_level,rope_slack,rope_capacity,carrying_capacity,gantry_capacity,linearity_boundary,dispatch,trace_json
1,site_gb50009_50yr,I08-site_gb50009_50yr-S20260805,design_code,stationary_ok,STATIONARY_SPECTRAL_MAPPING_LINEAR_150_MODE_ROM,PASS,PASS,NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW,NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW,NOT_ARMED,CLEAR,PARTIAL_CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_GANTRY_NOT_EVALUATED,BELOW_DOCUMENTED_BREAKING_LOAD,NOT_EVALUATED,NOT_EVALUATED,false,"{""trace_id"":""trace:I08-site_gb50009_50yr-S20260805"",""case_index"":1,""github_scenario_id"":""site_gb50009_50yr"",""i08_case_id"":""I08-site_gb50009_50yr-S20260805"",""category"":""design_code"",""stationarity"":""stationary_ok"",""analysis_scope"":""STATIONARY_SPECTRAL_MAPPING_LINEAR_150_MODE_ROM"",""physics_decision"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""final_level"":""NOT_ARMED"",""dispatch"":false,""rope_slack"":""CLEAR"",""rope_capacity"":""PARTIAL_CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_GANTRY_NOT_EVALUATED"",""carrying_capacity"":""BELOW_DOCUMENTED_BREAKING_LOAD"",""gantry_capacity"":""NOT_EVALUATED"",""linearity_boundary"":""NOT_EVALUATED"",""steps"":[{""agent"":""AuthorityAgent"",""status"":""PASS"",""inputs"":[""site_gb50009_50yr"",""I08-site_gb50009_50yr-S20260805"",""df10da1c759cea9e93c065d9456e583a1944b7b3eb1a730ea048f1821dddc5b7"",""8f0ed5a30625b998b982caa32453518abd374f1c2c6312989b2548786e2a7b72""],""rules"":[""AUTHORITY_MUST_BE_GITHUB43_I08"",""I07_PROHIBITED_AS_SCENARIO_SOURCE""],""outputs"":{""authoritative_case"":true,""source_order"":1},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/AUTHORITY.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_GITHUB_43_CASE_MATRIX.json""],""limitations"":[""GitHub legacy sweep is reference evidence, not I08 truth.""]},{""agent"":""SolverEvidenceAgent"",""status"":""PASS"",""inputs"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_50yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""rules"":[""ACCEPTANCE_PASS_AND_43_CASE_PASS_REQUIRED"",""AUTHORITY_HASHES_AND_SHA_MANIFEST_REQUIRED"",""MASTER_STATION_ROPE_AND_PER_CASE_ACCEPTANCE_COMPLETE""],""outputs"":{""numerical_results_consumed"":true,""metric_count"":48,""station_row_count"":15,""rope_row_count"":2246},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_50yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""limitations"":[]},{""agent"":""PhysicsBoundaryAgent"",""status"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""inputs"":{""stationarity"":""stationary_ok"",""analysis_scope"":""STATIONARY_SPECTRAL_MAPPING_LINEAR_150_MODE_ROM"",""rope_slack"":""CLEAR"",""rope_capacity"":""PARTIAL_CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_GANTRY_NOT_EVALUATED"",""carrying_capacity"":""BELOW_DOCUMENTED_BREAKING_LOAD"",""gantry_capacity"":""NOT_EVALUATED"",""linearity_boundary"":""NOT_EVALUATED""},""rules"":[""REFERENCE_ONLY_NONSTATIONARY"",""SLACK_SCREEN_IS_NOT_NONLINEAR_PROOF"",""DOCUMENTED_BREAKING_LOAD_COMPARISON_IS_NOT_SIGNED_CAPACITY_PASS"",""CAPACITY_AND_LINEARITY_FLAGS_PROPAGATE""],""outputs"":{""decision"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""flags"":[""SLACK_SCREEN_CLEAR_NOT_NONLINEAR_PROOF"",""CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_NOT_SIGNED_CAPACITY_PASS"",""GANTRY_CAPACITY_NOT_EVALUATED_BREAKING_FORCE_UNAVAILABLE"",""LINEARITY_BOUNDARY_NOT_EVALUATED_HUMAN_REVIEW""],""claim_scope"":""I08_LINEAR_150_MODE_CCX_WITH_BOUNDARIES""},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_50yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""limitations"":[""150-mode prestressed tangent ROM is linear and does not simulate element-level nonlinear cable slackening."",""Gantry breaking force is unavailable; gantry capacity remains NOT_EVALUATED."",""GitHub legacy Python spectral results are PHYSICAL_VALIDATION_BLOCKED_G_P4 and excluded as validation truth.""]},{""agent"":""WarningPolicyAgent"",""status"":""NOT_ARMED"",""inputs"":{""physics_decision"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""policy_approval_status"":""UNSIGNED"",""dispatch_enabled"":false},""rules"":[""UNSIGNED_THRESHOLD_FORCES_NOT_ARMED"",""REFERENCE_ONLY_NO_DISPATCH"",""ADVERSE_OR_UNKNOWN_ROPE_FLAGS_PROPAGATE""],""outputs"":{""LEVEL"":""NOT_ARMED"",""dispatch"":false,""propagated_flags"":[""SLACK_SCREEN_CLEAR_NOT_NONLINEAR_PROOF"",""CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_NOT_SIGNED_CAPACITY_PASS"",""GANTRY_CAPACITY_NOT_EVALUATED_BREAKING_FORCE_UNAVAILABLE"",""LINEARITY_BOUNDARY_NOT_EVALUATED_HUMAN_REVIEW""]},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/agentic_kg/I08_WARNING_POLICY_CONTRACT.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_50yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""limitations"":[""No signed threshold source and no approved dispatch policy; numerical CCX results must not be converted into an operational warning level.""]}]}"
2,site_gb50009_100yr,I08-site_gb50009_100yr-S20260805,design_code,stationary_ok,STATIONARY_SPECTRAL_MAPPING_LINEAR_150_MODE_ROM,PASS,PASS,NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW,NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW,NOT_ARMED,CLEAR,PARTIAL_CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_GANTRY_NOT_EVALUATED,BELOW_DOCUMENTED_BREAKING_LOAD,NOT_EVALUATED,NOT_EVALUATED,false,"{""trace_id"":""trace:I08-site_gb50009_100yr-S20260805"",""case_index"":2,""github_scenario_id"":""site_gb50009_100yr"",""i08_case_id"":""I08-site_gb50009_100yr-S20260805"",""category"":""design_code"",""stationarity"":""stationary_ok"",""analysis_scope"":""STATIONARY_SPECTRAL_MAPPING_LINEAR_150_MODE_ROM"",""physics_decision"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""final_level"":""NOT_ARMED"",""dispatch"":false,""rope_slack"":""CLEAR"",""rope_capacity"":""PARTIAL_CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_GANTRY_NOT_EVALUATED"",""carrying_capacity"":""BELOW_DOCUMENTED_BREAKING_LOAD"",""gantry_capacity"":""NOT_EVALUATED"",""linearity_boundary"":""NOT_EVALUATED"",""steps"":[{""agent"":""AuthorityAgent"",""status"":""PASS"",""inputs"":[""site_gb50009_100yr"",""I08-site_gb50009_100yr-S20260805"",""df10da1c759cea9e93c065d9456e583a1944b7b3eb1a730ea048f1821dddc5b7"",""8f0ed5a30625b998b982caa32453518abd374f1c2c6312989b2548786e2a7b72""],""rules"":[""AUTHORITY_MUST_BE_GITHUB43_I08"",""I07_PROHIBITED_AS_SCENARIO_SOURCE""],""outputs"":{""authoritative_case"":true,""source_order"":2},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/AUTHORITY.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_GITHUB_43_CASE_MATRIX.json""],""limitations"":[""GitHub legacy sweep is reference evidence, not I08 truth.""]},{""agent"":""SolverEvidenceAgent"",""status"":""PASS"",""inputs"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_100yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""rules"":[""ACCEPTANCE_PASS_AND_43_CASE_PASS_REQUIRED"",""AUTHORITY_HASHES_AND_SHA_MANIFEST_REQUIRED"",""MASTER_STATION_ROPE_AND_PER_CASE_ACCEPTANCE_COMPLETE""],""outputs"":{""numerical_results_consumed"":true,""metric_count"":48,""station_row_count"":15,""rope_row_count"":2246},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_100yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""limitations"":[]},{""agent"":""PhysicsBoundaryAgent"",""status"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""inputs"":{""stationarity"":""stationary_ok"",""analysis_scope"":""STATIONARY_SPECTRAL_MAPPING_LINEAR_150_MODE_ROM"",""rope_slack"":""CLEAR"",""rope_capacity"":""PARTIAL_CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_GANTRY_NOT_EVALUATED"",""carrying_capacity"":""BELOW_DOCUMENTED_BREAKING_LOAD"",""gantry_capacity"":""NOT_EVALUATED"",""linearity_boundary"":""NOT_EVALUATED""},""rules"":[""REFERENCE_ONLY_NONSTATIONARY"",""SLACK_SCREEN_IS_NOT_NONLINEAR_PROOF"",""DOCUMENTED_BREAKING_LOAD_COMPARISON_IS_NOT_SIGNED_CAPACITY_PASS"",""CAPACITY_AND_LINEARITY_FLAGS_PROPAGATE""],""outputs"":{""decision"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""flags"":[""SLACK_SCREEN_CLEAR_NOT_NONLINEAR_PROOF"",""CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_NOT_SIGNED_CAPACITY_PASS"",""GANTRY_CAPACITY_NOT_EVALUATED_BREAKING_FORCE_UNAVAILABLE"",""LINEARITY_BOUNDARY_NOT_EVALUATED_HUMAN_REVIEW""],""claim_scope"":""I08_LINEAR_150_MODE_CCX_WITH_BOUNDARIES""},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_100yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""limitations"":[""150-mode prestressed tangent ROM is linear and does not simulate element-level nonlinear cable slackening."",""Gantry breaking force is unavailable; gantry capacity remains NOT_EVALUATED."",""GitHub legacy Python spectral results are PHYSICAL_VALIDATION_BLOCKED_G_P4 and excluded as validation truth.""]},{""agent"":""WarningPolicyAgent"",""status"":""NOT_ARMED"",""inputs"":{""physics_decision"":""NUMERICAL_EVIDENCE_READY_HUMAN_REVIEW"",""policy_approval_status"":""UNSIGNED"",""dispatch_enabled"":false},""rules"":[""UNSIGNED_THRESHOLD_FORCES_NOT_ARMED"",""REFERENCE_ONLY_NO_DISPATCH"",""ADVERSE_OR_UNKNOWN_ROPE_FLAGS_PROPAGATE""],""outputs"":{""LEVEL"":""NOT_ARMED"",""dispatch"":false,""propagated_flags"":[""SLACK_SCREEN_CLEAR_NOT_NONLINEAR_PROOF"",""CARRYING_BELOW_DOCUMENTED_BREAKING_LOAD_NOT_SIGNED_CAPACITY_PASS"",""GANTRY_CAPACITY_NOT_EVALUATED_BREAKING_FORCE_UNAVAILABLE"",""LINEARITY_BOUNDARY_NOT_EVALUATED_HUMAN_REVIEW""]},""evidence"":[""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/agentic_kg/I08_WARNING_POLICY_CONTRACT.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/case_acceptance/I08-site_gb50009_100yr-S20260805_ACCEPTANCE.json"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_MASTER.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_STATION_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_ROPE_RESULTS.csv"",""<RUN_ROOT>/ccx_run/runs/CW-CCX-GH43-BUF-20260830-I08/I08_POSTPROCESS/I08_43CASE_SHA256SUMS.txt""],""limitations"":[""No signed threshold source and no approved dispatch policy; numerical CCX results must not be converted into an operational warning level.""]}]}"
