      1.,  0.3123734794894795E-05,  0.3327243587236262E-07,  0.3219583944398633E-06,  0.4533772175799173E-06,  0.5086764030118425E-08,  0.8810250710166716E-07,  0.1520260492395459E-07,  0.1065149190217450E-01,  0.1030684150799385E+00,  0.1451394716097167E+00,  0.1628423782464459E-02,  0.2820422119241860E-01,  0.4866803977341683E-02,  0.9169999239478833E-06,  0.2935588275440544E+00
      2.,  0.1273625403117023E-03,  0.1045940524328387E-05,  0.2251455893866546E-05,  0.4516624098317877E-05,  0.8733189205060012E-07,  0.3892213278086899E-06,  0.2599145030469074E-06,  0.8212308907851488E-02,  0.1767753601927550E-01,  0.3546273564632159E-01,  0.6856952745828349E-03,  0.3056011028487058E-02,  0.2040745280447472E-02,  0.8550488239419008E-05,  0.6713503215696595E-01
      3.,  0.4553921453853404E-03,  0.2984016901108708E-04,  0.4973916730248688E-05,  0.1038137201609433E-03,  0.1561831673447209E-04,  0.2140806296498060E-03,  0.2733142149736957E-05,  0.6552631465752916E-01,  0.1092227167431686E-01,  0.2279655484024629E+00,  0.3429641220811197E-01,  0.4701017174300554E+00,  0.6001733181902483E-02,  0.3710598944362941E-03,  0.8148139975543788E+00
      4.,  0.4026677578123871E-03,  0.2501436125112098E-04,  0.1836145416624687E-04,  0.8926295494242540E-04,  0.1359796111837905E-04,  0.1906596330961382E-03,  0.2323731337832292E-05,  0.6212158973695578E-01,  0.4559951426456628E-01,  0.2216789231583206E+00,  0.3376967948030912E-01,  0.4734911832324337E+00,  0.5770840333620592E-02,  0.3392200959121428E-03,  0.8424317302062059E+00
      5.,  0.2774961764328513E-01,  0.2006014029727205E-05,  0.5041714996629592E-05,  0.1895959892138941E-04,  0.2275681690075117E-06,  0.1534440819849684E-05,  0.1095543255724208E-05,  0.7228978991761427E-04,  0.1816859266833750E-03,  0.6832382040398047E-03,  0.8200767734274665E-05,  0.5529592658084746E-04,  0.3947958021646140E-04,  0.2886488019232761E-04,  0.1040190195172377E-02
      6.,  0.3062346639734904E-01,  0.3427336419293219E-04,  0.7021175518043486E-04,  0.1053749974886803E-03,  0.1501019546078534E-04,  0.2041249378301031E-03,  0.2818401719563673E-05,  0.1119186304653581E-02,  0.2292743553894762E-02,  0.3440988558297313E-02,  0.4901533766956152E-03,  0.6665637886368522E-02,  0.9203405267692529E-04,  0.4318136518724995E-03,  0.1410074373258672E-01
      7.,  0.1269756245808723E-03,  0.8515842562414390E-06,  0.1757614892581377E-04,  0.5560558045654385E-05,  0.1066505257868591E-06,  0.1488861413122128E-05,  0.2086196797268762E-06,  0.6706675072892077E-02,  0.1384214409957031E+00,  0.4379232678719999E-01,  0.8399291292237907E-03,  0.1172556873050743E-01,  0.1642989986585998E-02,  0.2579242284634546E-04,  0.2031289307021124E+00
      8.,  0.1043670987358157E-03,  0.2814935983074065E-05,  0.6142730212042553E-04,  0.3378596186173923E-05,  0.1527251771690140E-06,  0.1095147524117589E-05,  0.1429597890621323E-06,  0.2697148830590287E-01,  0.5885696054071250E+00,  0.3237223442155997E-01,  0.1463346006729640E-02,  0.1049322571368717E-01,  0.1369778318970101E-02,  0.6901166678002225E-04,  0.6612396781739748E+00
      9.,  0.1327538647322206E-03,  0.4347309900050422E-05,  0.8728277002106530E-04,  0.4650053422688722E-05,  0.1872064142741450E-06,  0.1275422943864193E-05,  0.1962963830498803E-06,  0.3274714381249413E-01,  0.6574781848884353E+00,  0.3502763126383099E-01,  0.1410176755695672E-02,  0.9607426092165857E-02,  0.1478649103329926E-02,  0.9793905908499266E-04,  0.7377492119159519E+00
     10.,  0.4852288458723376E-01,  0.4354504646495626E-06,  0.4972113116622385E-05,  0.5234071735243103E-04,  0.6360822660056789E-06,  0.4259152838671570E-05,  0.3026253672343271E-05,  0.8974125680156462E-05,  0.1024694463018494E-03,  0.1078681075902106E-02,  0.1310891286485945E-04,  0.8777616736726617E-04,  0.6236755498125250E-04,  0.6566976971072349E-04,  0.1353377283097490E-02
     11.,  0.5146565081018637E-01,  0.7362184507646222E-04,  0.8651581551475361E-04,  0.2440350665317975E-03,  0.3567644548009563E-04,  0.4897043774220238E-03,  0.6490204248293680E-05,  0.1430504499942913E-02,  0.1681039958745259E-02,  0.4741707579524026E-02,  0.6932088668552181E-03,  0.9515169238374787E-02,  0.1261074939522401E-03,  0.9360437542734265E-03,  0.1818773763739445E-01
     12.,  0.2914776573932999E+00,  0.1213391227168177E-05,  0.9655531595655318E-05,  0.7717239959650596E-04,  0.8305767356502720E-06,  0.6152905074207977E-05,  0.4491956703526914E-05,  0.4162896182230907E-05,  0.3312614655272465E-04,  0.2647626589518484E-03,  0.2849538256476203E-05,  0.2110935407274003E-04,  0.1541098121790439E-04,  0.9951676093271463E-04,  0.3414215752339246E-03
     13.,  0.3944372399484401E-03,  0.4294479244442526E-05,  0.1216214870223535E-04,  0.8057873893657005E-04,  0.9756485962562966E-06,  0.6572021656074936E-05,  0.4651294877736614E-05,  0.1088761103034767E-01,  0.3083417961200914E-01,  0.2042878581827191E+00,  0.2473520493105142E-02,  0.1666176767927393E-01,  0.1179223056713565E-01,  0.1092343320133158E-03,  0.2769371675645906E+00
     14.,  0.3102097495820179E-03,  0.3799162061898270E-05,  0.3602163546620890E-04,  0.1640136327107129E-04,  0.8526634089420503E-06,  0.9305027531458705E-05,  0.5906389500245114E-06,  0.1224707497755093E-01,  0.1161202557777281E+00,  0.5287184975059867E-01,  0.2748667345532963E-02,  0.2999592225581712E-01,  0.1903998668063621E-02,  0.6697049068960373E-04,  0.2158877687752914E+00
