passage_index,passage_id,span,gate_index,catwalk,gate_name,subsystem,mct_node,family,rope_index,ansys_rope_node,rope_x_mm,rope_y_mm,rope_z_mm,beam_axis_x_mm,beam_axis_y_mm,beam_axis_z_mm,rigid_offset_z_mm,surface_gap_mm,original_mass21_element_id,original_mass21_real_id,original_combined_mass_tonne
3,H03,north_side,9,2,CW2_GATE_09,bottom,120,BOTTOM_PHI50,15,24330,23860.0,545909.0,261294.046462196,23860.0,545913.6499999999,261406.546462196,112.5,0.0,521328,200013,0.4469202529063838
3,H03,north_side,9,2,CW2_GATE_09,bottom,120,BOTTOM_PHI50,16,25058,24120.0,545909.0,261294.046462196,24120.0,545913.6499999999,261406.546462196,112.5,0.0,522021,200013,0.4469202529063838
3,H03,north_side,9,2,CW2_GATE_09,gate,1048,GANTRY_PHI54,1,25714,19240.0,545918.3,269621.777313957,19240.0,545913.6499999999,269728.777313957,107.0,0.0,522610,200006,0.3663743286423279
3,H03,north_side,9,2,CW2_GATE_09,gate,1048,GANTRY_PHI54,2,26109,19500.0,545918.3,269621.777313957,19500.0,545913.6499999999,269728.777313957,107.0,0.0,522681,200006,0.3663743286423279
3,H03,north_side,9,2,CW2_GATE_09,gate,1048,GANTRY_PHI54,3,26504,19760.0,545918.3,269621.777313957,19760.0,545913.6499999999,269728.777313957,107.0,0.0,522752,200006,0.3663743286423279
3,H03,north_side,9,2,CW2_GATE_09,gate,1048,GANTRY_PHI54,4,26899,23140.0,545918.3,269621.777313957,23140.0,545913.6499999999,269728.777313957,107.0,0.0,522823,200006,0.3663743286423279
3,H03,north_side,9,2,CW2_GATE_09,gate,1048,GANTRY_PHI54,5,27294,23400.0,545918.3,269621.777313957,23400.0,545913.6499999999,269728.777313957,107.0,0.0,522894,200006,0.3663743286423279
3,H03,north_side,9,2,CW2_GATE_09,gate,1048,GANTRY_PHI54,6,27689,23660.0,545918.3,269621.777313957,23660.0,545913.6499999999,269728.777313957,107.0,0.0,522965,200006,0.3663743286423279
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,1,180,-24120.0,882909.0,276040.031984883,-24120.0,882913.6499999999,276152.531984883,112.5,0.0,500164,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,2,908,-23860.0,882909.0,276040.031984883,-23860.0,882913.6499999999,276152.531984883,112.5,0.0,500857,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,3,1636,-23600.0,882909.0,276040.031984883,-23600.0,882913.6499999999,276152.531984883,112.5,0.0,501550,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,4,2364,-23340.0,882909.0,276040.031984883,-23340.0,882913.6499999999,276152.531984883,112.5,0.0,502243,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,5,3092,-23080.0,882909.0,276040.031984883,-23080.0,882913.6499999999,276152.531984883,112.5,0.0,502936,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,6,3820,-22820.0,882909.0,276040.031984883,-22820.0,882913.6499999999,276152.531984883,112.5,0.0,503629,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,7,4548,-22560.0,882909.0,276040.031984883,-22560.0,882913.6499999999,276152.531984883,112.5,0.0,504322,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,8,5276,-22300.0,882909.0,276040.031984883,-22300.0,882913.6499999999,276152.531984883,112.5,0.0,505015,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,9,6004,-20600.0,882909.0,276040.031984883,-20600.0,882913.6499999999,276152.531984883,112.5,0.0,505708,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,10,6732,-20340.0,882909.0,276040.031984883,-20340.0,882913.6499999999,276152.531984883,112.5,0.0,506401,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,11,7460,-20080.0,882909.0,276040.031984883,-20080.0,882913.6499999999,276152.531984883,112.5,0.0,507094,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,12,8188,-19820.0,882909.0,276040.031984883,-19820.0,882913.6499999999,276152.531984883,112.5,0.0,507787,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,13,8916,-19560.0,882909.0,276040.031984883,-19560.0,882913.6499999999,276152.531984883,112.5,0.0,508480,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,14,9644,-19300.0,882909.0,276040.031984883,-19300.0,882913.6499999999,276152.531984883,112.5,0.0,509173,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,15,10372,-19040.0,882909.0,276040.031984883,-19040.0,882913.6499999999,276152.531984883,112.5,0.0,509866,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,bottom,180,BOTTOM_PHI50,16,11100,-18780.0,882909.0,276040.031984883,-18780.0,882913.6499999999,276152.531984883,112.5,0.0,510559,200013,0.4469202529063838
4,H04,main_span,14,1,CW1_GATE_14,gate,1083,GANTRY_PHI54,1,11731,-23660.0,882918.3,285027.591256459,-23660.0,882913.6499999999,285134.591256459,107.0,0.0,511101,200006,0.3663743286423279
4,H04,main_span,14,1,CW1_GATE_14,gate,1083,GANTRY_PHI54,2,12126,-23400.0,882918.3,285027.591256459,-23400.0,882913.6499999999,285134.591256459,107.0,0.0,511172,200006,0.3663743286423279
4,H04,main_span,14,1,CW1_GATE_14,gate,1083,GANTRY_PHI54,3,12521,-23140.0,882918.3,285027.591256459,-23140.0,882913.6499999999,285134.591256459,107.0,0.0,511243,200006,0.3663743286423279
4,H04,main_span,14,1,CW1_GATE_14,gate,1083,GANTRY_PHI54,4,12916,-19760.0,882918.3,285027.591256459,-19760.0,882913.6499999999,285134.591256459,107.0,0.0,511314,200006,0.3663743286423279
4,H04,main_span,14,1,CW1_GATE_14,gate,1083,GANTRY_PHI54,5,13311,-19500.0,882918.3,285027.591256459,-19500.0,882913.6499999999,285134.591256459,107.0,0.0,511385,200006,0.3663743286423279
4,H04,main_span,14,1,CW1_GATE_14,gate,1083,GANTRY_PHI54,6,13706,-19240.0,882918.3,285027.591256459,-19240.0,882913.6499999999,285134.591256459,107.0,0.0,511456,200006,0.3663743286423279
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,1,14198,18780.0,882909.0,276040.031984883,18780.0,882913.6499999999,276152.531984883,112.5,0.0,511678,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,2,14926,19040.0,882909.0,276040.031984883,19040.0,882913.6499999999,276152.531984883,112.5,0.0,512371,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,3,15654,19300.0,882909.0,276040.031984883,19300.0,882913.6499999999,276152.531984883,112.5,0.0,513064,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,4,16382,19560.0,882909.0,276040.031984883,19560.0,882913.6499999999,276152.531984883,112.5,0.0,513757,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,5,17110,19820.0,882909.0,276040.031984883,19820.0,882913.6499999999,276152.531984883,112.5,0.0,514450,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,6,17838,20080.0,882909.0,276040.031984883,20080.0,882913.6499999999,276152.531984883,112.5,0.0,515143,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,7,18566,20340.0,882909.0,276040.031984883,20340.0,882913.6499999999,276152.531984883,112.5,0.0,515836,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,8,19294,20600.0,882909.0,276040.031984883,20600.0,882913.6499999999,276152.531984883,112.5,0.0,516529,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,9,20022,22300.0,882909.0,276040.031984883,22300.0,882913.6499999999,276152.531984883,112.5,0.0,517222,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,10,20750,22560.0,882909.0,276040.031984883,22560.0,882913.6499999999,276152.531984883,112.5,0.0,517915,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,11,21478,22820.0,882909.0,276040.031984883,22820.0,882913.6499999999,276152.531984883,112.5,0.0,518608,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,12,22206,23080.0,882909.0,276040.031984883,23080.0,882913.6499999999,276152.531984883,112.5,0.0,519301,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,13,22934,23340.0,882909.0,276040.031984883,23340.0,882913.6499999999,276152.531984883,112.5,0.0,519994,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,14,23662,23600.0,882909.0,276040.031984883,23600.0,882913.6499999999,276152.531984883,112.5,0.0,520687,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,15,24390,23860.0,882909.0,276040.031984883,23860.0,882913.6499999999,276152.531984883,112.5,0.0,521380,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,bottom,180,BOTTOM_PHI50,16,25118,24120.0,882909.0,276040.031984883,24120.0,882913.6499999999,276152.531984883,112.5,0.0,522073,200013,0.4469202529063838
4,H04,main_span,14,2,CW2_GATE_14,gate,1083,GANTRY_PHI54,1,25749,19240.0,882918.3,285027.591256459,19240.0,882913.6499999999,285134.591256459,107.0,0.0,522615,200006,0.3663743286423279
4,H04,main_span,14,2,CW2_GATE_14,gate,1083,GANTRY_PHI54,2,26144,19500.0,882918.3,285027.591256459,19500.0,882913.6499999999,285134.591256459,107.0,0.0,522686,200006,0.3663743286423279
4,H04,main_span,14,2,CW2_GATE_14,gate,1083,GANTRY_PHI54,3,26539,19760.0,882918.3,285027.591256459,19760.0,882913.6499999999,285134.591256459,107.0,0.0,522757,200006,0.3663743286423279
4,H04,main_span,14,2,CW2_GATE_14,gate,1083,GANTRY_PHI54,4,26934,23140.0,882918.3,285027.591256459,23140.0,882913.6499999999,285134.591256459,107.0,0.0,522828,200006,0.3663743286423279
4,H04,main_span,14,2,CW2_GATE_14,gate,1083,GANTRY_PHI54,5,27329,23400.0,882918.3,285027.591256459,23400.0,882913.6499999999,285134.591256459,107.0,0.0,522899,200006,0.3663743286423279
4,H04,main_span,14,2,CW2_GATE_14,gate,1083,GANTRY_PHI54,6,27724,23660.0,882918.3,285027.591256459,23660.0,882913.6499999999,285134.591256459,107.0,0.0,522970,200006,0.3663743286423279
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,1,201,-24120.0,1053909.0,223724.186533411,-24120.0,1053913.65,223836.686533411,112.5,0.0,500185,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,2,929,-23860.0,1053909.0,223724.186533411,-23860.0,1053913.65,223836.686533411,112.5,0.0,500878,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,3,1657,-23600.0,1053909.0,223724.186533411,-23600.0,1053913.65,223836.686533411,112.5,0.0,501571,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,4,2385,-23340.0,1053909.0,223724.186533411,-23340.0,1053913.65,223836.686533411,112.5,0.0,502264,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,5,3113,-23080.0,1053909.0,223724.186533411,-23080.0,1053913.65,223836.686533411,112.5,0.0,502957,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,6,3841,-22820.0,1053909.0,223724.186533411,-22820.0,1053913.65,223836.686533411,112.5,0.0,503650,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,7,4569,-22560.0,1053909.0,223724.186533411,-22560.0,1053913.65,223836.686533411,112.5,0.0,504343,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,8,5297,-22300.0,1053909.0,223724.186533411,-22300.0,1053913.65,223836.686533411,112.5,0.0,505036,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,9,6025,-20600.0,1053909.0,223724.186533411,-20600.0,1053913.65,223836.686533411,112.5,0.0,505729,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,10,6753,-20340.0,1053909.0,223724.186533411,-20340.0,1053913.65,223836.686533411,112.5,0.0,506422,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,11,7481,-20080.0,1053909.0,223724.186533411,-20080.0,1053913.65,223836.686533411,112.5,0.0,507115,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,12,8209,-19820.0,1053909.0,223724.186533411,-19820.0,1053913.65,223836.686533411,112.5,0.0,507808,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,13,8937,-19560.0,1053909.0,223724.186533411,-19560.0,1053913.65,223836.686533411,112.5,0.0,508501,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,14,9665,-19300.0,1053909.0,223724.186533411,-19300.0,1053913.65,223836.686533411,112.5,0.0,509194,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,15,10393,-19040.0,1053909.0,223724.186533411,-19040.0,1053913.65,223836.686533411,112.5,0.0,509887,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,bottom,201,BOTTOM_PHI50,16,11121,-18780.0,1053909.0,223724.186533411,-18780.0,1053913.65,223836.686533411,112.5,0.0,510580,200013,0.4469202529063838
5,H05,main_span,17,1,CW1_GATE_17,gate,1098,GANTRY_PHI54,1,11746,-23660.0,1053918.3,232666.153448418,-23660.0,1053913.65,232773.153448418,107.0,0.0,511104,200006,0.3663743286423279
5,H05,main_span,17,1,CW1_GATE_17,gate,1098,GANTRY_PHI54,2,12141,-23400.0,1053918.3,232666.153448418,-23400.0,1053913.65,232773.153448418,107.0,0.0,511175,200006,0.3663743286423279
5,H05,main_span,17,1,CW1_GATE_17,gate,1098,GANTRY_PHI54,3,12536,-23140.0,1053918.3,232666.153448418,-23140.0,1053913.65,232773.153448418,107.0,0.0,511246,200006,0.3663743286423279
5,H05,main_span,17,1,CW1_GATE_17,gate,1098,GANTRY_PHI54,4,12931,-19760.0,1053918.3,232666.153448418,-19760.0,1053913.65,232773.153448418,107.0,0.0,511317,200006,0.3663743286423279
5,H05,main_span,17,1,CW1_GATE_17,gate,1098,GANTRY_PHI54,5,13326,-19500.0,1053918.3,232666.153448418,-19500.0,1053913.65,232773.153448418,107.0,0.0,511388,200006,0.3663743286423279
5,H05,main_span,17,1,CW1_GATE_17,gate,1098,GANTRY_PHI54,6,13721,-19240.0,1053918.3,232666.153448418,-19240.0,1053913.65,232773.153448418,107.0,0.0,511459,200006,0.3663743286423279
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,1,14219,18780.0,1053909.0,223724.186533411,18780.0,1053913.65,223836.686533411,112.5,0.0,511699,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,2,14947,19040.0,1053909.0,223724.186533411,19040.0,1053913.65,223836.686533411,112.5,0.0,512392,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,3,15675,19300.0,1053909.0,223724.186533411,19300.0,1053913.65,223836.686533411,112.5,0.0,513085,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,4,16403,19560.0,1053909.0,223724.186533411,19560.0,1053913.65,223836.686533411,112.5,0.0,513778,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,5,17131,19820.0,1053909.0,223724.186533411,19820.0,1053913.65,223836.686533411,112.5,0.0,514471,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,6,17859,20080.0,1053909.0,223724.186533411,20080.0,1053913.65,223836.686533411,112.5,0.0,515164,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,7,18587,20340.0,1053909.0,223724.186533411,20340.0,1053913.65,223836.686533411,112.5,0.0,515857,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,8,19315,20600.0,1053909.0,223724.186533411,20600.0,1053913.65,223836.686533411,112.5,0.0,516550,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,9,20043,22300.0,1053909.0,223724.186533411,22300.0,1053913.65,223836.686533411,112.5,0.0,517243,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,10,20771,22560.0,1053909.0,223724.186533411,22560.0,1053913.65,223836.686533411,112.5,0.0,517936,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,11,21499,22820.0,1053909.0,223724.186533411,22820.0,1053913.65,223836.686533411,112.5,0.0,518629,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,12,22227,23080.0,1053909.0,223724.186533411,23080.0,1053913.65,223836.686533411,112.5,0.0,519322,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,13,22955,23340.0,1053909.0,223724.186533411,23340.0,1053913.65,223836.686533411,112.5,0.0,520015,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,14,23683,23600.0,1053909.0,223724.186533411,23600.0,1053913.65,223836.686533411,112.5,0.0,520708,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,15,24411,23860.0,1053909.0,223724.186533411,23860.0,1053913.65,223836.686533411,112.5,0.0,521401,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,bottom,201,BOTTOM_PHI50,16,25139,24120.0,1053909.0,223724.186533411,24120.0,1053913.65,223836.686533411,112.5,0.0,522094,200013,0.4469202529063838
5,H05,main_span,17,2,CW2_GATE_17,gate,1098,GANTRY_PHI54,1,25764,19240.0,1053918.3,232666.153448418,19240.0,1053913.65,232773.153448418,107.0,0.0,522618,200006,0.3663743286423279
5,H05,main_span,17,2,CW2_GATE_17,gate,1098,GANTRY_PHI54,2,26159,19500.0,1053918.3,232666.153448418,19500.0,1053913.65,232773.153448418,107.0,0.0,522689,200006,0.3663743286423279
5,H05,main_span,17,2,CW2_GATE_17,gate,1098,GANTRY_PHI54,3,26554,19760.0,1053918.3,232666.153448418,19760.0,1053913.65,232773.153448418,107.0,0.0,522760,200006,0.3663743286423279
5,H05,main_span,17,2,CW2_GATE_17,gate,1098,GANTRY_PHI54,4,26949,23140.0,1053918.3,232666.153448418,23140.0,1053913.65,232773.153448418,107.0,0.0,522831,200006,0.3663743286423279
5,H05,main_span,17,2,CW2_GATE_17,gate,1098,GANTRY_PHI54,5,27344,23400.0,1053918.3,232666.153448418,23400.0,1053913.65,232773.153448418,107.0,0.0,522902,200006,0.3663743286423279
5,H05,main_span,17,2,CW2_GATE_17,gate,1098,GANTRY_PHI54,6,27739,23660.0,1053918.3,232666.153448418,23660.0,1053913.65,232773.153448418,107.0,0.0,522973,200006,0.3663743286423279
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,1,222,-24120.0,1224909.0,181596.562478559,-24120.0,1224913.65,181709.062478559,112.5,0.0,500206,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,2,950,-23860.0,1224909.0,181596.562478559,-23860.0,1224913.65,181709.062478559,112.5,0.0,500899,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,3,1678,-23600.0,1224909.0,181596.562478559,-23600.0,1224913.65,181709.062478559,112.5,0.0,501592,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,4,2406,-23340.0,1224909.0,181596.562478559,-23340.0,1224913.65,181709.062478559,112.5,0.0,502285,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,5,3134,-23080.0,1224909.0,181596.562478559,-23080.0,1224913.65,181709.062478559,112.5,0.0,502978,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,6,3862,-22820.0,1224909.0,181596.562478559,-22820.0,1224913.65,181709.062478559,112.5,0.0,503671,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,7,4590,-22560.0,1224909.0,181596.562478559,-22560.0,1224913.65,181709.062478559,112.5,0.0,504364,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,8,5318,-22300.0,1224909.0,181596.562478559,-22300.0,1224913.65,181709.062478559,112.5,0.0,505057,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,9,6046,-20600.0,1224909.0,181596.562478559,-20600.0,1224913.65,181709.062478559,112.5,0.0,505750,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,10,6774,-20340.0,1224909.0,181596.562478559,-20340.0,1224913.65,181709.062478559,112.5,0.0,506443,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,11,7502,-20080.0,1224909.0,181596.562478559,-20080.0,1224913.65,181709.062478559,112.5,0.0,507136,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,12,8230,-19820.0,1224909.0,181596.562478559,-19820.0,1224913.65,181709.062478559,112.5,0.0,507829,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,13,8958,-19560.0,1224909.0,181596.562478559,-19560.0,1224913.65,181709.062478559,112.5,0.0,508522,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,14,9686,-19300.0,1224909.0,181596.562478559,-19300.0,1224913.65,181709.062478559,112.5,0.0,509215,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,15,10414,-19040.0,1224909.0,181596.562478559,-19040.0,1224913.65,181709.062478559,112.5,0.0,509908,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,bottom,222,BOTTOM_PHI50,16,11142,-18780.0,1224909.0,181596.562478559,-18780.0,1224913.65,181709.062478559,112.5,0.0,510601,200013,0.4469202529063838
6,H06,main_span,20,1,CW1_GATE_20,gate,1113,GANTRY_PHI54,1,11761,-23660.0,1224918.3,190358.488463189,-23660.0,1224913.65,190465.488463189,107.0,0.0,511107,200006,0.3663743286423279
6,H06,main_span,20,1,CW1_GATE_20,gate,1113,GANTRY_PHI54,2,12156,-23400.0,1224918.3,190358.488463189,-23400.0,1224913.65,190465.488463189,107.0,0.0,511178,200006,0.3663743286423279
6,H06,main_span,20,1,CW1_GATE_20,gate,1113,GANTRY_PHI54,3,12551,-23140.0,1224918.3,190358.488463189,-23140.0,1224913.65,190465.488463189,107.0,0.0,511249,200006,0.3663743286423279
6,H06,main_span,20,1,CW1_GATE_20,gate,1113,GANTRY_PHI54,4,12946,-19760.0,1224918.3,190358.488463189,-19760.0,1224913.65,190465.488463189,107.0,0.0,511320,200006,0.3663743286423279
6,H06,main_span,20,1,CW1_GATE_20,gate,1113,GANTRY_PHI54,5,13341,-19500.0,1224918.3,190358.488463189,-19500.0,1224913.65,190465.488463189,107.0,0.0,511391,200006,0.3663743286423279
6,H06,main_span,20,1,CW1_GATE_20,gate,1113,GANTRY_PHI54,6,13736,-19240.0,1224918.3,190358.488463189,-19240.0,1224913.65,190465.488463189,107.0,0.0,511462,200006,0.3663743286423279
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,1,14240,18780.0,1224909.0,181596.562478559,18780.0,1224913.65,181709.062478559,112.5,0.0,511720,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,2,14968,19040.0,1224909.0,181596.562478559,19040.0,1224913.65,181709.062478559,112.5,0.0,512413,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,3,15696,19300.0,1224909.0,181596.562478559,19300.0,1224913.65,181709.062478559,112.5,0.0,513106,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,4,16424,19560.0,1224909.0,181596.562478559,19560.0,1224913.65,181709.062478559,112.5,0.0,513799,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,5,17152,19820.0,1224909.0,181596.562478559,19820.0,1224913.65,181709.062478559,112.5,0.0,514492,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,6,17880,20080.0,1224909.0,181596.562478559,20080.0,1224913.65,181709.062478559,112.5,0.0,515185,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,7,18608,20340.0,1224909.0,181596.562478559,20340.0,1224913.65,181709.062478559,112.5,0.0,515878,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,8,19336,20600.0,1224909.0,181596.562478559,20600.0,1224913.65,181709.062478559,112.5,0.0,516571,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,9,20064,22300.0,1224909.0,181596.562478559,22300.0,1224913.65,181709.062478559,112.5,0.0,517264,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,10,20792,22560.0,1224909.0,181596.562478559,22560.0,1224913.65,181709.062478559,112.5,0.0,517957,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,11,21520,22820.0,1224909.0,181596.562478559,22820.0,1224913.65,181709.062478559,112.5,0.0,518650,200013,0.4469202529063838
6,H06,main_span,20,2,CW2_GATE_20,bottom,222,BOTTOM_PHI50,12,22248,23080.0,1224909.0,181596.562478559,23080.0,1224913.65,181709.062478559,112.5,0.0,519343,200013,0.4469202529063838
