  1.,   4.997500000000000E+03,   2.816470645833335E+07,   9.830899739583338E+06,   1.820060937941204E+05,   6.712958043168660E-01,   2.363842696133852E-01,   4.997500000000000E+03,   9.830899739583332E+06,   2.816470645833334E+07,   1.767989583333333E+05,   2.363842696133852E-01,   6.712958043168662E-01
  2.,   2.495999999999994E+03,   1.013043199999997E+07,   1.013043199999997E+07,   1.550208163008310E+07,   4.260313674224075E-01,   4.260313674231808E-01,   2.496000000000000E+03,   1.013043200000000E+07,   1.013043200000000E+07,   1.518566400000000E+07,   4.260313674224075E-01,   4.260313674231808E-01
  3.,   2.752035121455134E+03,   7.345181547493375E+06,   7.345181547493383E+06,   1.469036309498679E+07,   5.014069989777504E-01,   5.014069989778299E-01,   2.752035164544659E+03,   7.345181854169695E+06,   7.345181854169695E+06,   1.469036370833939E+07,   5.014069989777502E-01,   5.014069989778297E-01
  4.,   1.231504300925121E+03,   1.480883883219233E+06,   1.480883883219234E+06,   2.961767766438485E+06,   5.013879262914291E-01,   5.013879262913112E-01,   1.231504320207199E+03,   1.480883945049157E+06,   1.480883945049157E+06,   2.961767890098313E+06,   5.013879262914290E-01,   5.013879262913111E-01
  5.,   5.906194096273573E+02,   1.642660190161347E+05,   1.642660190161347E+05,   3.285320380322704E+05,   5.060286117392480E-01,   5.060286117392122E-01,   5.906194188748811E+02,   1.642660258745763E+05,   1.642660258745763E+05,   3.285320517491525E+05,   5.060286117392480E-01,   5.060286117392122E-01
  6.,   5.760000000000000E+02,   7.523199999999993E+04,   1.766720000000001E+05,   1.702003271552836E+05,   6.098841965465526E-01,   2.874280543410113E-01,   5.760000000000000E+02,   7.523200000000000E+04,   1.766720000000000E+05,   1.589351111111111E+05,   6.098841965465527E-01,   2.874280543410113E-01
