mode,freq,family,symmetry,order_hint,local_gate,share_L,share_V,share_T,side_ratio,r_gate,r_toppost,r_cable_t4,effm_x,effm_y,effm_z,effm_rx,effm_ry,effm_rz
44,0.2626762523410893,LOCAL_GATE_ROTX,NA,LOCAL,True,2.203507819926733e-05,0.00038113720007636735,0.9995968277217244,0.0,0.9752400172222659,0.8019074945314344,0.006457350190222436,0.0002196450703042961,6.058847821236758e-09,1.452556672986839e-05,1.323444960707191,1173005922.070982,19382.47423637942
45,0.2637751326568396,T,S,TS,False,0.001644935247036077,0.02392715090766488,0.974427913845299,0.0,0.3312931308992745,0.2551322920975383,0.6279837701442882,1.402013206648146e-09,0.3904139282574272,1.205910217321826e-06,141351030349.1801,4356406.012419521,1348994390071.515
46,0.264107623827242,LOCAL_GATE_ROTX,NA,LOCAL,True,0.011870285633877977,0.020724381311238216,0.9429732615144504,1.0,0.9491749647332259,0.8284944374977117,0.03334640290378325,3.483032299468982e-10,0.1422548618925353,2.008348435295076e-10,165197482.8045738,208.3640473690461,162712394.9688751
47,0.2709442668460141,LOCAL_GATE_ROTX,NA,LOCAL,True,0.22514380833028474,0.02343512564882804,0.4089078035267901,1.0,0.9676262130334671,0.8018394040953339,0.01450802025591378,9.23587987196471e-05,8.01651985233685e-09,0.00800566290168588,90.27751569130534,117769774776.5965,122087.2832071032
48,0.2817882978921049,L,S,LS,False,0.7767914191556654,0.1507735229415277,0.07243505790280703,0.0,0.9660771274026395,0.8302901204785107,0.01479012153682268,9.339360689316192e-08,0.01683674775143092,2.074187131545831e-08,5296551075.623411,115204.2895919041,89934490218.69185
49,0.2844513109309191,LOCAL_GATE_ROTX,NA,LOCAL,True,2.2548330324184233e-05,0.0007455190146400032,0.9992319326550358,0.0,0.976212146139818,0.8020839146443348,0.005421344018947772,1.048340882346601e-07,2.307361876067474e-09,0.001981644444144367,532.9480751376892,6886417987.477359,12803.40843119416
50,0.2912127634063782,V,A,VA,False,0.45424604016318165,0.47617450253175203,0.06957945730506628,0.0,0.9744182454782183,0.840341677789118,0.006594604412352533,5.133008965149433e-06,0.0002176802863066703,1.519728041573376e-08,45149130.0254139,7134085.705437454,1714320225697.983
51,0.2927994702673678,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.247353869703924e-05,2.758874792141525e-05,1.867646781478268e-09,2961182.693223754,23676088.11376369,32703187270422.31
52,0.2942886961018432,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.6252024599577,2.164566777000268e-11,9.360584534185477e-05,0.7218865637701586,33735517380563.24,15252704.3204703
53,0.2950554868259317,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.856284249224574e-10,0.2624019534515379,1.314053633848933e-09,1135367226.193064,21496.3348774804,3947695712605.929
54,0.3002905587236505,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.544727054781589e-07,3.613601932012209e-06,1.955387178853618e-09,761350.2378669828,1072707.378730673,375955897461.7247
55,0.3086599679403388,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001028963217621417,5.971755032187658e-08,1.638069297015003e-10,5839.93300162202,1587993571.068817,257891.0372516324
56,0.3105297510880711,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.257486141102048e-08,0.1188887595254643,4.717746700484731e-07,13371957660.24359,1551701.090092962,451659568403.891
57,0.3118373643887279,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0001348125962468569,7.271446590971578e-11,1.180679564215747e-05,22.7682986939169,1241073636.465746,632.2292023351381
58,0.3288662121940632,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.199673510976158e-10,0.06323947528552674,2.314790362012179e-11,16267910753.83801,14.25819052742291,395631085561.2181
59,0.3297896652713106,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.258224909429465e-09,20.26505326051371,6.043574730204104e-06,2289129995211.33,20540877.98223567,69507735971354.1
60,0.3312935614389116,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0001211964825118089,1.157198054414883e-09,7.739526951131558e-08,403.2996922219202,496134565.6510625,1534.991694405616
61,0.3318458301155178,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.075077155095658e-06,0.0003415578111800754,2.825740474935372e-05,33285470.92513435,98485980.14875332,105681627601.5078
62,0.3318953280899673,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.718711903659013e-06,0.002963156873566798,2.299248369512611e-09,139547414974.2116,5868467.239460032,4282949860343.03
63,0.3321137850787858,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.883805755987773e-05,3.74485325817168e-06,23.80715149039827,446386.6997828732,81603660737900.2,10060174.73073382
64,0.3322713561997292,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.488033066126897,2.4680325894554e-09,0.003230183294996193,120897.7642977708,7600464813831.868,3721091.359898923
65,0.3377330682219035,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.132836870018194e-08,2.296181520770731e-06,0.003326268573661717,624652.0742903706,11429443574.75766,8374763.813991762
66,0.3386475280427543,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.888963389430417e-09,0.2694731949203961,8.864402638564768e-07,79817636960.571,3074490.501958045,914751296325.8098
67,0.3396306560635296,SIDE,NA,SIDE,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.88195975581689e-07,0.0009519059191664568,1.350341600889064e-11,5554521758.891623,336616.5650625814,339197747770.7704
