          1.,          1.,  0.5000000000000000E-01,  0.2237831437990531E+08,  0.1369383645373154E-24,  0.6119243934667383E-32
          1.,          2.,  0.1000000000000000E+00,  0.4514610343090542E+08,  0.1369383645373154E-24,  0.3033226660345005E-32
          1.,          3.,  0.1500000000000000E+00,  0.6828892916987935E+08,  0.1369383645373154E-24,  0.2005279130921206E-32
          1.,          4.,  0.2000000000000000E+00,  0.9179909224377300E+08,  0.1369383645373154E-24,  0.1491718068122884E-32
          1.,          5.,  0.2500000000000000E+00,  0.1156760260481282E+09,  0.1369383645373154E-24,  0.1183809378793328E-32
          1.,          6.,  0.3000000000000000E+00,  0.1399165249291588E+09,  0.1369383645373154E-24,  0.9787147344221763E-33
          1.,          7.,  0.3500000000000000E+00,  0.1645176396826403E+09,  0.1369383645373154E-24,  0.8323628080336787E-33
          1.,          8.,  0.4000000000000000E+00,  0.1894761602697169E+09,  0.1369383645373154E-24,  0.7227208126995258E-33
          1.,          9.,  0.4500000000000000E+00,  0.2147885213224054E+09,  0.1369383645373154E-24,  0.6375497335435629E-33
          1.,         10.,  0.4999999999999999E+00,  0.2404507378645110E+09,  0.1369383645373154E-24,  0.5695069424759984E-33
          1.,         11.,  0.5499999999999999E+00,  0.2664583570628383E+09,  0.1369383645373154E-24,  0.5139203215346011E-33
          1.,         12.,  0.6000000000000000E+00,  0.2928064228669770E+09,  0.1369383645373154E-24,  0.4676754122962904E-33
          1.,         13.,  0.6500000000000000E+00,  0.3194894451526625E+09,  0.1369383645373154E-24,  0.4286162394876045E-33
          1.,         14.,  0.7000000000000001E+00,  0.3465013847769818E+09,  0.1369383645373154E-24,  0.3952029358423860E-33
          1.,         15.,  0.7500000000000001E+00,  0.3738356510140240E+09,  0.1369383645373154E-24,  0.3663063278365026E-33
          1.,         16.,  0.8000000000000002E+00,  0.4014851217481657E+09,  0.1369383645373154E-24,  0.3410795497005017E-33
          1.,         17.,  0.8500000000000002E+00,  0.4294421883345345E+09,  0.1369383645373154E-24,  0.3188749691044345E-33
          1.,         18.,  0.9000000000000002E+00,  0.4576988329686053E+09,  0.1369383645373154E-24,  0.2991887998689924E-33
          1.,         19.,  0.9500000000000003E+00,  0.4862467483009017E+09,  0.1369383645373154E-24,  0.2816231985423469E-33
          1.,         20.,  0.1000000000000000E+01,  0.5150774925809324E+09,  0.1369383645373154E-24,  0.2658597327775854E-33
